Date,BAJAJELEC
2015-01-01,232.8
2015-01-02,238.45
2015-01-05,245.5
2015-01-06,231.65
2015-01-07,230.05
2015-01-08,236.55
2015-01-09,236.9
2015-01-12,239.65
2015-01-13,237.1
2015-01-14,233.95
2015-01-15,237.05
2015-01-16,231.95
2015-01-19,246.0
2015-01-20,241.25
2015-01-21,240.85
2015-01-22,238.65
2015-01-23,235.65
2015-01-27,238.95
2015-01-28,234.65
2015-01-29,234.75
2015-01-30,233.25
2015-02-02,228.0
2015-02-03,226.5
2015-02-04,225.6
2015-02-05,223.75
2015-02-06,220.05
2015-02-09,214.35
2015-02-10,215.0
2015-02-11,220.55
2015-02-12,222.25
2015-02-13,222.55
2015-02-16,224.5
2015-02-18,226.2
2015-02-19,225.05
2015-02-20,220.2
2015-02-23,217.5
2015-02-24,215.55
2015-02-25,211.95
2015-02-26,215.4
2015-02-27,219.3
2015-02-28,215.2
2015-03-02,223.1
2015-03-03,220.95
2015-03-04,217.6
2015-03-05,218.3
2015-03-09,215.15
2015-03-10,214.85
2015-03-11,214.5
2015-03-12,214.3
2015-03-13,217.5
2015-03-16,214.55
2015-03-17,216.4
2015-03-18,215.1
2015-03-19,213.4
2015-03-20,210.3
2015-03-23,209.1
2015-03-24,213.35
2015-03-25,213.05
2015-03-26,213.85
2015-03-27,219.8
2015-03-30,229.1
2015-03-31,231.15
2015-04-01,232.4
2015-04-06,233.95
2015-04-07,241.4
2015-04-08,242.05
2015-04-09,246.25
2015-04-10,242.65
2015-04-13,238.5
2015-04-15,243.05
2015-04-16,238.65
2015-04-17,235.85
2015-04-20,229.65
2015-04-21,233.85
2015-04-22,241.0
2015-04-23,239.3
2015-04-24,235.4
2015-04-27,230.15
2015-04-28,228.15
2015-04-29,229.35
2015-04-30,235.6
2015-05-04,235.4
2015-05-05,234.6
2015-05-06,230.35
2015-05-07,231.8
2015-05-08,235.75
2015-05-11,237.25
2015-05-12,233.8
2015-05-13,237.9
2015-05-14,238.4
2015-05-15,240.05
2015-05-18,241.65
2015-05-19,246.8
2015-05-20,250.5
2015-05-21,257.6
2015-05-22,263.85
2015-05-25,253.3
2015-05-26,250.85
2015-05-27,263.5
2015-05-28,269.5
2015-05-29,276.35
2015-06-01,287.75
2015-06-02,289.4
2015-06-03,271.75
2015-06-04,271.75
2015-06-05,272.8
2015-06-08,264.75
2015-06-09,268.75
2015-06-10,279.85
2015-06-11,281.3
2015-06-12,294.05
2015-06-15,294.5
2015-06-16,295.7
2015-06-17,299.55
2015-06-18,300.85
2015-06-19,293.9
2015-06-22,295.0
2015-06-23,290.8
2015-06-24,284.35
2015-06-25,275.05
2015-06-26,272.6
2015-06-29,264.85
2015-06-30,272.95
2015-07-01,280.75
2015-07-02,275.45
2015-07-03,276.4
2015-07-06,277.15
2015-07-07,272.35
2015-07-08,282.15
2015-07-09,292.05
2015-07-10,289.25
2015-07-13,295.9
2015-07-14,289.7
2015-07-15,278.35
2015-07-16,282.2
2015-07-17,279.75
2015-07-20,277.1
2015-07-21,272.1
2015-07-22,272.4
2015-07-23,280.4
2015-07-24,276.55
2015-07-27,271.1
2015-07-28,265.45
2015-07-29,257.05
2015-07-30,256.35
2015-07-31,258.45
2015-08-03,262.15
2015-08-04,259.7
2015-08-05,261.15
2015-08-06,273.7
2015-08-07,279.5
2015-08-10,276.7
2015-08-11,272.45
2015-08-12,266.25
2015-08-13,260.25
2015-08-14,258.95
2015-08-17,263.9
2015-08-18,263.15
2015-08-19,264.45
2015-08-20,257.05
2015-08-21,250.4
2015-08-24,234.25
2015-08-25,229.0
2015-08-26,226.9
2015-08-27,240.1
2015-08-28,248.45
2015-08-31,254.35
2015-09-01,243.4
2015-09-02,240.0
2015-09-03,246.4
2015-09-04,236.6
2015-09-07,234.8
2015-09-08,235.65
2015-09-09,245.45
2015-09-10,241.7
2015-09-11,247.45
2015-09-14,251.4
2015-09-15,250.45
2015-09-16,250.1
2015-09-18,254.9
2015-09-21,250.35
2015-09-22,250.45
2015-09-23,249.6
2015-09-24,248.8
2015-09-28,247.3
2015-09-29,247.9
2015-09-30,250.25
2015-10-01,249.7
2015-10-05,248.15
2015-10-06,248.05
2015-10-07,247.0
2015-10-08,244.65
2015-10-09,241.35
2015-10-12,245.9
2015-10-13,245.95
2015-10-14,245.9
2015-10-15,252.45
2015-10-16,253.9
2015-10-19,252.45
2015-10-20,253.85
2015-10-21,251.9
2015-10-23,251.65
2015-10-26,251.5
2015-10-27,247.6
2015-10-28,249.3
2015-10-29,247.75
2015-10-30,245.65
2015-11-02,248.9
2015-11-03,250.85
2015-11-04,254.6
2015-11-05,240.45
2015-11-06,239.1
2015-11-09,236.1
2015-11-10,233.6
2015-11-11,234.4
2015-11-13,229.6
2015-11-16,233.5
2015-11-17,232.2
2015-11-18,229.3
2015-11-19,227.3
2015-11-20,229.25
2015-11-23,224.4
2015-11-24,224.7
2015-11-26,223.7
2015-11-27,223.1
2015-11-30,218.9
2015-12-01,217.75
2015-12-02,217.8
2015-12-03,217.1
2015-12-04,214.35
2015-12-07,213.25
2015-12-08,210.7
2015-12-09,203.3
2015-12-10,204.3
2015-12-11,203.4
2015-12-14,203.4
2015-12-15,198.5
2015-12-16,197.45
2015-12-17,201.3
2015-12-18,204.5
2015-12-21,208.85
2015-12-22,212.9
2015-12-23,214.45
2015-12-24,213.3
2015-12-28,213.75
2015-12-29,210.85
2015-12-30,210.0
2015-12-31,210.0
