Date,TRITURBINE
2015-01-01,116.85
2015-01-02,116.2
2015-01-05,114.65
2015-01-06,110.05
2015-01-07,105.55
2015-01-08,115.95
2015-01-09,112.15
2015-01-12,111.2
2015-01-13,111.5
2015-01-14,111.3
2015-01-15,114.1
2015-01-16,112.75
2015-01-19,114.35
2015-01-20,111.95
2015-01-21,108.6
2015-01-22,107.7
2015-01-23,109.55
2015-01-27,109.9
2015-01-28,110.95
2015-01-29,108.7
2015-01-30,105.9
2015-02-02,108.9
2015-02-03,109.25
2015-02-04,108.6
2015-02-05,105.8
2015-02-06,105.25
2015-02-09,107.5
2015-02-10,106.9
2015-02-11,106.3
2015-02-12,119.25
2015-02-13,122.6
2015-02-16,120.1
2015-02-18,119.3
2015-02-19,118.1
2015-02-20,116.5
2015-02-23,117.05
2015-02-24,114.3
2015-02-25,116.05
2015-02-26,115.75
2015-02-27,119.65
2015-02-28,120.9
2015-03-02,126.5
2015-03-03,128.7
2015-03-04,125.75
2015-03-05,122.25
2015-03-09,125.8
2015-03-10,123.7
2015-03-11,128.3
2015-03-12,130.0
2015-03-13,126.4
2015-03-16,124.55
2015-03-17,127.65
2015-03-18,134.65
2015-03-19,138.05
2015-03-20,144.35
2015-03-23,136.3
2015-03-24,134.15
2015-03-25,133.25
2015-03-26,133.3
2015-03-27,130.4
2015-03-30,129.85
2015-03-31,129.85
2015-04-01,134.85
2015-04-06,133.45
2015-04-07,134.7
2015-04-08,135.05
2015-04-09,132.7
2015-04-10,132.7
2015-04-13,131.6
2015-04-15,128.95
2015-04-16,127.1
2015-04-17,126.35
2015-04-20,119.55
2015-04-21,121.8
2015-04-22,118.9
2015-04-23,118.3
2015-04-24,113.1
2015-04-27,110.3
2015-04-28,113.7
2015-04-29,111.4
2015-04-30,115.1
2015-05-04,116.75
2015-05-05,116.35
2015-05-06,117.25
2015-05-07,115.75
2015-05-08,115.1
2015-05-11,115.95
2015-05-12,113.85
2015-05-13,111.95
2015-05-14,111.5
2015-05-15,114.65
2015-05-18,113.85
2015-05-19,113.35
2015-05-20,113.05
2015-05-21,113.15
2015-05-22,111.5
2015-05-25,113.05
2015-05-26,113.0
2015-05-27,112.4
2015-05-28,112.75
2015-05-29,113.05
2015-06-01,113.45
2015-06-02,111.15
2015-06-03,107.5
2015-06-04,105.8
2015-06-05,105.05
2015-06-08,105.1
2015-06-09,103.6
2015-06-10,104.85
2015-06-11,105.05
2015-06-12,105.3
2015-06-15,105.1
2015-06-16,105.9
2015-06-17,105.05
2015-06-18,116.8
2015-06-19,116.15
2015-06-22,115.55
2015-06-23,117.0
2015-06-24,117.1
2015-06-25,117.35
2015-06-26,117.45
2015-06-29,116.65
2015-06-30,116.9
2015-07-01,116.2
2015-07-02,117.6
2015-07-03,121.1
2015-07-06,119.45
2015-07-07,118.3
2015-07-08,121.95
2015-07-09,120.7
2015-07-10,120.1
2015-07-13,120.45
2015-07-14,128.9
2015-07-15,127.95
2015-07-16,125.35
2015-07-17,127.2
2015-07-20,125.85
2015-07-21,123.65
2015-07-22,123.85
2015-07-23,123.0
2015-07-24,120.0
2015-07-27,117.0
2015-07-28,116.9
2015-07-29,118.65
2015-07-30,119.0
2015-07-31,125.1
2015-08-03,121.0
2015-08-04,120.55
2015-08-05,121.3
2015-08-06,121.45
2015-08-07,118.35
2015-08-10,116.2
2015-08-11,118.6
2015-08-12,113.55
2015-08-13,113.55
2015-08-14,110.3
2015-08-17,116.15
2015-08-18,120.25
2015-08-19,120.55
2015-08-20,120.15
2015-08-21,120.6
2015-08-24,109.95
2015-08-25,106.15
2015-08-26,105.15
2015-08-27,111.35
2015-08-28,115.2
2015-08-31,115.05
2015-09-01,111.1
2015-09-02,108.15
2015-09-03,108.6
2015-09-04,106.1
2015-09-07,106.65
2015-09-08,106.45
2015-09-09,107.9
2015-09-10,107.1
2015-09-11,106.85
2015-09-14,106.2
2015-09-15,106.05
2015-09-16,107.35
2015-09-18,107.05
2015-09-21,108.4
2015-09-22,107.05
2015-09-23,106.15
2015-09-24,106.3
2015-09-28,106.55
2015-09-29,106.8
2015-09-30,106.4
2015-10-01,106.7
2015-10-05,108.3
2015-10-06,115.25
2015-10-07,112.8
2015-10-08,109.35
2015-10-09,109.65
2015-10-12,108.25
2015-10-13,108.4
2015-10-14,108.05
2015-10-15,108.75
2015-10-16,112.15
2015-10-19,114.95
2015-10-20,117.45
2015-10-21,113.55
2015-10-23,109.75
2015-10-26,108.65
2015-10-27,111.05
2015-10-28,109.25
2015-10-29,108.1
2015-10-30,108.4
2015-11-02,108.05
2015-11-03,106.4
2015-11-04,106.85
2015-11-05,105.8
2015-11-06,104.75
2015-11-09,109.2
2015-11-10,109.2
2015-11-11,110.25
2015-11-13,109.75
2015-11-16,109.9
2015-11-17,108.45
2015-11-18,110.55
2015-11-19,112.15
2015-11-20,112.0
2015-11-23,111.35
2015-11-24,111.95
2015-11-26,111.35
2015-11-27,110.9
2015-11-30,109.6
2015-12-01,109.5
2015-12-02,109.6
2015-12-03,108.45
2015-12-04,106.2
2015-12-07,106.25
2015-12-08,103.7
2015-12-09,100.4
2015-12-10,106.45
2015-12-11,104.75
2015-12-14,104.1
2015-12-15,102.8
2015-12-16,102.0
2015-12-17,104.0
2015-12-18,103.3
2015-12-21,105.85
2015-12-22,109.9
2015-12-23,108.45
2015-12-24,109.95
2015-12-28,112.7
2015-12-29,110.0
2015-12-30,111.2
2015-12-31,112.9
