Date,SIMPLEXINF
2015-01-01,363.55
2015-01-02,365.05
2015-01-05,357.5
2015-01-06,343.8
2015-01-07,339.8
2015-01-08,347.7
2015-01-09,340.75
2015-01-12,339.5
2015-01-13,336.0
2015-01-14,335.05
2015-01-15,346.85
2015-01-16,347.2
2015-01-19,345.05
2015-01-20,350.7
2015-01-21,362.05
2015-01-22,368.6
2015-01-23,368.25
2015-01-27,369.4
2015-01-28,373.05
2015-01-29,381.1
2015-01-30,378.25
2015-02-02,375.55
2015-02-03,365.75
2015-02-04,357.6
2015-02-05,357.15
2015-02-06,367.0
2015-02-09,365.85
2015-02-10,367.65
2015-02-11,385.5
2015-02-12,400.2
2015-02-13,404.3
2015-02-16,404.1
2015-02-18,396.4
2015-02-19,396.45
2015-02-20,423.05
2015-02-23,428.1
2015-02-24,415.55
2015-02-25,409.55
2015-02-26,409.05
2015-02-27,421.4
2015-02-28,398.25
2015-03-02,442.0
2015-03-03,486.3
2015-03-04,460.55
2015-03-05,476.45
2015-03-09,471.15
2015-03-10,460.85
2015-03-11,472.3
2015-03-12,478.95
2015-03-13,465.2
2015-03-16,458.8
2015-03-17,450.55
2015-03-18,444.05
2015-03-19,445.7
2015-03-20,435.2
2015-03-23,450.5
2015-03-24,447.95
2015-03-25,445.85
2015-03-26,446.55
2015-03-27,439.15
2015-03-30,467.3
2015-03-31,461.35
2015-04-01,459.05
2015-04-06,449.6
2015-04-07,449.95
2015-04-08,451.15
2015-04-09,450.5
2015-04-10,452.0
2015-04-13,450.15
2015-04-15,450.6
2015-04-16,450.9
2015-04-17,450.05
2015-04-20,452.55
2015-04-21,450.1
2015-04-22,449.8
2015-04-23,448.4
2015-04-24,438.2
2015-04-27,430.25
2015-04-28,427.85
2015-04-29,440.6
2015-04-30,427.9
2015-05-04,430.3
2015-05-05,422.7
2015-05-06,412.7
2015-05-07,417.95
2015-05-08,411.6
2015-05-11,409.05
2015-05-12,399.45
2015-05-13,408.45
2015-05-14,391.55
2015-05-15,395.0
2015-05-18,404.95
2015-05-19,408.75
2015-05-20,406.4
2015-05-21,403.2
2015-05-22,397.25
2015-05-25,402.25
2015-05-26,408.05
2015-05-27,405.4
2015-05-28,392.85
2015-05-29,396.25
2015-06-01,392.65
2015-06-02,383.3
2015-06-03,378.25
2015-06-04,387.95
2015-06-05,389.85
2015-06-08,369.95
2015-06-09,387.8
2015-06-10,398.35
2015-06-11,384.6
2015-06-12,402.1
2015-06-15,394.15
2015-06-16,399.45
2015-06-17,397.05
2015-06-18,397.3
2015-06-19,389.7
2015-06-22,389.3
2015-06-23,386.75
2015-06-24,384.05
2015-06-25,384.65
2015-06-26,379.55
2015-06-29,372.0
2015-06-30,375.05
2015-07-01,400.25
2015-07-02,393.1
2015-07-03,396.15
2015-07-06,393.2
2015-07-07,392.0
2015-07-08,383.6
2015-07-09,384.85
2015-07-10,388.8
2015-07-13,382.1
2015-07-14,381.3
2015-07-15,383.15
2015-07-16,385.4
2015-07-17,378.05
2015-07-20,388.6
2015-07-21,382.1
2015-07-22,388.45
2015-07-23,381.0
2015-07-24,378.75
2015-07-27,376.3
2015-07-28,367.65
2015-07-29,366.1
2015-07-30,382.15
2015-07-31,372.55
2015-08-03,372.65
2015-08-04,362.6
2015-08-05,364.7
2015-08-06,354.3
2015-08-07,364.9
2015-08-10,356.7
2015-08-11,345.0
2015-08-12,336.45
2015-08-13,342.5
2015-08-14,338.5
2015-08-17,323.2
2015-08-18,317.15
2015-08-19,321.1
2015-08-20,327.45
2015-08-21,324.45
2015-08-24,302.35
2015-08-25,291.0
2015-08-26,303.6
2015-08-27,309.55
2015-08-28,304.75
2015-08-31,305.05
2015-09-01,298.6
2015-09-02,289.5
2015-09-03,298.3
2015-09-04,277.95
2015-09-07,264.35
2015-09-08,258.85
2015-09-09,269.6
2015-09-10,278.45
2015-09-11,274.95
2015-09-14,280.25
2015-09-15,276.0
2015-09-16,275.65
2015-09-18,290.3
2015-09-21,274.65
2015-09-22,272.05
2015-09-23,271.0
2015-09-24,271.55
2015-09-28,264.15
2015-09-29,273.0
2015-09-30,290.5
2015-10-01,292.6
2015-10-05,287.45
2015-10-06,306.1
2015-10-07,319.1
2015-10-08,325.75
2015-10-09,333.9
2015-10-12,333.4
2015-10-13,341.2
2015-10-14,345.95
2015-10-15,350.45
2015-10-16,359.1
2015-10-19,346.25
2015-10-20,343.75
2015-10-21,339.65
2015-10-23,344.5
2015-10-26,345.2
2015-10-27,338.55
2015-10-28,334.3
2015-10-29,329.85
2015-10-30,329.4
2015-11-02,328.4
2015-11-03,322.4
2015-11-04,322.1
2015-11-05,312.65
2015-11-06,310.2
2015-11-09,307.55
2015-11-10,312.75
2015-11-11,324.95
2015-11-13,319.2
2015-11-16,319.2
2015-11-17,317.9
2015-11-18,310.95
2015-11-19,320.4
2015-11-20,328.35
2015-11-23,333.4
2015-11-24,330.6
2015-11-26,328.2
2015-11-27,331.9
2015-11-30,332.05
2015-12-01,334.85
2015-12-02,332.85
2015-12-03,327.9
2015-12-04,318.8
2015-12-07,327.7
2015-12-08,324.45
2015-12-09,323.1
2015-12-10,324.7
2015-12-11,310.35
2015-12-14,311.95
2015-12-15,317.25
2015-12-16,316.35
2015-12-17,320.85
2015-12-18,338.15
2015-12-21,338.35
2015-12-22,334.15
2015-12-23,328.6
2015-12-24,321.65
2015-12-28,313.75
2015-12-29,314.45
2015-12-30,313.9
2015-12-31,311.1
