Date,KITEX
2015-01-01,513.65
2015-01-02,552.5
2015-01-05,556.5
2015-01-06,529.9
2015-01-07,542.25
2015-01-08,553.1
2015-01-09,545.6
2015-01-12,583.35
2015-01-13,557.0
2015-01-14,541.5
2015-01-15,541.5
2015-01-16,552.75
2015-01-19,550.1
2015-01-20,555.85
2015-01-21,554.85
2015-01-22,543.85
2015-01-23,534.0
2015-01-27,525.2
2015-01-28,513.35
2015-01-29,531.5
2015-01-30,531.1
2015-02-02,517.35
2015-02-03,517.35
2015-02-04,511.45
2015-02-05,514.7
2015-02-06,498.85
2015-02-09,504.8
2015-02-10,504.6
2015-02-11,512.2
2015-02-12,521.4
2015-02-13,540.55
2015-02-16,550.15
2015-02-18,549.85
2015-02-19,531.85
2015-02-20,527.4
2015-02-23,513.7
2015-02-24,510.45
2015-02-25,510.1
2015-02-26,506.7
2015-02-27,507.6
2015-02-28,509.9
2015-03-02,520.7
2015-03-03,517.8
2015-03-04,516.15
2015-03-05,509.25
2015-03-09,507.2
2015-03-10,501.55
2015-03-11,523.45
2015-03-12,534.9
2015-03-13,528.35
2015-03-16,514.8
2015-03-17,506.8
2015-03-18,520.5
2015-03-19,524.5
2015-03-20,513.3
2015-03-23,515.5
2015-03-24,516.0
2015-03-25,524.65
2015-03-26,520.2
2015-03-27,514.5
2015-03-30,527.45
2015-03-31,534.75
2015-04-01,545.35
2015-04-06,651.75
2015-04-07,663.6
2015-04-08,795.25
2015-04-09,821.75
2015-04-10,802.9
2015-04-13,773.7
2015-04-15,784.55
2015-04-16,774.45
2015-04-17,747.0
2015-04-20,717.9
2015-04-21,756.2
2015-04-22,757.85
2015-04-23,759.75
2015-04-24,733.0
2015-04-27,692.9
2015-04-28,716.0
2015-04-29,745.9
2015-04-30,814.95
2015-05-04,837.7
2015-05-05,825.3
2015-05-06,783.85
2015-05-07,773.1
2015-05-08,806.4
2015-05-11,822.65
2015-05-12,789.25
2015-05-13,791.4
2015-05-14,787.3
2015-05-15,793.35
2015-05-18,805.7
2015-05-19,790.7
2015-05-20,778.0
2015-05-21,775.8
2015-05-22,790.8
2015-05-25,802.5
2015-05-26,819.5
2015-05-27,826.9
2015-05-28,822.45
2015-05-29,930.1
2015-06-01,957.0
2015-06-02,977.7
2015-06-03,877.9
2015-06-04,881.55
2015-06-05,876.05
2015-06-08,881.85
2015-06-09,838.55
2015-06-10,868.3
2015-06-11,887.3
2015-06-12,877.8
2015-06-15,914.7
2015-06-16,916.95
2015-06-17,914.1
2015-06-18,964.05
2015-06-19,1005.75
2015-06-22,997.8
2015-06-23,971.4
2015-06-24,964.55
2015-06-25,967.35
2015-06-26,966.4
2015-06-29,969.9
2015-06-30,997.75
2015-07-01,988.3
2015-07-02,1038.0
2015-07-03,1049.8
2015-07-06,1057.1
2015-07-07,1046.85
2015-07-08,1014.3
2015-07-09,1012.95
2015-07-10,1016.0
2015-07-13,1041.7
2015-07-14,1050.6
2015-07-15,1055.35
2015-07-16,1044.4
2015-07-17,1031.05
2015-07-20,993.9
2015-07-21,883.45
2015-07-22,840.1
2015-07-23,806.9
2015-07-24,827.35
2015-07-27,799.1
2015-07-28,765.65
2015-07-29,758.4
2015-07-30,763.05
2015-07-31,776.1
2015-08-03,800.25
2015-08-04,800.35
2015-08-05,810.05
2015-08-06,801.9
2015-08-07,785.8
2015-08-10,788.55
2015-08-11,770.6
2015-08-12,736.7
2015-08-13,698.25
2015-08-14,727.25
2015-08-17,720.2
2015-08-18,746.1
2015-08-19,755.55
2015-08-20,736.5
2015-08-21,723.3
2015-08-24,649.4
2015-08-25,637.85
2015-08-26,670.4
2015-08-27,683.25
2015-08-28,699.2
2015-08-31,689.9
2015-09-01,665.55
2015-09-02,677.35
2015-09-03,780.65
2015-09-04,755.75
2015-09-07,709.55
2015-09-08,709.1
2015-09-09,723.75
2015-09-10,701.85
2015-09-11,710.1
2015-09-14,710.05
2015-09-15,736.6
2015-09-16,750.55
2015-09-18,771.1
2015-09-21,789.75
2015-09-22,792.85
2015-09-23,801.6
2015-09-24,811.45
2015-09-28,843.9
2015-09-29,837.95
2015-09-30,846.85
2015-10-01,841.15
2015-10-05,847.55
2015-10-06,833.55
2015-10-07,833.8
2015-10-08,813.0
2015-10-09,815.5
2015-10-12,816.9
2015-10-13,820.75
2015-10-14,808.45
2015-10-15,820.95
2015-10-16,818.65
2015-10-19,821.7
2015-10-20,801.0
2015-10-21,770.55
2015-10-23,747.05
2015-10-26,720.05
2015-10-27,742.9
2015-10-28,734.2
2015-10-29,726.35
2015-10-30,717.25
2015-11-02,700.75
2015-11-03,702.45
2015-11-04,695.35
2015-11-05,691.25
2015-11-06,681.15
2015-11-09,694.0
2015-11-10,714.35
2015-11-11,719.25
2015-11-13,708.5
2015-11-16,693.6
2015-11-17,692.8
2015-11-18,695.75
2015-11-19,707.85
2015-11-20,698.7
2015-11-23,700.55
2015-11-24,695.35
2015-11-26,698.55
2015-11-27,696.55
2015-11-30,697.75
2015-12-01,694.2
2015-12-02,689.95
2015-12-03,699.35
2015-12-04,690.35
2015-12-07,689.05
2015-12-08,680.25
2015-12-09,668.65
2015-12-10,670.3
2015-12-11,650.45
2015-12-14,640.25
2015-12-15,646.95
2015-12-16,681.2
2015-12-17,707.65
2015-12-18,700.35
2015-12-21,703.3
2015-12-22,713.85
2015-12-23,722.95
2015-12-24,729.95
2015-12-28,725.45
2015-12-29,717.7
2015-12-30,708.15
2015-12-31,715.25
