Date,LEEL
2015-01-01,122.25
2015-01-02,119.75
2015-01-05,134.75
2015-01-06,129.0
2015-01-07,127.55
2015-01-08,136.1
2015-01-09,144.2
2015-01-12,148.6
2015-01-13,142.65
2015-01-14,140.0
2015-01-15,141.95
2015-01-16,151.0
2015-01-19,156.8
2015-01-20,153.0
2015-01-21,153.65
2015-01-22,154.8
2015-01-23,149.25
2015-01-27,150.6
2015-01-28,151.25
2015-01-29,137.8
2015-01-30,136.95
2015-02-02,138.4
2015-02-03,135.2
2015-02-04,133.85
2015-02-05,134.15
2015-02-06,132.3
2015-02-09,127.35
2015-02-10,125.55
2015-02-11,129.1
2015-02-12,134.15
2015-02-13,134.2
2015-02-16,132.95
2015-02-18,133.65
2015-02-19,131.8
2015-02-20,132.55
2015-02-23,134.75
2015-02-24,131.55
2015-02-25,132.2
2015-02-26,134.35
2015-02-27,141.1
2015-02-28,139.2
2015-03-02,144.95
2015-03-03,156.05
2015-03-04,151.45
2015-03-05,161.85
2015-03-09,158.7
2015-03-10,162.9
2015-03-11,161.0
2015-03-12,159.65
2015-03-13,154.35
2015-03-16,161.55
2015-03-17,171.4
2015-03-18,178.1
2015-03-19,184.9
2015-03-20,176.75
2015-03-23,171.7
2015-03-24,174.3
2015-03-25,183.05
2015-03-26,182.8
2015-03-27,175.5
2015-03-30,184.65
2015-03-31,193.05
2015-04-01,210.0
2015-04-06,228.55
2015-04-07,235.7
2015-04-08,241.6
2015-04-09,228.2
2015-04-10,229.45
2015-04-13,233.2
2015-04-15,228.05
2015-04-16,225.0
2015-04-17,216.9
2015-04-20,208.8
2015-04-21,220.95
2015-04-22,216.9
2015-04-23,213.85
2015-04-24,198.0
2015-04-27,177.6
2015-04-28,194.0
2015-04-29,193.3
2015-04-30,195.0
2015-05-04,198.95
2015-05-05,190.75
2015-05-06,183.6
2015-05-07,173.8
2015-05-08,181.15
2015-05-11,184.35
2015-05-12,176.5
2015-05-13,178.05
2015-05-14,178.65
2015-05-15,190.65
2015-05-18,203.5
2015-05-19,198.95
2015-05-20,197.7
2015-05-21,197.4
2015-05-22,197.05
2015-05-25,196.75
2015-05-26,197.95
2015-05-27,199.0
2015-05-28,194.8
2015-05-29,213.0
2015-06-01,215.15
2015-06-02,203.35
2015-06-03,198.65
2015-06-04,195.55
2015-06-05,193.8
2015-06-08,192.0
2015-06-09,183.4
2015-06-10,189.4
2015-06-11,187.4
2015-06-12,185.0
2015-06-15,189.45
2015-06-16,188.65
2015-06-17,191.7
2015-06-18,188.6
2015-06-19,191.9
2015-06-22,199.85
2015-06-23,201.75
2015-06-24,195.8
2015-06-25,196.85
2015-06-26,192.85
2015-06-29,187.2
2015-06-30,186.75
2015-07-01,193.15
2015-07-02,209.0
2015-07-03,204.6
2015-07-06,210.2
2015-07-07,211.05
2015-07-08,239.25
2015-07-09,224.75
2015-07-10,234.45
2015-07-13,249.4
2015-07-14,243.3
2015-07-15,240.45
2015-07-16,245.9
2015-07-17,232.1
2015-07-20,217.95
2015-07-21,214.2
2015-07-22,224.7
2015-07-23,228.6
2015-07-24,237.25
2015-07-27,242.5
2015-07-28,242.5
2015-07-29,240.15
2015-07-30,237.2
2015-07-31,244.4
2015-08-03,259.35
2015-08-04,259.75
2015-08-05,258.05
2015-08-06,260.95
2015-08-07,257.7
2015-08-10,269.5
2015-08-11,262.5
2015-08-12,243.45
2015-08-13,238.6
2015-08-14,253.5
2015-08-17,248.35
2015-08-18,246.75
2015-08-19,240.3
2015-08-20,231.6
2015-08-21,224.4
2015-08-24,185.05
2015-08-25,201.0
2015-08-26,195.85
2015-08-27,208.3
2015-08-28,212.5
2015-08-31,208.2
2015-09-01,193.95
2015-09-02,197.9
2015-09-03,198.85
2015-09-04,188.8
2015-09-07,181.85
2015-09-08,188.9
2015-09-09,193.3
2015-09-10,190.1
2015-09-11,192.4
2015-09-14,193.2
2015-09-15,190.3
2015-09-16,191.6
2015-09-18,196.1
2015-09-21,197.5
2015-09-22,195.15
2015-09-23,195.35
2015-09-24,191.9
2015-09-28,187.95
2015-09-29,188.2
2015-09-30,194.75
2015-10-01,192.3
2015-10-05,209.2
2015-10-06,208.4
2015-10-07,209.3
2015-10-08,204.7
2015-10-09,203.2
2015-10-12,199.9
2015-10-13,207.65
2015-10-14,243.35
2015-10-15,248.75
2015-10-16,243.6
2015-10-19,238.85
2015-10-20,239.95
2015-10-21,243.9
2015-10-23,259.5
2015-10-26,257.35
2015-10-27,250.7
2015-10-28,250.1
2015-10-29,259.2
2015-10-30,255.1
2015-11-02,253.3
2015-11-03,257.95
2015-11-04,273.35
2015-11-05,259.45
2015-11-06,260.4
2015-11-09,271.85
2015-11-10,262.1
2015-11-11,267.25
2015-11-13,260.5
2015-11-16,263.25
2015-11-17,259.7
2015-11-18,255.85
2015-11-19,255.4
2015-11-20,258.8
2015-11-23,260.7
2015-11-24,266.55
2015-11-26,270.8
2015-11-27,289.95
2015-11-30,292.0
2015-12-01,286.7
2015-12-02,291.7
2015-12-03,301.75
2015-12-04,300.4
2015-12-07,300.05
2015-12-08,299.5
2015-12-09,282.1
2015-12-10,291.9
2015-12-11,292.45
2015-12-14,296.35
2015-12-15,293.65
2015-12-16,288.4
2015-12-17,293.05
2015-12-18,307.25
2015-12-21,318.1
2015-12-22,307.1
2015-12-23,305.4
2015-12-24,307.4
2015-12-28,307.7
2015-12-29,298.3
2015-12-30,294.95
2015-12-31,300.5
