Date,TECHNOFAB
2015-01-01,134.8
2015-01-02,140.35
2015-01-05,137.0
2015-01-06,133.0
2015-01-07,132.0
2015-01-08,133.2
2015-01-09,130.1
2015-01-12,130.8
2015-01-13,130.25
2015-01-14,130.55
2015-01-15,135.55
2015-01-16,135.25
2015-01-19,145.65
2015-01-20,143.8
2015-01-21,145.15
2015-01-22,142.25
2015-01-23,138.65
2015-01-27,141.45
2015-01-28,139.4
2015-01-29,135.4
2015-01-30,135.45
2015-02-02,139.35
2015-02-03,139.45
2015-02-04,135.65
2015-02-05,137.0
2015-02-06,132.0
2015-02-09,132.75
2015-02-10,135.5
2015-02-11,133.15
2015-02-12,133.05
2015-02-13,133.45
2015-02-16,135.15
2015-02-18,134.95
2015-02-19,133.8
2015-02-20,134.0
2015-02-23,160.8
2015-02-24,167.9
2015-02-25,171.15
2015-02-26,171.4
2015-02-27,166.55
2015-02-28,166.25
2015-03-02,169.35
2015-03-03,169.2
2015-03-04,182.45
2015-03-05,200.3
2015-03-09,202.8
2015-03-10,196.65
2015-03-11,190.45
2015-03-12,192.7
2015-03-13,184.85
2015-03-16,185.2
2015-03-17,182.85
2015-03-18,181.0
2015-03-19,175.7
2015-03-20,172.15
2015-03-23,171.55
2015-03-24,169.25
2015-03-25,170.15
2015-03-26,166.8
2015-03-27,170.15
2015-03-30,173.15
2015-03-31,170.1
2015-04-01,171.1
2015-04-06,181.45
2015-04-07,186.05
2015-04-08,183.65
2015-04-09,175.25
2015-04-10,177.55
2015-04-13,178.3
2015-04-15,178.15
2015-04-16,177.6
2015-04-17,175.75
2015-04-20,178.6
2015-04-21,174.9
2015-04-22,173.3
2015-04-23,173.2
2015-04-24,165.65
2015-04-27,169.5
2015-04-28,163.7
2015-04-29,165.25
2015-04-30,165.45
2015-05-04,167.55
2015-05-05,165.25
2015-05-06,164.0
2015-05-07,162.4
2015-05-08,163.35
2015-05-11,169.0
2015-05-12,160.2
2015-05-13,162.5
2015-05-14,161.05
2015-05-15,163.75
2015-05-18,165.25
2015-05-19,163.45
2015-05-20,163.45
2015-05-21,166.65
2015-05-22,166.3
2015-05-25,167.2
2015-05-26,163.9
2015-05-27,161.95
2015-05-28,164.75
2015-05-29,161.95
2015-06-01,163.0
2015-06-02,168.3
2015-06-03,160.5
2015-06-04,161.2
2015-06-05,162.4
2015-06-08,161.0
2015-06-09,160.45
2015-06-10,159.05
2015-06-11,161.55
2015-06-12,160.05
2015-06-15,160.05
2015-06-16,160.8
2015-06-17,157.15
2015-06-18,159.4
2015-06-19,164.3
2015-06-22,172.1
2015-06-23,172.85
2015-06-24,167.2
2015-06-25,165.45
2015-06-26,170.0
2015-06-29,166.05
2015-06-30,167.5
2015-07-01,168.05
2015-07-02,169.55
2015-07-03,169.85
2015-07-06,175.0
2015-07-07,175.1
2015-07-08,175.85
2015-07-09,188.9
2015-07-10,186.85
2015-07-13,189.0
2015-07-14,189.95
2015-07-15,190.1
2015-07-16,191.15
2015-07-17,190.8
2015-07-20,196.55
2015-07-21,193.05
2015-07-22,193.6
2015-07-23,199.2
2015-07-24,199.5
2015-07-27,190.65
2015-07-28,191.05
2015-07-29,195.65
2015-07-30,200.8
2015-07-31,200.75
2015-08-03,200.65
2015-08-04,200.8
2015-08-05,199.6
2015-08-06,199.45
2015-08-07,196.4
2015-08-10,194.0
2015-08-11,191.1
2015-08-12,181.35
2015-08-13,154.6
2015-08-14,159.2
2015-08-17,165.65
2015-08-18,164.6
2015-08-19,163.75
2015-08-20,160.65
2015-08-21,156.4
2015-08-24,146.5
2015-08-25,148.8
2015-08-26,150.5
2015-08-27,154.15
2015-08-28,147.8
2015-08-31,149.7
2015-09-01,148.0
2015-09-02,148.85
2015-09-03,148.5
2015-09-04,149.0
2015-09-07,139.15
2015-09-08,133.65
2015-09-09,134.9
2015-09-10,134.45
2015-09-11,131.05
2015-09-14,139.0
2015-09-15,141.5
2015-09-16,138.0
2015-09-18,142.65
2015-09-21,146.3
2015-09-22,137.75
2015-09-23,142.0
2015-09-24,137.05
2015-09-28,136.6
2015-09-29,139.15
2015-09-30,142.85
2015-10-01,149.05
2015-10-05,145.05
2015-10-06,148.8
2015-10-07,146.5
2015-10-08,143.2
2015-10-09,144.0
2015-10-12,147.4
2015-10-13,149.0
2015-10-14,150.05
2015-10-15,154.0
2015-10-16,153.75
2015-10-19,155.4
2015-10-20,156.15
2015-10-21,154.25
2015-10-23,154.9
2015-10-26,151.0
2015-10-27,151.05
2015-10-28,150.0
2015-10-29,150.0
2015-10-30,151.35
2015-11-02,148.75
2015-11-03,150.5
2015-11-04,152.0
2015-11-05,145.8
2015-11-06,147.85
2015-11-09,141.05
2015-11-10,159.3
2015-11-11,168.2
2015-11-13,163.35
2015-11-16,161.35
2015-11-17,154.95
2015-11-18,153.35
2015-11-19,151.9
2015-11-20,163.3
2015-11-23,160.0
2015-11-24,160.4
2015-11-26,163.85
2015-11-27,164.6
2015-11-30,158.45
2015-12-01,164.95
2015-12-02,174.95
2015-12-03,169.75
2015-12-04,166.1
2015-12-07,171.95
2015-12-08,168.0
2015-12-09,164.1
2015-12-10,166.0
2015-12-11,162.6
2015-12-14,160.95
2015-12-15,160.9
2015-12-16,161.05
2015-12-17,166.45
2015-12-18,183.75
2015-12-21,180.5
2015-12-22,181.45
2015-12-23,178.6
2015-12-24,181.3
2015-12-28,183.85
2015-12-29,182.65
2015-12-30,181.05
2015-12-31,179.5
