Date,FOSECOIND
2015-01-01,1234.6
2015-01-02,1232.25
2015-01-05,1228.1
2015-01-06,1216.2
2015-01-07,1205.5
2015-01-08,1219.9
2015-01-09,1210.05
2015-01-12,1213.65
2015-01-13,1208.35
2015-01-14,1207.8
2015-01-15,1211.8
2015-01-16,1276.35
2015-01-19,1255.65
2015-01-20,1254.35
2015-01-21,1211.4
2015-01-22,1212.95
2015-01-23,1165.25
2015-01-27,1231.95
2015-01-28,1298.05
2015-01-29,1269.45
2015-01-30,1287.15
2015-02-02,1264.9
2015-02-03,1243.75
2015-02-04,1243.9
2015-02-05,1259.1
2015-02-06,1254.65
2015-02-09,1229.1
2015-02-10,1209.4
2015-02-11,1234.2
2015-02-12,1272.55
2015-02-13,1251.25
2015-02-16,1246.35
2015-02-18,1247.6
2015-02-19,1250.25
2015-02-20,1235.25
2015-02-23,1250.2
2015-02-24,1230.75
2015-02-25,1215.0
2015-02-26,1210.1
2015-02-27,1193.3
2015-02-28,1200.7
2015-03-02,1200.15
2015-03-03,1190.85
2015-03-04,1204.05
2015-03-05,1203.2
2015-03-09,1235.3
2015-03-10,1241.3
2015-03-11,1225.5
2015-03-12,1253.0
2015-03-13,1230.2
2015-03-16,1190.35
2015-03-17,1209.65
2015-03-18,1201.1
2015-03-19,1188.1
2015-03-20,1152.6
2015-03-23,1110.6
2015-03-24,1088.85
2015-03-25,1053.0
2015-03-26,1096.25
2015-03-27,1069.15
2015-03-30,1115.1
2015-03-31,1083.75
2015-04-01,1107.9
2015-04-06,1131.05
2015-04-07,1112.95
2015-04-08,1126.4
2015-04-09,1126.5
2015-04-10,1151.05
2015-04-13,1289.05
2015-04-15,1302.35
2015-04-16,1283.95
2015-04-17,1265.9
2015-04-20,1242.25
2015-04-21,1240.2
2015-04-22,1212.3
2015-04-23,1216.6
2015-04-24,1194.75
2015-04-27,1173.8
2015-04-28,1182.55
2015-04-29,1150.9
2015-04-30,1153.3
2015-05-04,1160.5
2015-05-05,1174.7
2015-05-06,1152.5
2015-05-07,1136.75
2015-05-08,1140.8
2015-05-11,1135.85
2015-05-12,1133.2
2015-05-13,1127.4
2015-05-14,1130.8
2015-05-15,1151.8
2015-05-18,1162.75
2015-05-19,1163.65
2015-05-20,1150.3
2015-05-21,1194.3
2015-05-22,1182.85
2015-05-25,1173.2
2015-05-26,1174.45
2015-05-27,1128.45
2015-05-28,1131.1
2015-05-29,1146.1
2015-06-01,1132.6
2015-06-02,1140.0
2015-06-03,1110.0
2015-06-04,1107.7
2015-06-05,1118.0
2015-06-08,1067.05
2015-06-09,1095.1
2015-06-10,1118.95
2015-06-11,1085.5
2015-06-12,1109.9
2015-06-15,1089.9
2015-06-16,1102.7
2015-06-17,1100.6
2015-06-18,1104.35
2015-06-19,1109.45
2015-06-22,1149.7
2015-06-23,1169.7
2015-06-24,1191.1
2015-06-25,1192.15
2015-06-26,1177.0
2015-06-29,1136.45
2015-06-30,1145.5
2015-07-01,1159.95
2015-07-02,1144.95
2015-07-03,1155.9
2015-07-06,1157.95
2015-07-07,1195.75
2015-07-08,1186.8
2015-07-09,1186.3
2015-07-10,1179.05
2015-07-13,1199.15
2015-07-14,1190.0
2015-07-15,1196.95
2015-07-16,1227.95
2015-07-17,1250.95
2015-07-20,1272.4
2015-07-21,1277.1
2015-07-22,1269.45
2015-07-23,1395.9
2015-07-24,1440.5
2015-07-27,1518.75
2015-07-28,1502.75
2015-07-29,1501.15
2015-07-30,1496.75
2015-07-31,1474.2
2015-08-03,1517.15
2015-08-04,1489.0
2015-08-05,1478.05
