Date,USHERAGRO
2015-01-01,49.65
2015-01-02,50.85
2015-01-05,50.85
2015-01-06,48.4
2015-01-07,47.75
2015-01-08,49.3
2015-01-09,48.65
2015-01-12,48.9
2015-01-13,49.0
2015-01-14,48.8
2015-01-15,49.3
2015-01-16,49.05
2015-01-19,49.85
2015-01-20,50.2
2015-01-21,52.75
2015-01-22,52.5
2015-01-23,54.0
2015-01-27,52.55
2015-01-28,52.35
2015-01-29,51.65
2015-01-30,50.8
2015-02-02,50.3
2015-02-03,49.75
2015-02-04,50.15
2015-02-05,48.7
2015-02-06,47.45
2015-02-09,46.1
2015-02-10,46.55
2015-02-11,47.5
2015-02-12,48.95
2015-02-13,49.6
2015-02-16,53.25
2015-02-18,52.9
2015-02-19,51.7
2015-02-20,51.95
2015-02-23,51.05
2015-02-24,48.9
2015-02-25,49.1
2015-02-26,48.35
2015-02-27,48.8
2015-02-28,48.85
2015-03-02,48.65
2015-03-03,48.25
2015-03-04,47.95
2015-03-05,48.15
2015-03-09,48.15
2015-03-10,47.45
2015-03-11,47.9
2015-03-12,47.3
2015-03-13,46.45
2015-03-16,46.2
2015-03-17,46.15
2015-03-18,45.8
2015-03-19,44.65
2015-03-20,43.4
2015-03-23,42.5
2015-03-24,43.15
2015-03-25,42.3
2015-03-26,41.6
2015-03-27,40.0
2015-03-30,41.8
2015-03-31,43.3
2015-04-01,46.55
2015-04-06,47.75
2015-04-07,47.95
2015-04-08,48.05
2015-04-09,48.0
2015-04-10,47.9
2015-04-13,48.35
2015-04-15,50.4
2015-04-16,51.6
2015-04-17,49.15
2015-04-20,46.85
2015-04-21,47.55
2015-04-22,47.3
2015-04-23,46.95
2015-04-24,45.75
2015-04-27,44.85
2015-04-28,48.0
2015-04-29,47.75
2015-04-30,46.4
2015-05-04,47.65
2015-05-05,48.2
2015-05-06,45.9
2015-05-07,44.05
2015-05-08,45.05
2015-05-11,46.85
2015-05-12,45.05
2015-05-13,45.8
2015-05-14,46.05
2015-05-15,45.35
2015-05-18,45.4
2015-05-19,45.75
2015-05-20,45.7
2015-05-21,48.5
2015-05-22,47.3
2015-05-25,49.75
2015-05-26,49.05
2015-05-27,49.5
2015-05-28,49.2
2015-05-29,49.55
2015-06-01,40.85
2015-06-02,41.15
2015-06-03,39.0
2015-06-04,37.8
2015-06-05,37.35
2015-06-08,36.5
2015-06-09,34.8
2015-06-10,34.75
2015-06-11,33.5
2015-06-12,31.1
2015-06-15,31.15
2015-06-16,31.15
2015-06-17,35.15
2015-06-18,36.05
2015-06-19,35.25
2015-06-22,36.4
2015-06-23,35.85
2015-06-24,35.35
2015-06-25,34.7
2015-06-26,34.95
2015-06-29,34.5
2015-06-30,34.3
2015-07-01,34.6
2015-07-02,34.5
2015-07-03,35.1
2015-07-06,34.85
2015-07-07,36.65
2015-07-08,36.25
2015-07-09,36.4
2015-07-10,36.25
2015-07-13,36.4
2015-07-14,36.0
2015-07-15,36.35
2015-07-16,36.7
2015-07-17,36.45
2015-07-20,37.1
2015-07-21,36.85
2015-07-22,36.8
2015-07-23,36.55
2015-07-24,36.8
2015-07-27,36.45
2015-07-28,36.55
2015-07-29,36.75
2015-07-30,37.35
2015-07-31,39.5
2015-08-03,39.1
2015-08-04,39.2
2015-08-05,41.05
2015-08-06,40.6
2015-08-07,43.4
2015-08-10,44.5
2015-08-11,41.85
2015-08-12,40.35
2015-08-13,41.5
2015-08-14,43.6
2015-08-17,43.2
2015-08-18,43.45
2015-08-19,43.9
2015-08-20,43.0
2015-08-21,42.35
2015-08-24,37.35
2015-08-25,37.25
2015-08-26,37.55
2015-08-27,37.9
2015-08-28,37.95
2015-08-31,38.1
2015-09-01,36.35
2015-09-02,36.5
2015-09-03,36.3
2015-09-04,34.95
2015-09-07,33.35
2015-09-08,35.25
2015-09-09,35.85
2015-09-10,35.9
2015-09-11,35.9
2015-09-14,36.85
2015-09-15,37.35
2015-09-16,36.8
2015-09-18,36.7
2015-09-21,37.15
2015-09-22,36.75
2015-09-23,37.35
2015-09-24,37.25
2015-09-28,36.85
2015-09-29,36.85
2015-09-30,37.0
2015-10-01,36.55
2015-10-05,37.05
2015-10-06,36.95
2015-10-07,38.1
2015-10-08,37.45
2015-10-09,37.35
2015-10-12,37.8
2015-10-13,40.7
2015-10-14,41.3
2015-10-15,41.65
2015-10-16,44.7
2015-10-19,43.3
2015-10-20,43.5
2015-10-21,46.35
2015-10-23,47.75
2015-10-26,46.1
2015-10-27,44.7
2015-10-28,44.0
2015-10-29,43.9
2015-10-30,43.3
2015-11-02,42.75
2015-11-03,44.05
2015-11-04,43.2
2015-11-05,42.0
2015-11-06,42.0
2015-11-09,36.8
2015-11-10,36.7
2015-11-11,37.35
2015-11-13,35.65
2015-11-16,37.6
2015-11-17,37.95
2015-11-18,37.05
2015-11-19,37.95
2015-11-20,37.95
2015-11-23,37.85
2015-11-24,38.95
2015-11-26,39.85
2015-11-27,39.25
2015-11-30,38.5
2015-12-01,39.15
2015-12-02,38.25
2015-12-03,40.2
2015-12-04,40.8
2015-12-07,40.2
2015-12-08,39.65
2015-12-09,37.55
2015-12-10,38.35
2015-12-11,37.8
2015-12-14,38.25
2015-12-15,37.55
2015-12-16,38.1
2015-12-17,38.05
2015-12-18,37.55
2015-12-21,37.35
2015-12-22,37.3
2015-12-23,38.0
2015-12-24,45.6
2015-12-28,46.1
2015-12-29,44.75
2015-12-30,44.05
2015-12-31,43.7
