Date,ICICIBANK
2015-01-01,352.3
2015-01-02,362.3
2015-01-05,363.05
2015-01-06,347.65
2015-01-07,338.25
2015-01-08,347.45
2015-01-09,341.85
2015-01-12,346.55
2015-01-13,340.9
2015-01-14,336.9
2015-01-15,352.85
2015-01-16,353.85
2015-01-19,360.8
2015-01-20,367.75
2015-01-21,368.45
2015-01-22,369.8
2015-01-23,370.7
2015-01-27,383.5
2015-01-28,384.05
2015-01-29,380.3
2015-01-30,360.7
2015-02-02,351.85
2015-02-03,346.6
2015-02-04,344.65
2015-02-05,335.6
2015-02-06,329.35
2015-02-09,320.05
2015-02-10,331.05
2015-02-11,334.7
2015-02-12,339.15
2015-02-13,343.85
2015-02-16,338.05
2015-02-18,342.4
2015-02-19,338.55
2015-02-20,330.95
2015-02-23,329.0
2015-02-24,326.05
2015-02-25,322.5
2015-02-26,321.3
2015-02-27,335.25
2015-02-28,346.15
2015-03-02,349.05
2015-03-03,348.65
2015-03-04,349.35
2015-03-05,347.75
2015-03-09,332.8
2015-03-10,333.65
2015-03-11,332.65
2015-03-12,338.2
2015-03-13,330.2
2015-03-16,331.45
2015-03-17,334.85
2015-03-18,334.8
2015-03-19,330.2
2015-03-20,318.6
2015-03-23,313.8
2015-03-24,311.9
2015-03-25,316.9
2015-03-26,307.95
2015-03-27,314.55
2015-03-30,318.7
2015-03-31,315.5
2015-04-01,323.15
2015-04-06,321.25
2015-04-07,317.4
2015-04-08,315.1
2015-04-09,320.6
2015-04-10,318.3
2015-04-13,316.9
2015-04-15,315.0
2015-04-16,312.5
2015-04-17,310.1
2015-04-20,311.15
2015-04-21,310.85
2015-04-22,312.95
2015-04-23,311.85
2015-04-24,308.25
2015-04-27,302.3
2015-04-28,326.85
2015-04-29,330.15
2015-04-30,331.15
2015-05-04,329.3
2015-05-05,328.45
2015-05-06,312.15
2015-05-07,304.6
2015-05-08,317.0
2015-05-11,323.5
2015-05-12,308.2
2015-05-13,317.65
2015-05-14,314.95
2015-05-15,312.35
2015-05-18,316.25
2015-05-19,315.35
2015-05-20,318.75
2015-05-21,313.55
2015-05-22,313.6
2015-05-25,312.15
2015-05-26,309.7
2015-05-27,313.15
2015-05-28,314.5
2015-05-29,317.25
2015-06-01,316.45
2015-06-02,304.5
2015-06-03,295.75
2015-06-04,290.1
2015-06-05,284.1
2015-06-08,283.15
2015-06-09,287.1
2015-06-10,292.5
2015-06-11,288.5
2015-06-12,295.95
2015-06-15,299.2
2015-06-16,302.05
2015-06-17,301.35
2015-06-18,303.35
2015-06-19,304.55
2015-06-22,315.05
2015-06-23,313.5
2015-06-24,317.75
2015-06-25,314.8
2015-06-26,311.7
2015-06-29,311.2
2015-06-30,308.0
2015-07-01,312.2
2015-07-02,313.0
2015-07-03,314.55
2015-07-06,315.15
2015-07-07,312.6
2015-07-08,307.55
2015-07-09,309.5
2015-07-10,313.15
2015-07-13,316.4
2015-07-14,313.45
2015-07-15,314.65
2015-07-16,317.1
2015-07-17,317.45
2015-07-20,315.8
2015-07-21,311.45
2015-07-22,316.8
2015-07-23,312.9
2015-07-24,300.6
2015-07-27,291.1
2015-07-28,285.0
2015-07-29,289.25
2015-07-30,291.0
2015-07-31,302.4
2015-08-03,312.9
2015-08-04,314.05
2015-08-05,311.35
2015-08-06,311.05
2015-08-07,310.15
2015-08-10,309.6
2015-08-11,302.25
2015-08-12,291.65
2015-08-13,291.9
2015-08-14,302.6
2015-08-17,302.9
2015-08-18,301.1
2015-08-19,304.5
2015-08-20,298.25
2015-08-21,296.5
2015-08-24,269.95
2015-08-25,283.5
2015-08-26,278.05
2015-08-27,282.45
2015-08-28,283.7
2015-08-31,277.9
2015-09-01,270.95
2015-09-02,264.85
2015-09-03,266.85
2015-09-04,257.75
2015-09-07,249.1
2015-09-08,260.8
2015-09-09,264.55
2015-09-10,267.4
2015-09-11,267.55
2015-09-14,272.4
2015-09-15,268.9
2015-09-16,272.85
2015-09-18,277.85
2015-09-21,279.3
2015-09-22,270.55
2015-09-23,273.35
2015-09-24,268.3
2015-09-28,268.1
2015-09-29,269.0
2015-09-30,270.35
2015-10-01,267.1
2015-10-05,280.95
2015-10-06,282.75
2015-10-07,283.0
2015-10-08,278.45
2015-10-09,286.1
2015-10-12,287.6
2015-10-13,287.45
2015-10-14,282.9
2015-10-15,286.35
2015-10-16,290.05
2015-10-19,287.2
2015-10-20,286.2
2015-10-21,282.7
2015-10-23,286.25
2015-10-26,285.35
2015-10-27,283.7
2015-10-28,271.2
2015-10-29,271.45
2015-10-30,277.0
2015-11-02,279.55
2015-11-03,279.45
2015-11-04,273.35
2015-11-05,270.05
2015-11-06,267.1
2015-11-09,263.15
2015-11-10,262.8
2015-11-11,263.75
2015-11-13,261.75
2015-11-16,267.25
2015-11-17,267.85
2015-11-18,260.45
2015-11-19,266.4
2015-11-20,264.95
2015-11-23,265.95
2015-11-24,263.35
2015-11-26,264.0
2015-11-27,270.05
2015-11-30,274.75
2015-12-01,273.9
2015-12-02,270.4
2015-12-03,265.8
2015-12-04,261.45
2015-12-07,263.05
2015-12-08,261.45
2015-12-09,259.45
2015-12-10,258.95
2015-12-11,249.3
2015-12-14,249.0
2015-12-15,246.4
2015-12-16,252.05
2015-12-17,253.15
2015-12-18,250.1
2015-12-21,258.2
2015-12-22,259.55
2015-12-23,261.85
2015-12-24,257.95
2015-12-28,264.05
2015-12-29,264.75
2015-12-30,262.35
2015-12-31,261.35
