Date,TCS
2015-01-01,2545.55
2015-01-02,2579.45
2015-01-05,2540.25
2015-01-06,2446.6
2015-01-07,2417.7
2015-01-08,2443.8
2015-01-09,2512.3
2015-01-12,2509.7
2015-01-13,2497.9
2015-01-14,2521.95
2015-01-15,2539.1
2015-01-16,2532.15
2015-01-19,2511.0
2015-01-20,2500.45
2015-01-21,2513.8
2015-01-22,2513.55
2015-01-23,2503.6
2015-01-27,2502.05
2015-01-28,2539.6
2015-01-29,2544.65
2015-01-30,2482.05
2015-02-02,2514.2
2015-02-03,2558.25
2015-02-04,2514.3
2015-02-05,2552.4
2015-02-06,2575.75
2015-02-09,2512.9
2015-02-10,2441.15
2015-02-11,2459.9
2015-02-12,2462.15
2015-02-13,2538.75
2015-02-16,2584.8
2015-02-18,2635.65
2015-02-19,2681.05
2015-02-20,2675.55
2015-02-23,2696.65
2015-02-24,2704.75
2015-02-25,2672.2
2015-02-26,2656.45
2015-02-27,2662.35
2015-02-28,2675.25
2015-03-02,2669.4
2015-03-03,2776.0
2015-03-04,2746.0
2015-03-05,2696.45
2015-03-09,2646.8
2015-03-10,2642.7
2015-03-11,2606.55
2015-03-12,2619.05
2015-03-13,2582.35
2015-03-16,2562.3
2015-03-17,2583.7
2015-03-18,2559.35
2015-03-19,2596.25
2015-03-20,2610.95
2015-03-23,2617.15
2015-03-24,2591.3
2015-03-25,2573.75
2015-03-26,2513.1
2015-03-27,2514.8
2015-03-30,2564.15
2015-03-31,2553.95
2015-04-01,2542.65
2015-04-06,2547.3
2015-04-07,2585.0
2015-04-08,2641.4
2015-04-09,2664.55
2015-04-10,2653.75
2015-04-13,2655.5
2015-04-15,2627.75
2015-04-16,2582.8
2015-04-17,2474.85
2015-04-20,2428.8
2015-04-21,2427.05
2015-04-22,2445.1
2015-04-23,2457.25
2015-04-24,2493.05
2015-04-27,2500.2
2015-04-28,2495.0
2015-04-29,2487.3
2015-04-30,2463.7
2015-05-04,2481.55
2015-05-05,2517.85
2015-05-06,2463.05
2015-05-07,2545.25
2015-05-08,2527.25
2015-05-11,2556.0
2015-05-12,2522.9
2015-05-13,2515.4
