Date,SRTRANSFIN
2015-01-01,1102.35
2015-01-02,1106.1
2015-01-05,1071.6
2015-01-06,1045.45
2015-01-07,1040.0
2015-01-08,1053.4
2015-01-09,1061.1
2015-01-12,1040.85
2015-01-13,1039.5
2015-01-14,1034.2
2015-01-15,1110.85
2015-01-16,1165.1
2015-01-19,1142.6
2015-01-20,1124.3
2015-01-21,1106.45
2015-01-22,1122.85
2015-01-23,1095.45
2015-01-27,1101.65
2015-01-28,1158.85
2015-01-29,1159.9
2015-01-30,1142.35
2015-02-02,1158.9
2015-02-03,1173.1
2015-02-04,1140.85
2015-02-05,1157.15
2015-02-06,1140.1
2015-02-09,1147.5
2015-02-10,1146.25
2015-02-11,1158.85
2015-02-12,1212.15
2015-02-13,1260.0
2015-02-16,1221.4
2015-02-18,1250.7
2015-02-19,1227.8
2015-02-20,1214.35
2015-02-23,1210.5
2015-02-24,1160.3
2015-02-25,1180.2
2015-02-26,1170.6
2015-02-27,1157.3
2015-02-28,1219.4
2015-03-02,1216.05
2015-03-03,1240.3
2015-03-04,1209.25
2015-03-05,1188.15
2015-03-09,1195.0
2015-03-10,1191.85
2015-03-11,1166.6
2015-03-12,1205.6
2015-03-13,1188.0
2015-03-16,1147.65
2015-03-17,1177.55
2015-03-18,1178.35
2015-03-19,1185.5
2015-03-20,1192.55
2015-03-23,1200.45
2015-03-24,1160.75
2015-03-25,1119.9
2015-03-26,1095.1
2015-03-27,1083.4
2015-03-30,1120.35
2015-03-31,1114.35
2015-04-01,1148.8
2015-04-06,1160.3
2015-04-07,1187.05
2015-04-08,1161.95
2015-04-09,1157.0
2015-04-10,1136.35
2015-04-13,1144.1
2015-04-15,1099.3
2015-04-16,1050.6
2015-04-17,1025.5
2015-04-20,1011.85
2015-04-21,1027.65
2015-04-22,1041.8
2015-04-23,1030.0
2015-04-24,1039.95
2015-04-27,996.95
2015-04-28,991.25
2015-04-29,984.3
2015-04-30,969.85
2015-05-04,828.0
2015-05-05,846.7
2015-05-06,814.45
2015-05-07,770.9
2015-05-08,790.05
2015-05-11,823.2
2015-05-12,806.9
2015-05-13,813.1
2015-05-14,817.5
2015-05-15,839.6
2015-05-18,844.4
