Date,ADORWELD
2015-01-01,207.75
2015-01-02,209.0
2015-01-05,207.3
2015-01-06,204.05
2015-01-07,203.3
2015-01-08,201.4
2015-01-09,201.95
2015-01-12,212.95
2015-01-13,220.85
2015-01-14,221.25
2015-01-15,219.8
2015-01-16,230.15
2015-01-19,229.75
2015-01-20,227.95
2015-01-21,228.7
2015-01-22,226.7
2015-01-23,222.0
2015-01-27,222.05
2015-01-28,220.4
2015-01-29,222.75
2015-01-30,222.9
2015-02-02,219.8
2015-02-03,222.85
2015-02-04,209.0
2015-02-05,200.35
2015-02-06,201.0
2015-02-09,195.2
2015-02-10,206.95
2015-02-11,205.45
2015-02-12,205.25
2015-02-13,206.05
2015-02-16,206.5
2015-02-18,205.0
2015-02-19,205.1
2015-02-20,204.7
2015-02-23,203.65
2015-02-24,205.0
2015-02-25,200.65
2015-02-26,200.15
2015-02-27,198.6
2015-02-28,203.65
2015-03-02,202.1
2015-03-03,199.1
2015-03-04,205.05
2015-03-05,207.0
2015-03-09,205.1
2015-03-10,206.0
2015-03-11,204.9
2015-03-12,205.0
2015-03-13,208.2
2015-03-16,210.05
2015-03-17,208.15
2015-03-18,209.75
2015-03-19,221.95
2015-03-20,212.35
2015-03-23,205.2
2015-03-24,205.05
2015-03-25,205.5
2015-03-26,206.6
2015-03-27,211.05
2015-03-30,215.2
2015-03-31,216.6
2015-04-01,219.2
2015-04-06,222.55
2015-04-07,223.15
2015-04-08,220.3
2015-04-09,220.5
2015-04-10,219.95
2015-04-13,222.15
2015-04-15,222.2
2015-04-16,225.75
2015-04-17,227.35
2015-04-20,218.95
2015-04-21,221.3
2015-04-22,219.45
2015-04-23,219.65
2015-04-24,207.65
2015-04-27,205.1
2015-04-28,208.35
2015-04-29,207.2
2015-04-30,204.8
2015-05-04,214.55
2015-05-05,214.7
2015-05-06,209.95
2015-05-07,210.9
2015-05-08,207.45
2015-05-11,214.0
2015-05-12,209.75
2015-05-13,216.35
2015-05-14,214.0
2015-05-15,211.1
2015-05-18,216.85
2015-05-19,216.05
2015-05-20,215.05
2015-05-21,215.9
2015-05-22,213.45
2015-05-25,210.7
2015-05-26,205.05
2015-05-27,209.55
2015-05-28,209.0
2015-05-29,235.45
2015-06-01,235.15
2015-06-02,226.1
2015-06-03,221.55
2015-06-04,228.95
2015-06-05,221.65
2015-06-08,218.8
2015-06-09,209.25
2015-06-10,213.1
2015-06-11,215.8
2015-06-12,215.4
2015-06-15,222.85
2015-06-16,226.4
2015-06-17,231.6
2015-06-18,235.0
2015-06-19,235.35
2015-06-22,235.2
2015-06-23,233.45
2015-06-24,241.65
2015-06-25,241.5
2015-06-26,240.75
2015-06-29,234.75
2015-06-30,261.6
2015-07-01,282.8
2015-07-02,282.35
2015-07-03,280.45
2015-07-06,276.55
2015-07-07,279.0
2015-07-08,267.1
2015-07-09,265.5
2015-07-10,272.1
2015-07-13,282.0
2015-07-14,292.6
2015-07-15,308.95
2015-07-16,312.55
2015-07-17,307.7
2015-07-20,299.5
2015-07-21,288.35
2015-07-22,298.25
2015-07-23,298.4
2015-07-24,291.35
2015-07-27,288.2
2015-07-28,294.2
2015-07-29,293.25
2015-07-30,300.3
2015-07-31,295.45
2015-08-03,279.85
2015-08-04,292.65
2015-08-05,287.95
2015-08-06,286.4
2015-08-07,278.55
2015-08-10,274.85
2015-08-11,269.95
2015-08-12,265.15
2015-08-13,272.85
2015-08-14,271.7
2015-08-17,276.5
2015-08-18,275.45
2015-08-19,273.9
2015-08-20,263.55
2015-08-21,253.5
2015-08-24,221.6
2015-08-25,230.05
2015-08-26,236.05
2015-08-27,245.3
2015-08-28,253.05
2015-08-31,248.2
2015-09-01,237.7
2015-09-02,237.7
2015-09-03,242.35
2015-09-04,240.2
2015-09-07,230.4
2015-09-08,231.0
2015-09-09,236.2
2015-09-10,256.4
2015-09-11,259.5
2015-09-14,256.1
2015-09-15,254.05
2015-09-16,256.45
2015-09-18,257.45
2015-09-21,264.2
2015-09-22,269.9
2015-09-23,267.95
2015-09-24,269.9
2015-09-28,273.35
2015-09-29,267.7
2015-09-30,270.75
2015-10-01,272.05
2015-10-05,282.45
2015-10-06,285.05
2015-10-07,285.5
2015-10-08,280.8
2015-10-09,275.05
2015-10-12,271.25
2015-10-13,273.65
2015-10-14,280.1
2015-10-15,275.25
2015-10-16,276.4
2015-10-19,278.35
2015-10-20,280.8
2015-10-21,284.0
2015-10-23,287.25
2015-10-26,283.45
2015-10-27,277.95
2015-10-28,272.9
2015-10-29,280.65
2015-10-30,265.75
2015-11-02,262.8
2015-11-03,259.5
2015-11-04,259.15
2015-11-05,246.9
2015-11-06,247.95
2015-11-09,263.1
2015-11-10,257.8
2015-11-11,256.4
2015-11-13,255.15
2015-11-16,255.65
2015-11-17,259.35
2015-11-18,257.6
2015-11-19,261.9
2015-11-20,269.25
2015-11-23,276.3
2015-11-24,278.95
2015-11-26,277.05
2015-11-27,277.2
2015-11-30,273.95
2015-12-01,313.85
2015-12-02,340.1
2015-12-03,332.65
2015-12-04,334.7
2015-12-07,326.85
2015-12-08,331.05
2015-12-09,309.55
2015-12-10,345.4
2015-12-11,335.4
2015-12-14,331.75
2015-12-15,336.25
2015-12-16,326.4
2015-12-17,333.25
2015-12-18,357.65
2015-12-21,354.95
2015-12-22,345.15
2015-12-23,343.05
2015-12-24,341.0
2015-12-28,331.75
2015-12-29,335.7
2015-12-30,323.7
2015-12-31,322.55
