Date,IDBIGOLD
2015-01-01,2578.7
2015-01-02,2584.05
2015-01-05,2575.0
2015-01-06,2606.0
2015-01-07,2588.0
2015-01-08,2593.8
2015-01-09,2569.0
2015-01-12,2592.0
2015-01-13,2618.0
2015-01-14,2610.0
2015-01-15,2608.6
2015-01-16,2666.0
2015-01-19,2669.0
2015-01-20,2675.0
2015-01-21,2699.0
2015-01-22,2680.0
2015-01-23,2694.45
2015-01-27,2651.85
2015-01-28,2658.15
2015-01-29,2652.0
2015-01-30,2658.2
2015-02-02,2699.95
2015-02-03,2651.35
2015-02-04,2643.75
2015-02-05,2675.75
2015-02-06,2666.0
2015-02-09,2686.95
2015-02-10,2618.0
2015-02-11,2604.85
2015-02-12,2609.1
2015-02-13,2600.0
2015-02-16,2600.0
2015-02-18,2568.0
2015-02-19,2581.0
2015-02-20,2558.65
2015-02-23,2525.35
2015-02-24,2550.0
2015-02-25,2541.65
2015-02-26,2525.0
2015-02-27,2490.0
2015-02-28,2541.95
2015-03-02,2550.0
2015-03-03,2557.95
2015-03-04,2523.45
2015-03-05,2557.4
2015-03-09,2529.0
2015-03-10,2499.0
2015-03-11,2494.0
2015-03-12,2480.0
2015-03-13,2540.0
2015-03-16,2470.95
2015-03-17,2462.0
2015-03-18,2450.1
2015-03-19,2481.45
2015-03-20,2496.0
2015-03-23,2496.0
2015-03-24,2500.0
2015-03-25,2508.55
2015-03-26,2589.65
2015-03-27,2538.0
2015-03-30,2520.0
2015-03-31,2506.0
2015-04-01,2558.75
2015-04-06,2536.2
2015-04-07,2530.15
2015-04-08,2575.0
2015-04-09,2519.25
2015-04-10,2538.0
2015-04-13,2535.25
2015-04-15,2539.0
2015-04-16,2569.95
2015-04-17,2541.7
2015-04-20,2550.85
2015-04-21,2587.45
2015-04-22,2570.0
2015-04-23,2574.65
2015-04-24,2561.0
2015-04-27,2555.0
2015-04-28,2561.5
2015-04-29,2586.75
2015-04-30,2600.0
2015-05-04,2552.0
2015-05-05,2550.0
2015-05-06,2550.0
2015-05-07,2565.45
2015-05-08,2569.0
2015-05-11,2575.0
2015-05-12,2580.0
2015-05-13,2567.1
2015-05-14,2598.35
2015-05-15,2615.75
2015-05-18,2640.0
2015-05-19,2628.3
2015-05-20,2601.0
2015-05-21,2600.0
2015-05-22,2575.45
2015-05-25,2590.05
2015-05-26,2570.95
2015-05-27,2563.0
2015-05-28,2551.0
2015-05-29,2570.2
2015-06-01,2567.0
2015-06-02,2583.0
2015-06-03,2565.0
2015-06-04,2559.1
2015-06-05,2536.05
2015-06-08,2569.55
2015-06-09,2532.75
2015-06-10,2563.55
