Date,ZEEL
2015-01-01,377.7
2015-01-02,380.95
2015-01-05,380.0
2015-01-06,367.9
2015-01-07,364.85
2015-01-08,364.5
2015-01-09,360.8
2015-01-12,360.9
2015-01-13,361.75
2015-01-14,359.95
2015-01-15,369.4
2015-01-16,385.85
2015-01-19,384.6
2015-01-20,390.7
2015-01-21,381.55
2015-01-22,389.5
2015-01-23,390.75
2015-01-27,389.95
2015-01-28,387.3
2015-01-29,386.05
2015-01-30,376.75
2015-02-02,371.75
2015-02-03,373.1
2015-02-04,365.2
2015-02-05,360.65
2015-02-06,361.55
2015-02-09,351.8
2015-02-10,350.0
2015-02-11,345.5
2015-02-12,361.2
2015-02-13,363.9
2015-02-16,360.3
2015-02-18,356.2
2015-02-19,353.4
2015-02-20,358.8
2015-02-23,344.6
2015-02-24,353.0
2015-02-25,348.55
2015-02-26,343.1
2015-02-27,348.95
2015-02-28,346.45
2015-03-02,342.75
2015-03-03,347.95
2015-03-04,341.95
2015-03-05,342.0
2015-03-09,336.7
2015-03-10,341.9
2015-03-11,348.7
2015-03-12,352.95
2015-03-13,344.2
2015-03-16,353.75
2015-03-17,355.2
2015-03-18,366.3
2015-03-19,360.85
2015-03-20,353.55
2015-03-23,350.35
2015-03-24,354.05
2015-03-25,349.05
2015-03-26,339.3
2015-03-27,337.5
2015-03-30,342.35
2015-03-31,341.75
2015-04-01,340.85
2015-04-06,338.2
2015-04-07,336.4
2015-04-08,340.4
2015-04-09,357.1
2015-04-10,347.15
2015-04-13,346.75
2015-04-15,343.75
2015-04-16,340.15
2015-04-17,336.55
2015-04-20,327.8
2015-04-21,325.75
2015-04-22,322.85
2015-04-23,328.9
2015-04-24,320.8
2015-04-27,324.25
2015-04-28,320.8
2015-04-29,320.75
2015-04-30,312.05
2015-05-04,320.95
2015-05-05,315.6
2015-05-06,312.5
2015-05-07,310.0
2015-05-08,309.45
2015-05-11,317.7
2015-05-12,308.5
2015-05-13,305.2
2015-05-14,303.5
2015-05-15,301.05
2015-05-18,311.5
2015-05-19,316.0
2015-05-20,318.4
2015-05-21,317.3
2015-05-22,319.45
2015-05-25,320.05
2015-05-26,319.3
2015-05-27,320.0
2015-05-28,318.15
2015-05-29,323.75
2015-06-01,320.25
2015-06-02,327.45
2015-06-03,323.0
2015-06-04,325.35
2015-06-05,336.6
2015-06-08,332.0
2015-06-09,327.9
2015-06-10,334.4
2015-06-11,332.95
2015-06-12,333.7
2015-06-15,339.25
2015-06-16,345.0
2015-06-17,351.1
2015-06-18,347.0
2015-06-19,340.1
2015-06-22,345.35
2015-06-23,345.55
2015-06-24,355.2
2015-06-25,358.55
2015-06-26,359.25
2015-06-29,356.15
2015-06-30,367.9
2015-07-01,363.8
2015-07-02,369.1
2015-07-03,369.4
2015-07-06,373.7
2015-07-07,367.6
2015-07-08,355.85
2015-07-09,353.0
2015-07-10,361.15
2015-07-13,373.75
2015-07-14,374.5
2015-07-15,375.6
2015-07-16,382.2
2015-07-17,377.3
2015-07-20,378.65
2015-07-21,387.2
2015-07-22,407.25
2015-07-23,395.25
2015-07-24,391.05
2015-07-27,393.0
2015-07-28,392.1
2015-07-29,400.5
2015-07-30,399.7
2015-07-31,398.8
2015-08-03,398.7
2015-08-04,403.2
2015-08-05,414.5
2015-08-06,415.05
2015-08-07,410.4
2015-08-10,409.6
2015-08-11,414.8
2015-08-12,401.6
2015-08-13,400.8
2015-08-14,419.8
2015-08-17,409.1
2015-08-18,406.35
2015-08-19,405.8
2015-08-20,394.5
2015-08-21,383.2
2015-08-24,358.7
2015-08-25,365.45
2015-08-26,368.85
2015-08-27,371.0
2015-08-28,387.8
2015-08-31,384.8
2015-09-01,371.65
2015-09-02,361.0
2015-09-03,367.95
2015-09-04,360.4
2015-09-07,360.4
2015-09-08,369.9
2015-09-09,385.05
2015-09-10,392.1
2015-09-11,392.0
2015-09-14,395.2
2015-09-15,394.0
2015-09-16,395.9
2015-09-18,398.65
2015-09-21,401.7
2015-09-22,389.85
2015-09-23,387.35
2015-09-24,394.55
2015-09-28,383.65
2015-09-29,391.1
2015-09-30,392.45
2015-10-01,400.6
2015-10-05,402.65
2015-10-06,399.0
2015-10-07,399.4
2015-10-08,397.55
2015-10-09,401.45
2015-10-12,401.3
2015-10-13,401.3
2015-10-14,386.6
2015-10-15,418.75
2015-10-16,423.45
2015-10-19,430.35
2015-10-20,435.65
2015-10-21,434.1
2015-10-23,432.15
2015-10-26,424.95
2015-10-27,424.8
2015-10-28,420.8
2015-10-29,415.7
2015-10-30,408.65
2015-11-02,412.9
2015-11-03,414.9
2015-11-04,415.15
2015-11-05,406.05
2015-11-06,398.45
2015-11-09,390.9
2015-11-10,387.2
2015-11-11,391.65
2015-11-13,377.35
2015-11-16,379.1
2015-11-17,379.9
2015-11-18,379.1
2015-11-19,391.4
2015-11-20,396.3
2015-11-23,407.25
2015-11-24,401.6
2015-11-26,409.0
2015-11-27,412.4
2015-11-30,408.15
2015-12-01,414.45
2015-12-02,413.7
2015-12-03,409.6
2015-12-04,395.65
2015-12-07,400.1
2015-12-08,400.8
2015-12-09,395.95
2015-12-10,402.2
2015-12-11,397.75
2015-12-14,405.75
2015-12-15,408.35
2015-12-16,408.65
2015-12-17,415.05
2015-12-18,413.55
2015-12-21,417.25
2015-12-22,415.4
2015-12-23,419.05
2015-12-24,410.75
2015-12-28,411.55
2015-12-29,416.35
2015-12-30,428.2
2015-12-31,437.25
