Date,AXISCADES
2015-01-01,178.0
2015-01-02,180.25
2015-01-05,190.1
2015-01-06,178.35
2015-01-07,178.2
2015-01-08,181.75
2015-01-09,206.3
2015-01-12,205.4
2015-01-13,193.8
2015-01-14,191.3
2015-01-15,191.25
2015-01-16,191.25
2015-01-19,190.6
2015-01-20,186.15
2015-01-21,184.35
2015-01-22,181.2
2015-01-23,178.85
2015-01-27,179.75
2015-01-28,185.55
2015-01-29,187.2
2015-01-30,179.7
2015-02-02,197.2
2015-02-03,191.6
2015-02-04,186.1
2015-02-05,182.25
2015-02-06,174.45
2015-02-09,170.55
2015-02-10,171.0
2015-02-11,173.45
2015-02-12,192.35
2015-02-13,189.7
2015-02-16,192.05
2015-02-18,213.1
2015-02-19,239.6
2015-02-20,236.6
2015-02-23,273.5
2015-02-24,258.4
2015-02-25,244.85
2015-02-26,250.4
2015-02-27,258.15
2015-02-28,253.7
2015-03-02,273.85
2015-03-03,270.05
2015-03-04,259.1
2015-03-05,257.3
2015-03-09,248.85
2015-03-10,271.85
2015-03-11,260.25
2015-03-12,261.05
2015-03-13,256.5
2015-03-16,257.9
2015-03-17,255.95
2015-03-18,265.45
2015-03-19,276.85
2015-03-20,250.0
2015-03-23,244.7
2015-03-24,244.9
2015-03-25,268.6
2015-03-26,288.2
2015-03-27,309.25
2015-03-30,337.1
2015-03-31,336.3
2015-04-01,339.65
2015-04-06,342.3
2015-04-07,359.4
2015-04-08,377.35
2015-04-09,368.6
2015-04-10,371.6
2015-04-13,390.15
2015-04-15,370.65
2015-04-16,352.15
2015-04-17,334.55
2015-04-20,317.85
2015-04-21,302.0
2015-04-22,286.9
2015-04-23,272.6
2015-04-24,259.0
2015-04-27,246.05
2015-04-28,233.75
2015-04-29,245.4
2015-04-30,254.9
2015-05-04,244.75
2015-05-05,234.75
2015-05-06,223.05
2015-05-07,211.9
2015-05-08,205.1
2015-05-11,215.35
2015-05-12,226.1
2015-05-13,237.4
2015-05-14,249.25
2015-05-15,261.7
2015-05-18,248.65
2015-05-19,244.25
2015-05-20,232.05
2015-05-21,220.45
2015-05-22,209.45
2015-05-25,199.0
2015-05-26,189.05
2015-05-27,198.5
2015-05-28,208.4
2015-05-29,198.25
2015-06-01,189.3
2015-06-02,192.85
2015-06-03,183.65
2015-06-04,180.6
2015-06-05,198.65
2015-06-08,205.15
2015-06-09,211.45
2015-06-10,209.6
2015-06-11,202.75
2015-06-12,198.15
2015-06-15,197.45
2015-06-16,197.0
2015-06-17,214.6
2015-06-18,216.4
2015-06-19,211.65
2015-06-22,216.65
2015-06-23,225.95
2015-06-24,225.8
2015-06-25,227.05
2015-06-26,222.85
2015-06-29,210.75
2015-06-30,224.0
2015-07-01,244.25
2015-07-02,247.3
2015-07-03,264.75
2015-07-06,270.4
2015-07-07,261.15
2015-07-08,245.8
2015-07-09,252.45
2015-07-10,249.0
2015-07-13,258.25
2015-07-14,261.15
2015-07-15,264.55
2015-07-16,264.65
2015-07-17,256.7
2015-07-20,268.0
2015-07-21,258.45
2015-07-22,262.4
2015-07-23,258.4
2015-07-24,255.45
2015-07-27,253.65
2015-07-28,245.6
2015-07-29,247.45
2015-07-30,244.85
2015-07-31,251.45
2015-08-03,253.7
2015-08-04,245.25
2015-08-05,254.6
2015-08-06,257.35
2015-08-07,248.5
2015-08-10,250.25
2015-08-11,280.75
2015-08-12,260.3
2015-08-13,254.3
2015-08-14,271.3
2015-08-17,309.6
2015-08-18,328.2
2015-08-19,327.6
2015-08-20,304.9
2015-08-21,318.45
2015-08-24,258.05
2015-08-25,260.4
2015-08-26,263.85
2015-08-27,306.95
2015-08-28,300.05
2015-08-31,291.65
2015-09-01,273.75
2015-09-02,273.05
2015-09-03,295.75
2015-09-04,278.45
2015-09-07,264.0
2015-09-08,270.5
2015-09-09,267.45
2015-09-10,260.6
2015-09-11,269.25
2015-09-14,269.45
2015-09-15,262.4
2015-09-16,254.6
2015-09-18,258.85
2015-09-21,257.95
2015-09-22,258.75
2015-09-23,264.05
2015-09-24,271.65
2015-09-28,262.85
2015-09-29,263.5
2015-09-30,264.4
2015-10-01,271.55
2015-10-05,281.6
2015-10-06,281.0
2015-10-07,287.9
2015-10-08,289.05
2015-10-09,284.4
2015-10-12,275.1
2015-10-13,286.7
2015-10-14,281.1
2015-10-15,283.15
2015-10-16,279.85
2015-10-19,280.45
2015-10-20,277.55
2015-10-21,280.8
2015-10-23,292.65
2015-10-26,285.45
2015-10-27,299.65
2015-10-28,313.05
2015-10-29,304.45
2015-10-30,299.95
2015-11-02,302.65
2015-11-03,332.3
2015-11-04,322.25
2015-11-05,312.65
2015-11-06,303.4
2015-11-09,336.5
2015-11-10,326.25
2015-11-11,333.5
2015-11-13,327.45
2015-11-16,355.95
2015-11-17,344.9
2015-11-18,335.35
2015-11-19,341.3
2015-11-20,342.35
2015-11-23,348.4
2015-11-24,359.85
2015-11-26,356.75
2015-11-27,352.8
2015-11-30,348.95
2015-12-01,343.95
2015-12-02,344.15
2015-12-03,338.7
2015-12-04,326.2
2015-12-07,328.25
2015-12-08,319.65
2015-12-09,298.45
2015-12-10,307.4
2015-12-11,299.6
2015-12-14,311.25
2015-12-15,313.15
2015-12-16,310.55
2015-12-17,325.35
2015-12-18,320.6
2015-12-21,321.15
2015-12-22,325.45
2015-12-23,323.7
2015-12-24,340.8
2015-12-28,339.4
2015-12-29,335.05
2015-12-30,333.55
2015-12-31,335.85
