Date,MPSLTD
2015-01-01,753.6
2015-01-02,845.8
2015-01-05,881.3
2015-01-06,894.35
2015-01-07,933.4
2015-01-08,933.0
2015-01-09,928.15
2015-01-12,940.65
2015-01-13,935.25
2015-01-14,956.15
2015-01-15,940.35
2015-01-16,947.55
2015-01-19,924.8
2015-01-20,932.2
2015-01-21,923.05
2015-01-22,971.7
2015-01-23,990.7
2015-01-27,1012.75
2015-01-28,993.35
2015-01-29,920.2
2015-01-30,895.55
2015-02-02,825.95
2015-02-03,855.85
2015-02-04,867.9
2015-02-05,842.3
2015-02-06,826.1
2015-02-09,814.05
2015-02-10,809.65
2015-02-11,830.4
2015-02-12,857.55
2015-02-13,875.75
2015-02-16,906.15
2015-02-18,917.3
2015-02-19,915.1
2015-02-20,906.8
2015-02-23,893.6
2015-02-24,874.4
2015-02-25,838.05
2015-02-26,840.95
2015-02-27,845.95
2015-02-28,902.4
2015-03-02,870.6
2015-03-03,868.95
2015-03-04,859.75
2015-03-05,887.3
2015-03-09,876.65
2015-03-10,863.45
2015-03-11,907.65
2015-03-12,889.05
2015-03-13,882.8
2015-03-16,915.75
2015-03-17,923.05
2015-03-18,903.7
2015-03-19,901.7
2015-03-20,900.4
2015-03-23,876.85
2015-03-24,887.9
2015-03-25,885.9
2015-03-26,887.3
2015-03-27,896.7
2015-03-30,914.15
2015-03-31,944.75
2015-04-01,984.45
2015-04-06,988.55
2015-04-07,1007.3
2015-04-08,1012.4
2015-04-09,1018.2
2015-04-10,1021.9
2015-04-13,1029.25
2015-04-15,1047.15
2015-04-16,1027.75
2015-04-17,991.9
2015-04-20,1006.2
2015-04-21,981.2
2015-04-22,973.7
2015-04-23,956.05
2015-04-24,897.8
2015-04-27,860.4
2015-04-28,901.0
2015-04-29,906.45
2015-04-30,906.65
2015-05-04,918.3
2015-05-05,926.95
2015-05-06,900.6
2015-05-07,860.8
2015-05-08,887.6
2015-05-11,912.7
2015-05-12,899.3
2015-05-13,911.95
2015-05-14,903.55
2015-05-15,902.4
2015-05-18,920.35
2015-05-19,907.4
2015-05-20,909.9
2015-05-21,923.4
2015-05-22,926.55
2015-05-25,909.05
2015-05-26,846.1
2015-05-27,833.65
2015-05-28,840.75
2015-05-29,851.6
2015-06-01,857.85
2015-06-02,858.2
2015-06-03,838.25
2015-06-04,842.6
2015-06-05,843.6
2015-06-08,832.6
2015-06-09,829.75
2015-06-10,835.45
2015-06-11,830.1
2015-06-12,824.5
2015-06-15,811.85
2015-06-16,829.8
2015-06-17,828.35
2015-06-18,838.25
2015-06-19,835.55
2015-06-22,849.55
2015-06-23,850.25
2015-06-24,849.95
2015-06-25,858.45
2015-06-26,859.35
2015-06-29,861.15
2015-06-30,856.7
2015-07-01,856.75
2015-07-02,851.55
2015-07-03,850.6
2015-07-06,861.5
2015-07-07,850.4
2015-07-08,842.8
2015-07-09,836.05
2015-07-10,831.1
2015-07-13,836.75
2015-07-14,829.95
2015-07-15,835.6
2015-07-16,880.5
2015-07-17,910.6
2015-07-20,883.8
2015-07-21,847.75
2015-07-22,829.65
2015-07-23,844.15
2015-07-24,829.75
2015-07-27,815.35
2015-07-28,808.7
2015-07-29,806.05
2015-07-30,815.95
2015-07-31,817.8
2015-08-03,819.25
2015-08-04,821.4
2015-08-05,814.9
2015-08-06,810.85
2015-08-07,810.75
2015-08-10,809.95
2015-08-11,807.75
2015-08-12,794.6
2015-08-13,811.75
2015-08-14,810.75
2015-08-17,807.6
2015-08-18,821.1
2015-08-19,822.2
2015-08-20,885.55
2015-08-21,865.0
2015-08-24,788.4
2015-08-25,781.3
2015-08-26,782.15
2015-08-27,814.15
2015-08-28,810.5
2015-08-31,801.25
2015-09-01,789.55
2015-09-02,779.9
2015-09-03,784.9
2015-09-04,777.25
2015-09-07,760.15
2015-09-08,761.1
2015-09-09,787.75
2015-09-10,777.55
2015-09-11,792.65
2015-09-14,792.05
2015-09-15,799.05
2015-09-16,799.75
2015-09-18,804.25
2015-09-21,804.3
2015-09-22,780.0
2015-09-23,783.4
2015-09-24,780.55
2015-09-28,800.7
2015-09-29,799.65
2015-09-30,785.0
2015-10-01,795.2
2015-10-05,802.15
2015-10-06,803.25
2015-10-07,805.05
2015-10-08,805.3
2015-10-09,794.7
2015-10-12,795.65
2015-10-13,785.55
2015-10-14,785.4
2015-10-15,800.6
2015-10-16,801.2
2015-10-19,819.55
2015-10-20,834.9
2015-10-21,819.6
2015-10-23,815.7
2015-10-26,834.75
2015-10-27,796.7
2015-10-28,783.9
2015-10-29,777.3
2015-10-30,749.4
2015-11-02,767.7
2015-11-03,763.2
2015-11-04,764.65
2015-11-05,763.5
2015-11-06,769.3
2015-11-09,766.3
2015-11-10,770.0
2015-11-11,778.95
2015-11-13,774.4
2015-11-16,761.65
2015-11-17,776.7
2015-11-18,806.4
2015-11-19,816.8
2015-11-20,798.75
2015-11-23,798.45
2015-11-24,786.6
2015-11-26,777.95
2015-11-27,772.9
2015-11-30,798.0
2015-12-01,784.5
2015-12-02,792.7
2015-12-03,790.15
2015-12-04,778.7
2015-12-07,779.6
2015-12-08,767.9
2015-12-09,758.5
2015-12-10,756.1
2015-12-11,759.9
2015-12-14,759.35
2015-12-15,773.85
2015-12-16,788.8
2015-12-17,789.95
2015-12-18,798.85
2015-12-21,800.4
2015-12-22,801.2
2015-12-23,800.25
2015-12-24,800.1
2015-12-28,808.3
2015-12-29,803.35
2015-12-30,802.25
2015-12-31,803.95
