Date,PBAINFRA
2015-01-01,17.3
2015-01-02,18.0
2015-01-05,18.6
2015-01-06,18.05
2015-01-07,18.25
2015-01-08,17.75
2015-01-09,17.8
2015-01-12,17.2
2015-01-13,17.1
2015-01-14,17.5
2015-01-15,18.5
2015-01-16,17.95
2015-01-19,19.45
2015-01-20,18.45
2015-01-21,18.65
2015-01-22,17.75
2015-01-23,17.1
2015-01-27,16.25
2015-01-28,16.0
2015-01-29,19.2
2015-01-30,23.0
2015-02-02,27.35
2015-02-03,25.95
2015-02-04,23.4
2015-02-05,21.5
2015-02-06,20.7
2015-02-09,19.7
2015-02-10,18.75
2015-02-11,18.5
2015-02-12,18.6
2015-02-13,19.5
2015-02-16,18.55
2015-02-18,19.3
2015-02-19,18.9
2015-02-20,19.4
2015-02-23,20.2
2015-02-24,20.5
2015-02-25,19.6
2015-02-26,18.95
2015-02-27,18.55
2015-02-28,18.85
2015-03-02,19.65
2015-03-03,20.5
2015-03-04,20.0
2015-03-05,19.45
2015-03-09,18.0
2015-03-10,18.6
2015-03-11,18.05
2015-03-12,17.55
2015-03-13,16.95
2015-03-16,16.5
2015-03-17,16.55
2015-03-18,17.0
2015-03-19,16.55
2015-03-20,15.3
2015-03-23,15.4
2015-03-24,14.7
2015-03-25,15.4
2015-03-26,15.7
2015-03-27,15.65
2015-03-30,15.2
2015-03-31,15.8
2015-04-01,16.55
2015-04-06,17.5
2015-04-07,18.3
2015-04-08,21.95
2015-04-09,24.0
2015-04-10,21.95
2015-04-13,22.15
2015-04-15,21.95
2015-04-16,21.0
2015-04-17,19.75
2015-04-20,19.7
2015-04-21,18.85
2015-04-22,19.9
2015-04-23,19.3
2015-04-24,18.75
2015-04-27,17.7
2015-04-28,18.8
2015-04-29,18.4
2015-04-30,17.7
2015-05-04,18.1
2015-05-05,18.95
2015-05-06,17.8
2015-05-07,17.3
2015-05-08,16.6
2015-05-11,17.15
2015-05-12,17.2
2015-05-13,17.95
2015-05-14,17.8
2015-05-15,17.85
2015-05-18,17.5
2015-05-19,17.25
2015-05-20,17.5
2015-05-21,17.1
2015-05-22,16.55
2015-05-25,16.5
2015-05-26,16.45
2015-05-27,16.45
2015-05-28,16.5
2015-05-29,16.25
2015-06-01,16.2
2015-06-02,16.0
2015-06-03,15.8
2015-06-04,14.8
2015-06-05,14.7
2015-06-08,15.0
2015-06-09,14.4
2015-06-10,14.4
2015-06-11,13.95
2015-06-12,13.65
2015-06-15,14.0
2015-06-16,14.55
2015-06-17,14.95
2015-06-18,14.3
2015-06-19,14.15
2015-06-22,14.0
2015-06-23,14.9
2015-06-24,14.5
2015-06-25,14.25
2015-06-26,14.5
2015-06-29,14.4
2015-06-30,14.8
2015-07-01,15.0
2015-07-02,14.55
2015-07-03,14.8
2015-07-06,15.0
2015-07-07,14.85
2015-07-08,14.45
2015-07-09,14.55
2015-07-10,14.95
2015-07-13,14.65
2015-07-14,14.95
2015-07-15,14.95
2015-07-16,15.5
2015-07-17,16.25
2015-07-20,16.4
2015-07-21,15.35
2015-07-22,15.1
2015-07-23,15.5
2015-07-24,15.2
2015-07-27,14.9
2015-07-28,14.85
2015-07-29,14.75
2015-07-30,14.75
2015-07-31,14.8
2015-08-03,14.9
2015-08-04,15.0
2015-08-05,15.25
2015-08-06,15.0
2015-08-07,16.35
2015-08-10,16.35
2015-08-11,15.75
2015-08-12,15.0
2015-08-13,14.2
2015-08-14,14.4
2015-08-17,14.2
2015-08-18,14.3
2015-08-19,14.95
2015-08-20,14.25
2015-08-21,13.95
2015-08-24,11.5
2015-08-25,11.35
2015-08-26,11.5
2015-08-27,12.15
2015-08-28,12.1
2015-08-31,12.15
2015-09-01,12.25
2015-09-02,11.6
2015-09-03,12.05
2015-09-04,11.55
2015-09-07,10.95
2015-09-08,10.8
2015-09-09,11.95
2015-09-10,11.25
2015-09-11,11.4
2015-09-14,11.8
2015-09-15,11.55
2015-09-16,11.75
2015-09-18,11.7
2015-09-21,11.7
2015-09-22,12.0
2015-09-23,12.0
2015-09-24,11.9
2015-09-28,11.7
2015-09-29,11.85
2015-09-30,12.1
2015-10-01,12.2
2015-10-05,11.5
2015-10-06,11.6
2015-10-07,12.0
2015-10-08,11.95
2015-10-09,11.95
2015-10-12,11.8
2015-10-13,12.1
2015-10-14,11.9
2015-10-15,12.3
2015-10-16,12.5
2015-10-19,13.4
2015-10-20,13.85
2015-10-21,13.7
2015-10-23,13.25
2015-10-26,12.9
2015-10-27,13.25
2015-10-28,12.75
2015-10-29,13.0
2015-10-30,12.5
2015-11-02,12.0
2015-11-03,11.75
2015-11-04,11.8
2015-11-05,12.0
2015-11-06,11.7
2015-11-09,11.95
2015-11-10,12.0
2015-11-11,12.2
2015-11-13,11.75
2015-11-16,11.6
2015-11-17,12.0
2015-11-18,12.0
2015-11-19,11.8
2015-11-20,11.8
2015-11-23,11.7
2015-11-24,11.9
2015-11-26,12.15
2015-11-27,13.4
2015-11-30,12.25
2015-12-01,13.5
2015-12-02,13.15
2015-12-03,12.9
2015-12-04,15.45
2015-12-07,14.75
2015-12-08,14.1
2015-12-09,13.05
2015-12-10,13.2
2015-12-11,12.8
2015-12-14,12.9
2015-12-15,13.0
2015-12-16,12.85
2015-12-17,13.0
2015-12-18,13.0
2015-12-21,14.3
2015-12-22,17.1
2015-12-23,16.35
2015-12-24,15.65
2015-12-28,16.15
2015-12-29,17.7
2015-12-30,17.3
2015-12-31,17.35
