Date,PRESTIGE
2015-01-01,240.85
2015-01-02,231.45
2015-01-05,229.6
2015-01-06,220.2
2015-01-07,221.4
2015-01-08,223.05
2015-01-09,222.15
2015-01-12,221.45
2015-01-13,222.8
2015-01-14,220.8
2015-01-15,246.05
2015-01-16,251.8
2015-01-19,258.8
2015-01-20,279.2
2015-01-21,284.05
2015-01-22,272.95
2015-01-23,260.05
2015-01-27,271.95
2015-01-28,276.3
2015-01-29,286.25
2015-01-30,275.1
2015-02-02,263.35
2015-02-03,267.75
2015-02-04,262.8
2015-02-05,257.7
2015-02-06,257.4
2015-02-09,261.05
2015-02-10,260.05
2015-02-11,266.55
2015-02-12,273.1
2015-02-13,277.7
2015-02-16,265.5
2015-02-18,265.9
2015-02-19,280.6
2015-02-20,280.55
2015-02-23,271.05
2015-02-24,278.3
2015-02-25,281.05
2015-02-26,278.9
2015-02-27,279.1
2015-02-28,284.35
2015-03-02,278.45
2015-03-03,276.0
2015-03-04,278.6
2015-03-05,297.15
2015-03-09,275.3
2015-03-10,266.2
2015-03-11,264.1
2015-03-12,260.05
2015-03-13,263.5
2015-03-16,272.5
2015-03-17,275.4
2015-03-18,270.6
2015-03-19,267.9
2015-03-20,260.65
2015-03-23,272.2
2015-03-24,272.25
2015-03-25,269.8
2015-03-26,260.35
2015-03-27,264.0
2015-03-30,259.05
2015-03-31,268.25
2015-04-01,281.45
2015-04-06,289.7
2015-04-07,283.9
2015-04-08,278.15
2015-04-09,270.45
2015-04-10,265.8
2015-04-13,263.85
2015-04-15,270.4
2015-04-16,263.55
2015-04-17,263.7
2015-04-20,259.25
2015-04-21,263.9
2015-04-22,270.15
2015-04-23,266.35
2015-04-24,253.8
2015-04-27,243.05
2015-04-28,239.1
2015-04-29,235.7
2015-04-30,239.65
2015-05-04,252.05
2015-05-05,252.6
2015-05-06,256.6
2015-05-07,250.4
2015-05-08,261.45
2015-05-11,279.6
2015-05-12,270.4
2015-05-13,262.4
2015-05-14,265.25
2015-05-15,273.5
2015-05-18,269.95
2015-05-19,269.95
2015-05-20,268.75
2015-05-21,269.6
2015-05-22,269.85
2015-05-25,267.35
2015-05-26,265.0
2015-05-27,259.95
2015-05-28,258.7
2015-05-29,243.7
2015-06-01,281.15
2015-06-02,258.65
2015-06-03,254.75
2015-06-04,259.55
2015-06-05,257.2
2015-06-08,250.2
2015-06-09,249.5
2015-06-10,253.4
2015-06-11,258.35
2015-06-12,253.45
2015-06-15,253.65
2015-06-16,250.4
2015-06-17,245.4
2015-06-18,246.55
2015-06-19,243.45
2015-06-22,251.2
2015-06-23,253.9
2015-06-24,254.5
2015-06-25,250.9
2015-06-26,249.3
2015-06-29,245.5
2015-06-30,247.2
2015-07-01,252.1
2015-07-02,251.0
2015-07-03,248.2
2015-07-06,246.5
2015-07-07,248.75
2015-07-08,244.6
2015-07-09,240.2
2015-07-10,244.95
2015-07-13,241.8
2015-07-14,239.45
2015-07-15,240.0
2015-07-16,237.3
2015-07-17,232.75
2015-07-20,224.55
2015-07-21,226.85
2015-07-22,223.35
2015-07-23,222.45
2015-07-24,219.2
2015-07-27,213.95
2015-07-28,206.05
2015-07-29,207.5
2015-07-30,210.65
2015-07-31,220.0
2015-08-03,221.0
2015-08-04,222.05
2015-08-05,222.2
2015-08-06,227.6
2015-08-07,221.55
2015-08-10,222.7
2015-08-11,224.35
2015-08-12,208.15
2015-08-13,210.75
2015-08-14,217.95
2015-08-17,221.5
2015-08-18,216.6
2015-08-19,209.7
2015-08-20,202.4
2015-08-21,197.9
2015-08-24,184.1
2015-08-25,194.4
2015-08-26,190.2
2015-08-27,202.4
2015-08-28,211.3
2015-08-31,203.2
2015-09-01,203.85
2015-09-02,203.05
2015-09-03,202.65
2015-09-04,203.25
2015-09-07,204.15
2015-09-08,202.5
2015-09-09,210.4
2015-09-10,204.0
2015-09-11,212.45
2015-09-14,215.6
2015-09-15,212.2
2015-09-16,211.55
2015-09-18,212.7
2015-09-21,213.6
2015-09-22,211.45
2015-09-23,207.15
2015-09-24,208.75
2015-09-28,211.7
2015-09-29,210.95
2015-09-30,215.5
2015-10-01,214.05
2015-10-05,211.75
2015-10-06,207.45
2015-10-07,208.15
2015-10-08,205.7
2015-10-09,207.45
2015-10-12,206.8
2015-10-13,208.05
2015-10-14,213.25
2015-10-15,218.0
2015-10-16,216.15
2015-10-19,217.3
2015-10-20,219.1
2015-10-21,216.1
2015-10-23,209.25
2015-10-26,207.1
2015-10-27,208.7
2015-10-28,207.85
2015-10-29,207.15
2015-10-30,203.45
2015-11-02,201.4
2015-11-03,205.1
2015-11-04,203.55
2015-11-05,200.1
2015-11-06,198.8
2015-11-09,194.8
2015-11-10,188.6
2015-11-11,193.65
2015-11-13,195.85
2015-11-16,195.2
2015-11-17,194.1
2015-11-18,190.75
2015-11-19,188.25
2015-11-20,190.45
2015-11-23,201.75
2015-11-24,205.45
2015-11-26,203.05
2015-11-27,203.75
2015-11-30,203.1
2015-12-01,204.1
2015-12-02,215.05
2015-12-03,217.95
2015-12-04,212.85
2015-12-07,218.25
2015-12-08,208.95
2015-12-09,202.15
2015-12-10,208.75
2015-12-11,196.45
2015-12-14,196.0
2015-12-15,199.5
2015-12-16,197.95
2015-12-17,197.35
2015-12-18,196.15
2015-12-21,196.9
2015-12-22,194.4
2015-12-23,194.4
2015-12-24,194.55
2015-12-28,194.5
2015-12-29,195.1
2015-12-30,194.5
2015-12-31,193.5
