Date,BSLGOLDETF
2015-01-01,2619.7
2015-01-02,2600.0
2015-01-05,2600.0
2015-01-06,2600.0
2015-01-07,2600.0
2015-01-08,2568.2
2015-01-09,2575.0
2015-01-12,2625.0
2015-01-13,2605.0
2015-01-14,2625.0
2015-01-15,2545.05
2015-01-16,2650.0
2015-01-19,2670.0
2015-01-20,2658.45
2015-01-21,2670.05
2015-01-22,2690.0
2015-01-23,2690.0
2015-01-27,2642.4
2015-01-28,2675.0
2015-01-29,2675.0
2015-01-30,2653.35
2015-02-02,2640.05
2015-02-03,2698.95
2015-02-04,2623.15
2015-02-05,2670.0
2015-02-06,2643.1
2015-02-09,2665.8
2015-02-11,2596.25
2015-02-12,2600.0
2015-02-13,2600.0
2015-02-16,2595.0
2015-02-18,2599.65
2015-02-19,2570.0
2015-02-20,2549.3
2015-02-23,2593.0
2015-02-24,2536.0
2015-02-25,2526.1
2015-02-26,2555.0
2015-02-27,2559.95
2015-02-28,2510.0
2015-03-02,2534.6
2015-03-03,2519.5
2015-03-04,2611.4
2015-03-05,2526.15
2015-03-09,2500.0
2015-03-10,2474.2
2015-03-11,2500.0
2015-03-12,2491.25
2015-03-13,2489.0
2015-03-16,2485.0
2015-03-17,2485.0
2015-03-18,2452.85
2015-03-19,2480.0
2015-03-20,2475.0
2015-03-23,2519.0
2015-03-24,2479.0
2015-03-25,2515.0
2015-03-26,2575.35
2015-03-27,2508.35
2015-03-30,2575.0
2015-03-31,2520.05
2015-04-01,2501.5
2015-04-06,2583.9
2015-04-07,2553.65
2015-04-08,2616.0
2015-04-09,2510.0
2015-04-10,2560.0
2015-04-13,2550.0
2015-04-15,2570.0
2015-04-16,2521.5
2015-04-17,2564.0
2015-04-20,2540.0
2015-04-21,2575.0
2015-04-22,2570.0
2015-04-23,2550.0
2015-04-24,2565.95
2015-04-27,2552.0
2015-04-28,2550.0
2015-04-29,2556.45
2015-04-30,2609.0
2015-05-04,2545.05
2015-05-05,2527.85
2015-05-06,2538.6
2015-05-07,2542.0
2015-05-08,2580.0
2015-05-11,2570.0
2015-05-12,2552.95
2015-05-13,2557.15
2015-05-14,2585.8
2015-05-15,2630.0
2015-05-18,2635.0
2015-05-19,2598.75
2015-05-20,2573.1
2015-05-21,2586.6
2015-05-22,2575.0
2015-05-25,2600.95
2015-05-26,2580.0
2015-05-27,2579.75
2015-05-28,2540.1
2015-06-01,2540.35
2015-06-02,2535.0
2015-06-03,2537.05
2015-06-04,2594.95
2015-06-05,2534.4
2015-06-08,2549.85
2015-06-09,2521.7
2015-06-10,2554.95
2015-06-11,2520.0
2015-06-12,2550.0
2015-06-15,2569.95
2015-06-16,2538.15
2015-06-17,2512.0
2015-06-18,2559.75
2015-06-19,2599.95
2015-06-22,2532.5
2015-06-23,2570.0
2015-06-24,2555.0
2015-06-25,2502.0
2015-06-26,2544.95
2015-06-29,2510.5
2015-06-30,2540.0
2015-07-01,2535.0
2015-07-02,2491.5
2015-07-03,2487.2
2015-07-06,2533.0
2015-07-07,2495.0
2015-07-08,2526.0
2015-07-09,2494.45
2015-07-10,2480.15
2015-07-13,2510.0
2015-07-14,2464.0
2015-07-15,2472.35
2015-07-16,2460.05
2015-07-17,2478.0
2015-07-20,2484.95
2015-07-21,2431.4
2015-07-22,2402.0
2015-07-23,2417.5
2015-07-24,2434.0
2015-07-27,2389.35
2015-07-28,2416.9
2015-07-29,2390.0
2015-07-30,2391.95
2015-07-31,2364.4
2015-08-03,2372.25
2015-08-04,2371.6
2015-08-05,2374.95
2015-08-06,2359.7
2015-08-07,2365.0
2015-08-10,2388.5
2015-08-11,2439.0
2015-08-12,2474.0
2015-08-13,2462.0
2015-08-14,2487.0
2015-08-17,2460.05
2015-08-18,2494.95
2015-08-19,2480.0
2015-08-20,2510.0
2015-08-21,2530.0
2015-08-24,2508.5
2015-08-25,2500.0
2015-08-26,2442.0
2015-08-27,2508.0
2015-08-28,2500.0
2015-09-01,2519.0
2015-09-02,2491.1
2015-09-03,2535.8
2015-09-04,2465.5
2015-09-07,2518.95
2015-09-08,2511.65
2015-09-09,2451.15
2015-09-10,2454.95
2015-09-11,2487.0
2015-09-14,2482.95
2015-09-15,2476.95
2015-09-16,2484.95
2015-09-18,2483.0
2015-09-21,2450.0
2015-09-22,2466.0
2015-09-23,2469.2
2015-09-24,2484.0
2015-09-28,2484.0
2015-09-29,2458.5
2015-09-30,2418.0
2015-10-01,2429.95
2015-10-05,2387.55
2015-10-06,2393.1
2015-10-07,2390.25
2015-10-08,2408.95
2015-10-09,2386.5
2015-10-12,2400.0
2015-10-13,2414.95
2015-10-14,2402.8
2015-10-15,2412.2
2015-10-16,2435.0
2015-10-19,2450.0
2015-10-20,2465.8
2015-10-21,2488.3
2015-10-23,2450.0
2015-10-26,2482.0
2015-10-27,2408.0
2015-10-28,2460.0
2015-11-02,2457.75
2015-11-03,2403.4
2015-11-04,2400.0
2015-11-05,2400.0
2015-11-09,2382.7
2015-11-10,2360.0
2015-11-11,2363.0
2015-11-13,2335.1
2015-11-16,2302.15
2015-11-17,2270.75
2015-11-18,2290.0
2015-11-19,2298.95
2015-11-20,2340.75
2015-11-23,2265.15
2015-11-24,2273.5
2015-11-26,2295.0
2015-11-27,2267.5
2015-11-30,2255.0
2015-12-01,2298.0
2015-12-02,2261.2
2015-12-03,2270.0
2015-12-04,2299.0
2015-12-07,2280.05
2015-12-08,2280.0
2015-12-09,2280.0
2015-12-10,2265.05
2015-12-11,2250.0
2015-12-14,2252.05
2015-12-15,2277.95
2015-12-16,2432.2
2015-12-17,2400.0
2015-12-18,2420.85
2015-12-21,2401.75
2015-12-22,2430.0
2015-12-23,2468.9
2015-12-24,2384.0
2015-12-28,2400.0
2015-12-29,2410.0
2015-12-30,2399.0
2015-12-31,2390.0
