Date,RELAXO
2015-01-01,577.2
2015-01-02,599.75
2015-01-05,667.9
2015-01-06,656.15
2015-01-07,688.05
2015-01-08,729.3
2015-01-09,738.75
2015-01-12,717.5
2015-01-13,700.2
2015-01-14,690.4
2015-01-15,673.7
2015-01-16,681.15
2015-01-19,690.7
2015-01-20,692.25
2015-01-21,690.55
2015-01-22,687.5
2015-01-23,686.25
2015-01-27,692.85
2015-01-28,684.25
2015-01-29,663.25
2015-01-30,659.8
2015-02-02,670.9
2015-02-03,680.3
2015-02-04,681.9
2015-02-05,661.3
2015-02-06,632.4
2015-02-09,610.5
2015-02-10,611.35
2015-02-11,644.3
2015-02-12,661.95
2015-02-13,651.4
2015-02-16,669.85
2015-02-18,674.85
2015-02-19,670.2
2015-02-20,682.15
2015-02-23,656.2
2015-02-24,646.4
2015-02-25,650.1
2015-02-26,650.35
2015-02-27,707.55
2015-02-28,721.65
2015-03-02,691.95
2015-03-03,688.95
2015-03-04,704.25
2015-03-05,692.85
2015-03-09,710.2
2015-03-10,707.05
2015-03-11,698.3
2015-03-12,689.9
2015-03-13,670.0
2015-03-16,676.75
2015-03-17,671.2
2015-03-18,673.6
2015-03-19,656.95
2015-03-20,645.45
2015-03-23,638.8
2015-03-24,650.2
2015-03-25,651.7
2015-03-26,652.65
2015-03-27,660.15
2015-03-30,665.9
2015-03-31,651.9
2015-04-01,663.9
2015-04-06,673.35
2015-04-07,697.65
2015-04-08,730.8
2015-04-09,751.5
2015-04-10,725.0
2015-04-13,711.55
2015-04-15,747.65
2015-04-16,734.7
2015-04-17,730.7
2015-04-20,724.45
2015-04-21,719.5
2015-04-22,714.75
2015-04-23,705.75
2015-04-24,677.5
2015-04-27,689.5
2015-04-28,694.75
2015-04-29,692.9
2015-04-30,727.55
2015-05-04,727.65
2015-05-05,716.75
2015-05-06,697.75
2015-05-07,681.5
2015-05-08,705.55
2015-05-11,842.3
2015-05-12,803.45
2015-05-13,811.3
2015-05-14,803.85
2015-05-15,805.5
2015-05-18,803.5
2015-05-19,803.9
2015-05-20,825.5
2015-05-21,840.9
2015-05-22,824.95
2015-05-25,830.55
2015-05-26,844.45
2015-05-27,846.1
2015-05-28,849.7
2015-05-29,849.8
2015-06-01,846.0
2015-06-02,842.15
2015-06-03,843.35
2015-06-04,841.5
2015-06-05,846.95
2015-06-08,848.25
2015-06-09,857.85
2015-06-10,846.1
2015-06-11,844.7
2015-06-12,842.35
2015-06-15,852.65
2015-06-16,897.45
2015-06-17,893.4
2015-06-18,890.7
2015-06-19,901.95
2015-06-22,892.75
2015-06-23,892.6
2015-06-24,893.95
2015-06-25,940.45
2015-06-26,920.7
2015-06-29,903.2
2015-06-30,944.9
2015-07-01,486.15
2015-07-02,488.45
2015-07-03,488.35
2015-07-06,507.5
2015-07-07,551.05
2015-07-08,547.65
2015-07-09,542.25
2015-07-10,519.8
2015-07-13,509.7
2015-07-14,505.8
2015-07-15,514.15
2015-07-16,510.0
2015-07-17,511.7
2015-07-20,520.55
2015-07-21,521.2
2015-07-22,549.05
2015-07-23,581.15
2015-07-24,570.2
2015-07-27,592.5
2015-07-28,558.4
2015-07-29,550.95
2015-07-30,551.85
2015-07-31,563.1
2015-08-03,576.35
2015-08-04,573.5
2015-08-05,565.2
2015-08-06,567.55
2015-08-07,562.3
2015-08-10,565.55
2015-08-11,562.95
2015-08-12,545.6
2015-08-13,534.0
2015-08-14,547.55
2015-08-17,552.5
2015-08-18,559.3
2015-08-19,554.0
2015-08-20,539.05
2015-08-21,554.5
2015-08-24,505.6
2015-08-25,481.15
2015-08-26,496.35
2015-08-27,539.65
2015-08-28,526.0
2015-08-31,521.65
2015-09-01,519.45
2015-09-02,511.5
2015-09-03,510.05
2015-09-04,496.9
2015-09-07,487.8
2015-09-08,477.65
2015-09-09,494.05
2015-09-10,513.2
2015-09-11,532.85
2015-09-14,536.1
2015-09-15,532.15
2015-09-16,534.15
2015-09-18,533.0
2015-09-21,527.15
2015-09-22,535.1
2015-09-23,534.95
2015-09-24,533.15
2015-09-28,528.95
2015-09-29,520.9
2015-09-30,529.55
2015-10-01,533.5
2015-10-05,533.85
2015-10-06,537.9
2015-10-07,548.7
2015-10-08,548.95
2015-10-09,548.4
2015-10-12,548.15
2015-10-13,539.2
2015-10-14,540.35
2015-10-15,538.15
2015-10-16,538.85
2015-10-19,537.2
2015-10-20,535.85
2015-10-21,538.05
2015-10-23,537.55
2015-10-26,526.55
2015-10-27,526.8
2015-10-28,522.65
2015-10-29,521.65
2015-10-30,519.4
2015-11-02,525.6
2015-11-03,522.3
2015-11-04,524.9
2015-11-05,520.25
2015-11-06,506.15
2015-11-09,522.35
2015-11-10,514.95
2015-11-11,517.9
2015-11-13,489.05
2015-11-16,473.35
2015-11-17,482.8
2015-11-18,488.7
2015-11-19,500.6
2015-11-20,500.9
2015-11-23,500.15
2015-11-24,500.05
2015-11-26,505.0
2015-11-27,500.15
2015-11-30,505.3
2015-12-01,501.95
2015-12-02,499.5
2015-12-03,488.85
2015-12-04,489.85
2015-12-07,492.8
2015-12-08,488.15
2015-12-09,483.25
2015-12-10,488.95
2015-12-11,482.1
2015-12-14,480.6
2015-12-15,487.0
2015-12-16,480.75
2015-12-17,490.7
2015-12-18,486.5
2015-12-21,482.65
2015-12-22,483.75
2015-12-23,487.15
2015-12-24,486.2
2015-12-28,489.8
2015-12-29,509.4
2015-12-30,505.95
2015-12-31,508.45
