Date,SAIL
2015-01-01,82.75
2015-01-02,82.85
2015-01-05,82.7
2015-01-06,78.65
2015-01-07,77.8
2015-01-08,79.15
2015-01-09,78.55
2015-01-12,80.0
2015-01-13,78.25
2015-01-14,77.05
2015-01-15,77.55
2015-01-16,76.95
2015-01-19,76.8
2015-01-20,77.95
2015-01-21,76.9
2015-01-22,77.9
2015-01-23,78.15
2015-01-27,78.75
2015-01-28,78.25
2015-01-29,78.7
2015-01-30,77.15
2015-02-02,75.55
2015-02-03,73.65
2015-02-04,74.1
2015-02-05,74.0
2015-02-06,73.65
2015-02-09,71.15
2015-02-10,69.7
2015-02-11,73.2
2015-02-12,73.3
2015-02-13,75.15
2015-02-16,74.95
2015-02-18,72.75
2015-02-19,74.8
2015-02-20,74.35
2015-02-23,73.5
2015-02-24,70.65
2015-02-25,70.05
2015-02-26,67.65
2015-02-27,70.3
2015-02-28,70.45
2015-03-02,69.8
2015-03-03,69.35
2015-03-04,67.8
2015-03-05,66.85
2015-03-09,65.75
2015-03-10,67.0
2015-03-11,66.05
2015-03-12,68.65
2015-03-13,67.75
2015-03-16,67.5
2015-03-17,68.8
2015-03-18,68.05
2015-03-19,68.05
2015-03-20,68.85
2015-03-23,69.75
2015-03-24,69.65
2015-03-25,70.05
2015-03-26,70.8
2015-03-27,68.9
2015-03-30,69.0
2015-03-31,67.4
2015-04-01,70.2
2015-04-06,69.3
2015-04-07,72.8
2015-04-08,72.3
2015-04-09,73.45
2015-04-10,75.1
2015-04-13,75.9
2015-04-15,75.0
2015-04-16,75.75
2015-04-17,77.15
2015-04-20,73.45
2015-04-21,73.95
2015-04-22,72.65
2015-04-23,74.0
2015-04-24,74.0
2015-04-27,74.0
2015-04-28,73.9
2015-04-29,73.7
2015-04-30,69.45
2015-05-04,71.55
2015-05-05,73.45
2015-05-06,70.65
2015-05-07,67.15
2015-05-08,67.5
2015-05-11,68.85
2015-05-12,67.0
2015-05-13,66.85
2015-05-14,66.95
2015-05-15,67.05
2015-05-18,67.3
2015-05-19,67.2
2015-05-20,67.05
2015-05-21,66.3
2015-05-22,66.05
2015-05-25,65.7
2015-05-26,66.0
2015-05-27,66.3
2015-05-28,65.8
2015-05-29,65.9
2015-06-01,66.3
2015-06-02,65.75
2015-06-03,65.0
2015-06-04,62.25
2015-06-05,63.9
2015-06-08,62.65
2015-06-09,62.65
2015-06-10,62.95
2015-06-11,60.85
2015-06-12,60.25
2015-06-15,59.25
2015-06-16,59.9
2015-06-17,61.2
2015-06-18,61.1
2015-06-19,60.45
2015-06-22,62.6
2015-06-23,63.0
2015-06-24,61.85
2015-06-25,62.8
2015-06-26,62.45
2015-06-29,60.1
2015-06-30,61.45
2015-07-01,64.45
2015-07-02,64.8
2015-07-03,63.15
2015-07-06,63.85
2015-07-07,63.2
2015-07-08,59.4
2015-07-09,59.8
2015-07-10,59.1
2015-07-13,58.35
2015-07-14,58.0
2015-07-15,57.5
2015-07-16,57.7
2015-07-17,58.2
2015-07-20,57.7
2015-07-21,56.75
2015-07-22,58.0
2015-07-23,58.9
2015-07-24,58.15
2015-07-27,56.55
2015-07-28,58.0
2015-07-29,58.45
2015-07-30,58.4
2015-07-31,56.2
2015-08-03,56.6
2015-08-04,58.95
2015-08-05,60.4
2015-08-06,61.3
2015-08-07,61.15
2015-08-10,59.9
2015-08-11,58.05
2015-08-12,58.1
2015-08-13,56.05
2015-08-14,56.55
2015-08-17,57.4
2015-08-18,57.15
2015-08-19,57.55
2015-08-20,56.25
2015-08-21,55.65
2015-08-24,50.35
2015-08-25,50.95
2015-08-26,49.05
2015-08-27,50.65
2015-08-28,52.05
2015-08-31,49.75
2015-09-01,46.95
2015-09-02,46.55
2015-09-03,48.8
2015-09-04,47.2
2015-09-07,47.65
2015-09-08,51.6
2015-09-09,54.1
2015-09-10,52.15
2015-09-11,51.05
2015-09-14,52.05
2015-09-15,50.25
2015-09-16,51.95
2015-09-18,51.95
2015-09-21,51.7
2015-09-22,50.7
2015-09-23,50.8
2015-09-24,53.0
2015-09-28,51.65
2015-09-29,50.35
2015-09-30,51.35
2015-10-01,50.65
2015-10-05,51.95
2015-10-06,52.9
2015-10-07,55.05
2015-10-08,54.75
2015-10-09,55.9
2015-10-12,56.25
2015-10-13,56.15
2015-10-14,57.15
2015-10-15,57.15
2015-10-16,55.75
2015-10-19,55.55
2015-10-20,55.35
2015-10-21,55.55
2015-10-23,55.55
2015-10-26,56.4
2015-10-27,54.85
2015-10-28,54.25
2015-10-29,52.85
2015-10-30,53.35
2015-11-02,51.55
2015-11-03,51.05
2015-11-04,50.4
2015-11-05,49.05
2015-11-06,47.05
2015-11-09,46.3
2015-11-10,45.3
2015-11-11,45.7
2015-11-13,44.8
2015-11-16,45.1
2015-11-17,45.45
2015-11-18,44.25
2015-11-19,44.7
2015-11-20,44.4
2015-11-23,43.95
2015-11-24,43.95
2015-11-26,43.95
2015-11-27,45.55
2015-11-30,45.7
2015-12-01,46.7
2015-12-02,47.55
2015-12-03,46.7
2015-12-04,46.7
2015-12-07,46.5
2015-12-08,44.45
2015-12-09,43.65
2015-12-10,44.3
2015-12-11,44.9
2015-12-14,45.65
2015-12-15,45.15
2015-12-16,45.15
2015-12-17,48.05
2015-12-18,47.45
2015-12-21,48.45
2015-12-22,47.55
2015-12-23,48.5
2015-12-24,48.85
2015-12-28,48.25
2015-12-29,47.85
2015-12-30,47.55
2015-12-31,48.35
