Date,EVEREADY
2015-01-01,179.55
2015-01-02,179.5
2015-01-05,182.6
2015-01-06,175.55
2015-01-07,173.8
2015-01-08,175.35
2015-01-09,175.35
2015-01-12,176.4
2015-01-13,176.3
2015-01-14,183.9
2015-01-15,186.55
2015-01-16,187.25
2015-01-19,190.55
2015-01-20,196.55
2015-01-21,206.4
2015-01-22,213.65
2015-01-23,216.3
2015-01-27,214.2
2015-01-28,215.5
2015-01-29,211.8
2015-01-30,206.1
2015-02-02,204.25
2015-02-03,206.5
2015-02-04,203.3
2015-02-05,203.25
2015-02-06,195.75
2015-02-09,193.25
2015-02-10,192.65
2015-02-11,196.05
2015-02-12,196.1
2015-02-13,199.9
2015-02-16,199.1
2015-02-18,203.8
2015-02-19,203.45
2015-02-20,202.25
2015-02-23,207.45
2015-02-24,205.6
2015-02-25,205.9
2015-02-26,204.65
2015-02-27,209.6
2015-02-28,208.85
2015-03-02,223.4
2015-03-03,229.6
2015-03-04,240.0
2015-03-05,266.85
2015-03-09,277.4
2015-03-10,281.05
2015-03-11,270.6
2015-03-12,272.55
2015-03-13,264.2
2015-03-16,274.15
2015-03-17,266.9
2015-03-18,266.25
2015-03-19,266.7
2015-03-20,260.75
2015-03-23,261.8
2015-03-24,261.85
2015-03-25,261.2
2015-03-26,253.1
2015-03-27,247.1
2015-03-30,258.45
2015-03-31,260.7
2015-04-01,270.45
2015-04-06,277.35
2015-04-07,282.7
2015-04-08,286.65
2015-04-09,287.3
2015-04-10,294.6
2015-04-13,305.7
2015-04-15,302.0
2015-04-16,305.0
2015-04-17,304.85
2015-04-20,292.0
2015-04-21,283.85
2015-04-22,290.25
2015-04-23,306.45
2015-04-24,298.15
2015-04-27,280.5
2015-04-28,281.45
2015-04-29,280.95
2015-04-30,275.8
2015-05-04,290.55
2015-05-05,288.8
2015-05-06,272.7
2015-05-07,249.1
2015-05-08,264.1
2015-05-11,271.15
2015-05-12,263.35
2015-05-13,263.5
2015-05-14,260.55
2015-05-15,260.85
2015-05-18,266.3
2015-05-19,264.05
2015-05-20,263.35
2015-05-21,258.9
2015-05-22,270.05
2015-05-25,273.5
2015-05-26,282.8
2015-05-27,283.1
2015-05-28,285.45
2015-05-29,311.5
2015-06-01,313.8
2015-06-02,311.95
2015-06-03,298.8
2015-06-04,299.55
2015-06-05,304.6
2015-06-08,303.05
2015-06-09,301.1
2015-06-10,301.75
2015-06-11,291.75
2015-06-12,291.0
2015-06-15,304.75
2015-06-16,302.9
2015-06-17,303.1
2015-06-18,298.3
2015-06-19,304.6
2015-06-22,320.5
2015-06-23,334.8
2015-06-24,339.85
2015-06-25,335.75
2015-06-26,329.85
2015-06-29,319.5
2015-06-30,327.4
2015-07-01,330.4
2015-07-02,321.6
2015-07-03,330.3
2015-07-06,332.05
2015-07-07,337.0
2015-07-08,341.1
2015-07-09,354.15
2015-07-10,359.85
2015-07-13,365.25
2015-07-14,366.8
2015-07-15,366.5
2015-07-16,363.45
2015-07-17,366.55
2015-07-20,367.8
2015-07-21,365.1
2015-07-22,364.15
2015-07-23,367.1
2015-07-24,356.95
2015-07-27,352.15
2015-07-28,345.2
2015-07-29,338.75
2015-07-30,330.15
2015-07-31,329.55
2015-08-03,325.55
2015-08-04,345.35
2015-08-05,350.95
2015-08-06,357.8
2015-08-07,351.75
2015-08-10,355.5
2015-08-11,343.15
2015-08-12,330.4
2015-08-13,328.4
2015-08-14,338.5
2015-08-17,334.7
2015-08-18,330.5
2015-08-19,334.7
2015-08-20,326.7
2015-08-21,320.8
2015-08-24,272.6
2015-08-25,265.55
2015-08-26,252.8
2015-08-27,278.85
2015-08-28,289.2
2015-08-31,288.35
2015-09-01,264.8
2015-09-02,259.0
2015-09-03,262.4
2015-09-04,259.4
2015-09-07,255.75
2015-09-08,254.95
2015-09-09,267.6
2015-09-10,263.95
2015-09-11,270.2
2015-09-14,275.4
2015-09-15,275.5
2015-09-16,277.25
2015-09-18,283.75
2015-09-21,287.1
2015-09-22,284.25
2015-09-23,284.7
2015-09-24,281.8
2015-09-28,280.7
2015-09-29,280.1
2015-09-30,289.5
2015-10-01,289.45
2015-10-05,297.95
2015-10-06,300.85
2015-10-07,297.15
2015-10-08,297.15
2015-10-09,292.4
2015-10-12,299.55
2015-10-13,300.05
2015-10-14,306.05
2015-10-15,303.0
2015-10-16,301.05
2015-10-19,298.0
2015-10-20,298.65
2015-10-21,299.55
2015-10-23,298.5
2015-10-26,300.3
2015-10-27,299.15
2015-10-28,291.05
2015-10-29,291.25
2015-10-30,275.5
2015-11-02,279.85
2015-11-03,274.65
2015-11-04,278.9
2015-11-05,262.25
2015-11-06,264.85
2015-11-09,274.25
2015-11-10,271.25
2015-11-11,277.2
2015-11-13,271.15
2015-11-16,264.9
2015-11-17,271.5
2015-11-18,271.6
2015-11-19,280.5
2015-11-20,280.15
2015-11-23,280.65
2015-11-24,283.6
2015-11-26,279.85
2015-11-27,285.45
2015-11-30,284.9
2015-12-01,285.45
2015-12-02,290.4
2015-12-03,285.45
2015-12-04,284.25
2015-12-07,288.75
2015-12-08,289.5
2015-12-09,284.7
2015-12-10,284.85
2015-12-11,281.55
2015-12-14,279.5
2015-12-15,280.8
2015-12-16,283.65
2015-12-17,285.75
2015-12-18,291.0
2015-12-21,296.5
2015-12-22,295.05
2015-12-23,295.7
2015-12-24,298.3
2015-12-28,302.0
2015-12-29,300.0
2015-12-30,300.3
2015-12-31,301.35
