Date,HTMEDIA
2015-01-01,128.7
2015-01-02,128.65
2015-01-05,126.9
2015-01-06,124.25
2015-01-07,122.95
2015-01-08,123.6
2015-01-09,123.8
2015-01-12,123.7
2015-01-13,122.8
2015-01-14,122.35
2015-01-15,122.05
2015-01-16,126.9
2015-01-19,127.1
2015-01-20,131.95
2015-01-21,130.0
2015-01-22,130.05
2015-01-23,129.15
2015-01-27,129.05
2015-01-28,130.45
2015-01-29,130.0
2015-01-30,134.3
2015-02-02,138.9
2015-02-03,134.85
2015-02-04,133.0
2015-02-05,134.8
2015-02-06,133.65
2015-02-09,133.05
2015-02-10,135.6
2015-02-11,135.5
2015-02-12,135.95
2015-02-13,131.95
2015-02-16,134.7
2015-02-18,140.5
2015-02-19,139.75
2015-02-20,143.4
2015-02-23,140.8
2015-02-24,135.35
2015-02-25,133.0
2015-02-26,135.25
2015-02-27,133.8
2015-02-28,133.25
2015-03-02,133.45
2015-03-03,135.55
2015-03-04,135.8
2015-03-05,135.95
2015-03-09,133.25
2015-03-10,130.35
2015-03-11,132.3
2015-03-12,127.8
2015-03-13,128.4
2015-03-16,126.1
2015-03-17,124.95
2015-03-18,123.85
2015-03-19,122.45
2015-03-20,121.8
2015-03-23,122.75
2015-03-24,124.3
2015-03-25,126.55
2015-03-26,123.75
2015-03-27,123.4
2015-03-30,122.25
2015-03-31,124.45
2015-04-01,122.65
2015-04-06,120.15
2015-04-07,121.85
2015-04-08,118.9
2015-04-09,118.6
2015-04-10,119.35
2015-04-13,120.85
2015-04-15,118.0
2015-04-16,112.55
2015-04-17,113.5
2015-04-20,115.05
2015-04-21,114.35
2015-04-22,112.55
2015-04-23,111.25
2015-04-24,111.05
2015-04-27,109.7
2015-04-28,107.0
2015-04-29,107.3
2015-04-30,107.6
2015-05-04,107.25
2015-05-05,107.7
2015-05-06,104.5
2015-05-07,102.85
2015-05-08,102.3
2015-05-11,100.0
2015-05-12,99.6
2015-05-13,97.85
2015-05-14,98.4
2015-05-15,99.55
2015-05-18,98.0
2015-05-19,95.95
2015-05-20,95.95
2015-05-21,98.25
2015-05-22,97.9
2015-05-25,96.65
2015-05-26,95.7
2015-05-27,96.35
2015-05-28,95.45
2015-05-29,95.9
2015-06-01,96.05
2015-06-02,97.0
2015-06-03,94.9
2015-06-04,94.0
2015-06-05,96.8
2015-06-08,96.05
2015-06-09,95.05
2015-06-10,95.1
2015-06-11,92.95
2015-06-12,91.65
2015-06-15,91.7
2015-06-16,90.2
2015-06-17,87.45
2015-06-18,92.2
2015-06-19,92.8
2015-06-22,96.0
2015-06-23,95.7
2015-06-24,92.45
2015-06-25,90.6
2015-06-26,93.4
2015-06-29,91.3
2015-06-30,92.3
2015-07-01,93.8
2015-07-02,92.1
2015-07-03,91.35
2015-07-06,92.75
2015-07-07,93.6
2015-07-08,92.15
2015-07-09,94.1
2015-07-10,94.15
2015-07-13,95.25
2015-07-14,99.65
2015-07-15,91.0
2015-07-16,87.25
2015-07-17,91.45
2015-07-20,92.25
2015-07-21,91.1
2015-07-22,92.55
2015-07-23,91.65
2015-07-24,89.1
2015-07-27,88.35
2015-07-28,88.8
2015-07-29,89.15
2015-07-30,88.2
2015-07-31,87.85
2015-08-03,86.05
2015-08-04,83.65
2015-08-05,86.55
2015-08-06,87.4
2015-08-07,88.5
2015-08-10,87.45
2015-08-11,85.4
2015-08-12,84.85
2015-08-13,83.95
2015-08-14,85.2
2015-08-17,86.8
2015-08-18,86.8
2015-08-19,87.65
2015-08-20,86.65
2015-08-21,86.25
2015-08-24,84.0
2015-08-25,83.95
2015-08-26,83.8
2015-08-27,83.15
2015-08-28,82.4
2015-08-31,81.7
2015-09-01,79.6
2015-09-02,78.05
2015-09-03,78.15
2015-09-04,76.6
2015-09-07,74.75
2015-09-08,74.2
2015-09-09,77.05
2015-09-10,77.0
2015-09-11,81.85
2015-09-14,83.85
2015-09-15,83.25
2015-09-16,84.0
2015-09-18,83.25
2015-09-21,82.4
2015-09-22,81.5
2015-09-23,83.45
2015-09-24,82.8
2015-09-28,83.4
2015-09-29,80.5
2015-09-30,81.45
2015-10-01,84.2
2015-10-05,82.8
2015-10-06,81.4
2015-10-07,80.2
2015-10-08,79.85
2015-10-09,79.3
2015-10-12,81.6
2015-10-13,84.3
2015-10-14,90.85
2015-10-15,93.55
2015-10-16,94.5
2015-10-19,94.25
2015-10-20,92.9
2015-10-21,91.25
2015-10-23,92.35
2015-10-26,90.5
2015-10-27,90.95
2015-10-28,83.7
2015-10-29,83.25
2015-10-30,82.55
2015-11-02,81.9
2015-11-03,81.3
2015-11-04,80.15
2015-11-05,77.9
2015-11-06,78.0
2015-11-09,75.0
2015-11-10,75.15
2015-11-11,77.55
2015-11-13,74.95
2015-11-16,75.6
2015-11-17,77.0
2015-11-18,76.65
2015-11-19,77.6
2015-11-20,76.5
2015-11-23,78.25
2015-11-24,80.5
2015-11-26,79.25
2015-11-27,79.05
2015-11-30,82.05
2015-12-01,82.95
2015-12-02,81.9
2015-12-03,79.5
2015-12-04,79.45
2015-12-07,78.9
2015-12-08,79.0
2015-12-09,79.4
2015-12-10,79.8
2015-12-11,80.35
2015-12-14,80.0
2015-12-15,79.6
2015-12-16,79.9
2015-12-17,82.15
2015-12-18,82.4
2015-12-21,86.9
2015-12-22,86.2
2015-12-23,85.05
2015-12-24,90.75
2015-12-28,92.9
2015-12-29,91.55
2015-12-30,92.6
2015-12-31,92.2
