Date,WELENT
2015-01-01,27.45
2015-01-02,26.95
2015-01-05,25.9
2015-01-06,25.5
2015-01-07,25.75
2015-01-08,25.85
2015-01-09,25.55
2015-01-12,25.85
2015-01-13,25.7
2015-01-14,25.25
2015-01-15,26.4
2015-01-16,26.15
2015-01-19,26.0
2015-01-20,25.45
2015-01-21,25.25
2015-01-22,26.4
2015-01-23,26.05
2015-01-27,31.25
2015-01-28,30.05
2015-01-29,29.2
2015-01-30,28.35
2015-02-02,29.3
2015-02-03,29.5
2015-02-04,29.5
2015-02-05,29.5
2015-02-06,27.55
2015-02-09,27.35
2015-02-10,26.55
2015-02-11,27.6
2015-02-12,26.75
2015-02-13,26.9
2015-02-16,26.15
2015-02-18,28.15
2015-02-19,27.3
2015-02-20,28.1
2015-02-23,28.9
2015-02-24,28.85
2015-02-25,29.0
2015-02-26,28.85
2015-02-27,30.1
2015-02-28,30.3
2015-03-02,30.95
2015-03-03,31.65
2015-03-04,30.6
2015-03-05,31.05
2015-03-09,33.8
2015-03-10,33.3
2015-03-11,32.2
2015-03-12,32.1
2015-03-13,31.05
2015-03-16,31.0
2015-03-17,31.1
2015-03-18,29.95
2015-03-19,31.0
2015-03-20,30.9
2015-03-23,30.5
2015-03-24,31.55
2015-03-25,30.6
2015-03-26,31.0
2015-03-27,30.5
2015-03-30,31.3
2015-03-31,31.6
2015-04-01,32.4
2015-04-06,30.85
2015-04-07,30.95
2015-04-08,30.9
2015-04-09,30.5
2015-04-10,29.75
2015-04-13,31.6
2015-04-15,32.6
2015-04-16,31.4
2015-04-17,31.55
2015-04-20,30.9
2015-04-21,33.2
2015-04-22,36.0
2015-04-23,36.1
2015-04-24,35.15
2015-04-27,32.05
2015-04-28,35.45
2015-04-29,39.65
2015-04-30,37.4
2015-05-04,41.8
2015-05-05,42.3
2015-05-06,44.6
2015-05-07,41.0
2015-05-08,41.2
2015-05-11,44.15
2015-05-12,43.25
2015-05-13,44.6
2015-05-14,45.25
2015-05-15,45.0
2015-05-18,50.55
2015-05-19,50.8
2015-05-20,48.9
2015-05-21,47.85
2015-05-22,47.25
2015-05-25,47.5
2015-05-26,44.95
2015-05-27,44.7
2015-05-28,42.6
2015-05-29,44.95
2015-06-01,42.55
2015-06-02,41.8
2015-06-03,38.55
2015-06-04,39.6
2015-06-05,39.85
2015-06-08,39.25
2015-06-09,37.55
2015-06-10,38.8
2015-06-11,37.15
2015-06-12,37.65
2015-06-15,37.1
2015-06-16,37.7
2015-06-17,36.55
2015-06-18,39.4
2015-06-19,38.8
2015-06-22,39.35
2015-06-23,39.9
2015-06-24,38.85
2015-06-25,40.0
2015-06-26,39.8
2015-06-29,38.85
2015-06-30,42.95
2015-07-01,45.75
2015-07-02,46.6
2015-07-03,46.15
2015-07-06,52.25
2015-07-07,48.9
2015-07-08,51.75
2015-07-09,52.7
2015-07-10,52.4
2015-07-13,50.7
2015-07-14,50.1
2015-07-15,49.75
2015-07-16,50.05
2015-07-17,50.0
2015-07-20,51.65
2015-07-21,51.65
2015-07-22,51.3
2015-07-23,51.15
2015-07-24,50.65
2015-07-27,49.6
2015-07-28,49.65
2015-07-29,53.8
2015-07-30,61.1
2015-07-31,61.9
2015-08-03,69.95
2015-08-04,71.95
2015-08-05,77.5
2015-08-06,71.1
2015-08-07,69.95
2015-08-10,68.4
2015-08-11,70.75
2015-08-12,66.05
2015-08-13,59.45
2015-08-14,56.9
2015-08-17,57.45
2015-08-18,56.05
2015-08-19,58.85
2015-08-20,59.65
2015-08-21,57.05
2015-08-24,54.2
2015-08-25,51.5
2015-08-26,49.05
2015-08-27,51.5
2015-08-28,54.05
2015-08-31,54.85
2015-09-01,55.4
2015-09-02,58.15
2015-09-03,60.6
2015-09-04,60.65
2015-09-07,56.95
2015-09-08,54.05
2015-09-09,55.9
2015-09-10,55.7
2015-09-11,56.05
2015-09-14,56.15
2015-09-15,56.1
2015-09-16,53.4
2015-09-18,56.85
2015-09-21,56.65
2015-09-22,53.9
2015-09-23,55.9
2015-09-24,56.4
2015-09-28,54.6
2015-09-29,54.55
2015-09-30,54.25
2015-10-01,53.65
2015-10-05,56.85
2015-10-06,55.9
2015-10-07,54.35
2015-10-08,55.4
2015-10-09,54.2
2015-10-12,53.4
2015-10-13,53.15
2015-10-14,54.5
2015-10-15,55.55
2015-10-16,57.05
2015-10-19,56.95
2015-10-20,55.6
2015-10-21,55.35
2015-10-23,54.55
2015-10-26,53.75
2015-10-27,53.15
2015-10-28,53.25
2015-10-29,52.75
2015-10-30,52.35
2015-11-02,50.05
2015-11-03,52.4
2015-11-04,53.45
2015-11-05,51.0
2015-11-06,53.1
2015-11-09,51.8
2015-11-10,51.3
2015-11-11,53.4
2015-11-13,51.05
2015-11-16,51.1
2015-11-17,50.2
2015-11-18,49.85
2015-11-19,49.3
2015-11-20,48.05
2015-11-23,48.3
2015-11-24,53.1
2015-11-26,52.45
2015-11-27,52.25
2015-11-30,53.4
2015-12-01,53.35
2015-12-02,52.95
2015-12-03,53.85
2015-12-04,52.65
2015-12-07,51.5
2015-12-08,50.65
2015-12-09,48.1
2015-12-10,48.25
2015-12-11,47.3
2015-12-14,47.75
2015-12-15,48.05
2015-12-16,50.8
2015-12-17,51.5
2015-12-18,52.45
2015-12-21,52.4
2015-12-22,51.65
2015-12-23,57.85
2015-12-24,57.15
2015-12-28,59.3
2015-12-29,60.65
2015-12-30,60.95
2015-12-31,64.0
