Date,CEATLTD
2015-01-01,872.2
2015-01-02,880.1
2015-01-05,878.5
2015-01-06,847.65
2015-01-07,851.4
2015-01-08,867.85
2015-01-09,862.3
2015-01-12,862.1
2015-01-13,868.1
2015-01-14,850.1
2015-01-15,844.45
2015-01-16,834.7
2015-01-19,826.0
2015-01-20,827.55
2015-01-21,815.6
2015-01-22,811.45
2015-01-23,795.0
2015-01-27,813.75
2015-01-28,810.35
2015-01-29,808.7
2015-01-30,819.8
2015-02-02,824.9
2015-02-03,820.25
2015-02-04,808.1
2015-02-05,804.5
2015-02-06,750.65
2015-02-09,734.6
2015-02-10,721.65
2015-02-11,715.15
2015-02-12,723.1
2015-02-13,718.65
2015-02-16,816.7
2015-02-18,790.6
2015-02-19,808.0
2015-02-20,794.3
2015-02-23,769.7
2015-02-24,755.05
2015-02-25,741.75
2015-02-26,737.8
2015-02-27,754.45
2015-02-28,749.1
2015-03-02,771.85
2015-03-03,776.85
2015-03-04,760.05
2015-03-05,779.15
2015-03-09,777.95
2015-03-10,806.05
2015-03-11,803.95
2015-03-12,789.05
2015-03-13,780.65
2015-03-16,773.2
2015-03-17,771.85
2015-03-18,780.1
2015-03-19,775.0
2015-03-20,762.25
2015-03-23,763.15
2015-03-24,766.6
2015-03-25,763.9
2015-03-26,755.75
2015-03-27,752.8
2015-03-30,768.8
2015-03-31,804.45
2015-04-01,826.7
2015-04-06,832.95
2015-04-07,824.9
2015-04-08,834.7
2015-04-09,829.7
2015-04-10,876.3
2015-04-13,931.45
2015-04-15,903.55
2015-04-16,886.55
2015-04-17,906.5
2015-04-20,901.8
2015-04-21,829.8
2015-04-22,799.0
2015-04-23,816.65
2015-04-24,780.0
2015-04-27,733.8
2015-04-28,737.05
2015-04-29,745.3
2015-04-30,761.65
2015-05-04,766.6
2015-05-05,769.3
2015-05-06,741.3
2015-05-07,725.7
2015-05-08,732.3
2015-05-11,733.5
2015-05-12,717.25
2015-05-13,718.85
2015-05-14,735.5
2015-05-15,737.1
2015-05-18,793.65
2015-05-19,799.4
2015-05-20,801.2
2015-05-21,788.15
2015-05-22,767.3
2015-05-25,782.35
2015-05-26,762.35
2015-05-27,759.1
2015-05-28,754.6
2015-05-29,776.45
2015-06-01,786.15
2015-06-02,751.5
2015-06-03,730.75
2015-06-04,701.4
2015-06-05,681.0
2015-06-08,657.7
2015-06-09,613.8
2015-06-10,628.5
2015-06-11,634.3
2015-06-12,624.35
2015-06-15,622.55
2015-06-16,634.8
2015-06-17,652.95
2015-06-18,659.5
2015-06-19,658.3
2015-06-22,672.9
2015-06-23,675.1
2015-06-24,663.45
2015-06-25,676.25
2015-06-26,669.85
2015-06-29,637.1
2015-06-30,662.2
2015-07-01,707.95
2015-07-02,724.05
2015-07-03,708.65
2015-07-06,698.25
2015-07-07,700.65
2015-07-08,689.65
2015-07-09,692.55
2015-07-10,690.2
2015-07-13,705.2
2015-07-14,716.95
2015-07-15,716.5
2015-07-16,728.95
2015-07-17,744.85
2015-07-20,769.9
2015-07-21,755.35
2015-07-22,778.75
2015-07-23,805.65
2015-07-24,782.8
2015-07-27,790.9
2015-07-28,819.25
2015-07-29,880.55
2015-07-30,883.75
2015-07-31,915.25
2015-08-03,927.35
2015-08-04,1000.5
2015-08-05,998.55
2015-08-06,972.45
2015-08-07,1021.2
2015-08-10,1018.65
2015-08-11,986.6
2015-08-12,968.65
2015-08-13,1003.7
2015-08-14,1056.15
2015-08-17,1069.2
2015-08-18,1110.9
2015-08-19,1123.25
2015-08-20,1123.2
2015-08-21,1169.65
2015-08-24,1021.45
2015-08-25,1038.65
2015-08-26,1070.6
2015-08-27,1112.2
2015-08-28,1100.7
2015-08-31,1097.5
2015-09-01,1075.45
2015-09-02,1133.3
2015-09-03,1117.65
2015-09-04,1093.6
2015-09-07,1071.9
2015-09-08,1111.25
2015-09-09,1140.25
2015-09-10,1220.25
2015-09-11,1216.1
2015-09-14,1206.85
2015-09-15,1212.25
2015-09-16,1191.55
2015-09-18,1199.35
2015-09-21,1260.15
2015-09-22,1245.65
2015-09-23,1249.45
2015-09-24,1273.55
2015-09-28,1258.45
2015-09-29,1260.95
2015-09-30,1281.95
2015-10-01,1258.8
2015-10-05,1271.45
2015-10-06,1299.55
2015-10-07,1288.55
2015-10-08,1265.7
2015-10-09,1216.35
2015-10-12,1213.0
2015-10-13,1219.35
2015-10-14,1217.55
2015-10-15,1237.65
2015-10-16,1262.25
2015-10-19,1248.9
2015-10-20,1265.05
2015-10-21,1240.2
2015-10-23,1225.45
2015-10-26,1181.85
2015-10-27,1177.3
2015-10-28,1143.6
2015-10-29,1100.45
2015-10-30,1081.55
2015-11-02,1105.35
2015-11-03,1106.6
2015-11-04,1067.5
2015-11-05,1025.25
2015-11-06,1014.3
2015-11-09,989.75
2015-11-10,974.8
2015-11-11,985.3
2015-11-13,984.45
2015-11-16,983.5
2015-11-17,1056.0
2015-11-18,1043.05
2015-11-19,1049.05
2015-11-20,1041.0
2015-11-23,1055.9
2015-11-24,1062.05
2015-11-26,1033.3
2015-11-27,1017.75
2015-11-30,1025.85
2015-12-01,1048.85
2015-12-02,1068.65
2015-12-03,1044.55
2015-12-04,1020.7
2015-12-07,1037.5
2015-12-08,1027.45
2015-12-09,987.85
2015-12-10,1018.95
2015-12-11,1013.6
2015-12-14,1019.3
2015-12-15,1015.95
2015-12-16,1018.45
2015-12-17,1036.4
2015-12-18,1028.4
2015-12-21,1036.1
2015-12-22,1054.2
2015-12-23,1057.2
2015-12-24,1047.25
2015-12-28,1061.95
2015-12-29,1054.0
2015-12-30,1049.0
2015-12-31,1051.4
