Date,AMDIND
2015-01-01,23.55
2015-01-02,23.6
2015-01-05,23.45
2015-01-06,23.05
2015-01-07,23.15
2015-01-08,23.7
2015-01-09,23.05
2015-01-12,22.95
2015-01-13,23.0
2015-01-14,23.15
2015-01-15,23.05
2015-01-16,23.1
2015-01-19,23.9
2015-01-20,25.75
2015-01-21,25.65
2015-01-22,24.9
2015-01-23,24.05
2015-01-27,23.8
2015-01-28,23.3
2015-01-29,23.7
2015-01-30,23.9
2015-02-02,24.3
2015-02-03,24.85
2015-02-04,26.35
2015-02-05,27.6
2015-02-06,27.05
2015-02-09,24.7
2015-02-10,24.05
2015-02-11,21.35
2015-02-12,21.65
2015-02-13,21.75
2015-02-16,21.5
2015-02-18,22.0
2015-02-19,22.55
2015-02-20,21.6
2015-02-23,21.6
2015-02-24,22.1
2015-02-25,21.55
2015-02-26,21.25
2015-02-27,21.15
2015-02-28,22.0
2015-03-02,20.9
2015-03-03,20.45
2015-03-04,20.55
2015-03-05,20.4
2015-03-09,21.0
2015-03-10,21.0
2015-03-11,21.55
2015-03-12,22.55
2015-03-13,22.15
2015-03-16,21.8
2015-03-17,22.2
2015-03-18,23.7
2015-03-19,24.0
2015-03-20,22.0
2015-03-23,21.85
2015-03-24,21.95
2015-03-25,21.4
2015-03-26,21.65
2015-03-27,20.25
2015-03-30,20.7
2015-03-31,20.85
2015-04-01,22.3
2015-04-06,21.55
2015-04-07,21.8
2015-04-08,22.45
2015-04-09,22.95
2015-04-10,22.4
2015-04-13,22.4
2015-04-15,22.7
2015-04-16,22.15
2015-04-17,22.6
2015-04-20,22.0
2015-04-21,22.5
2015-04-22,22.0
2015-04-23,21.75
2015-04-24,22.0
2015-04-27,21.9
2015-04-28,22.5
2015-04-29,22.4
2015-04-30,22.9
2015-05-04,22.65
2015-05-05,23.0
2015-05-06,22.5
2015-05-07,22.0
2015-05-08,22.0
2015-05-11,22.0
2015-05-12,22.65
2015-05-13,22.95
2015-05-14,22.75
2015-05-15,22.05
2015-05-18,22.55
2015-05-19,22.1
2015-05-20,22.55
2015-05-21,22.3
2015-05-22,22.3
2015-05-25,22.6
2015-05-26,21.9
2015-05-27,23.2
2015-05-28,23.55
2015-05-29,23.0
2015-06-01,23.0
2015-06-02,22.9
2015-06-03,22.3
2015-06-04,22.0
2015-06-05,21.5
2015-06-08,21.4
2015-06-09,21.0
2015-06-10,21.2
2015-06-11,21.0
2015-06-12,20.75
2015-06-15,19.85
2015-06-16,20.45
2015-06-17,20.7
2015-06-18,21.2
2015-06-19,21.2
2015-06-22,22.45
2015-06-23,22.25
2015-06-24,21.8
2015-06-25,22.9
2015-06-26,22.95
2015-06-29,23.2
2015-06-30,22.0
2015-07-01,22.3
2015-07-02,22.55
2015-07-03,22.35
2015-07-06,22.15
2015-07-07,24.35
2015-07-08,23.2
2015-07-09,24.0
2015-07-10,24.7
2015-07-13,25.85
2015-07-14,28.45
2015-07-15,28.1
2015-07-16,26.4
2015-07-17,26.25
2015-07-20,26.7
2015-07-21,26.95
2015-07-22,27.5
2015-07-23,28.25
2015-07-24,27.15
2015-07-27,26.9
2015-07-28,26.6
2015-07-29,25.75
2015-07-30,26.1
2015-07-31,26.2
2015-08-03,27.4
2015-08-04,26.1
2015-08-05,26.45
2015-08-06,29.6
2015-08-07,28.55
2015-08-10,28.55
2015-08-11,29.25
2015-08-12,28.5
2015-08-13,28.35
2015-08-14,28.35
2015-08-17,28.05
2015-08-18,29.35
2015-08-19,29.4
2015-08-20,28.8
2015-08-21,28.55
2015-08-24,25.3
2015-08-25,25.0
2015-08-26,24.9
2015-08-27,25.65
2015-08-28,25.4
2015-08-31,25.6
2015-09-01,25.55
2015-09-02,25.05
2015-09-03,25.45
2015-09-04,24.15
2015-09-07,23.5
2015-09-08,24.25
2015-09-09,25.4
2015-09-10,25.45
2015-09-11,25.0
2015-09-14,25.45
2015-09-15,25.85
2015-09-16,25.6
2015-09-18,25.9
2015-09-21,25.55
2015-09-22,25.4
2015-09-23,24.95
2015-09-24,26.0
2015-09-28,25.8
2015-09-29,25.8
2015-09-30,25.7
2015-10-01,25.15
2015-10-05,25.7
2015-10-06,25.85
2015-10-07,26.3
2015-10-08,25.7
2015-10-09,26.5
2015-10-12,26.15
2015-10-13,26.1
2015-10-14,26.65
2015-10-15,26.85
2015-10-16,27.0
2015-10-19,26.85
2015-10-20,26.1
2015-10-21,26.45
2015-10-23,26.15
2015-10-26,26.9
2015-10-27,26.25
2015-10-28,26.1
2015-10-29,26.1
2015-10-30,25.65
2015-11-02,25.75
2015-11-03,26.1
2015-11-04,27.15
2015-11-05,23.35
2015-11-06,22.3
2015-11-09,22.35
2015-11-10,22.2
2015-11-11,23.0
2015-11-13,22.9
2015-11-16,22.85
2015-11-17,22.9
2015-11-18,22.75
2015-11-19,23.15
2015-11-20,23.45
2015-11-23,23.85
2015-11-24,24.0
2015-11-26,24.0
2015-11-27,24.2
2015-11-30,24.4
2015-12-01,25.0
2015-12-02,25.45
2015-12-03,30.3
2015-12-04,29.55
2015-12-07,28.7
2015-12-08,27.15
2015-12-09,24.25
2015-12-10,26.15
2015-12-11,25.25
2015-12-14,28.2
2015-12-15,28.15
2015-12-16,27.7
2015-12-17,27.25
2015-12-18,26.6
2015-12-21,27.25
2015-12-22,27.45
2015-12-23,28.0
2015-12-24,29.05
2015-12-28,34.85
2015-12-29,31.8
2015-12-30,31.5
2015-12-31,31.25
