Date,HARRMALAYA
2015-01-01,54.6
2015-01-02,54.9
2015-01-05,55.9
2015-01-06,53.3
2015-01-07,53.1
2015-01-08,54.8
2015-01-09,53.7
2015-01-12,53.25
2015-01-13,53.25
2015-01-14,53.5
2015-01-15,54.15
2015-01-16,52.6
2015-01-19,53.3
2015-01-20,53.55
2015-01-21,52.65
2015-01-22,52.05
2015-01-23,50.5
2015-01-27,52.2
2015-01-28,51.5
2015-01-29,51.15
2015-01-30,50.1
2015-02-02,50.85
2015-02-03,50.15
2015-02-04,50.2
2015-02-05,49.2
2015-02-06,47.1
2015-02-09,45.45
2015-02-10,45.85
2015-02-11,46.8
2015-02-12,48.2
2015-02-13,50.25
2015-02-16,49.65
2015-02-18,50.55
2015-02-19,50.65
2015-02-20,51.8
2015-02-23,50.45
2015-02-24,50.2
2015-02-25,48.75
2015-02-26,48.2
2015-02-27,48.3
2015-02-28,47.65
2015-03-02,49.0
2015-03-03,48.9
2015-03-04,48.55
2015-03-05,46.75
2015-03-09,47.05
2015-03-10,46.0
2015-03-11,45.5
2015-03-12,45.75
2015-03-13,45.6
2015-03-16,44.9
2015-03-17,44.55
2015-03-18,44.6
2015-03-19,44.8
2015-03-20,43.95
2015-03-23,42.35
2015-03-24,43.55
2015-03-25,42.7
2015-03-26,42.2
2015-03-27,43.2
2015-03-30,44.1
2015-03-31,44.2
2015-04-01,44.95
2015-04-06,46.25
2015-04-07,46.5
2015-04-08,49.15
2015-04-09,49.4
2015-04-10,51.95
2015-04-13,52.0
2015-04-15,51.35
2015-04-16,50.1
2015-04-17,49.5
2015-04-20,48.2
2015-04-21,48.0
2015-04-22,48.8
2015-04-23,48.1
2015-04-24,48.35
2015-04-27,46.05
2015-04-28,47.15
2015-04-29,47.45
2015-04-30,46.65
2015-05-04,48.1
2015-05-05,48.3
2015-05-06,46.7
2015-05-07,44.5
2015-05-08,45.05
2015-05-11,45.65
2015-05-12,44.05
2015-05-13,43.95
2015-05-14,44.25
2015-05-15,45.95
2015-05-18,46.35
2015-05-19,46.35
2015-05-20,46.6
2015-05-21,46.25
2015-05-22,46.15
2015-05-25,46.4
2015-05-26,46.35
2015-05-27,46.5
2015-05-28,45.95
2015-05-29,44.35
2015-06-01,43.7
2015-06-02,43.4
2015-06-03,41.85
2015-06-04,42.3
2015-06-05,41.45
2015-06-08,41.2
2015-06-09,40.85
2015-06-10,41.7
2015-06-11,40.25
2015-06-12,39.8
2015-06-15,40.65
2015-06-16,40.7
2015-06-17,41.15
2015-06-18,41.0
2015-06-19,41.5
2015-06-22,42.35
2015-06-23,43.6
2015-06-24,43.8
2015-06-25,43.25
2015-06-26,42.4
2015-06-29,40.95
2015-06-30,41.45
2015-07-01,42.25
2015-07-02,43.2
2015-07-03,42.9
2015-07-06,43.0
2015-07-07,51.25
2015-07-08,46.75
2015-07-09,46.9
2015-07-10,47.55
2015-07-13,47.0
2015-07-14,47.5
2015-07-15,49.3
2015-07-16,50.5
2015-07-17,48.65
2015-07-20,49.2
2015-07-21,47.55
2015-07-22,48.3
2015-07-23,49.35
2015-07-24,48.3
2015-07-27,48.45
2015-07-28,47.6
2015-07-29,48.25
2015-07-30,50.25
2015-07-31,49.5
2015-08-03,52.25
2015-08-04,52.0
2015-08-05,52.7
2015-08-06,52.15
2015-08-07,54.65
2015-08-10,55.0
2015-08-11,52.45
2015-08-12,47.9
2015-08-13,45.65
2015-08-14,54.65
2015-08-17,55.8
2015-08-18,62.55
2015-08-19,56.8
2015-08-20,52.05
2015-08-21,51.4
2015-08-24,46.7
2015-08-25,46.8
2015-08-26,46.3
2015-08-27,47.0
2015-08-28,46.7
2015-08-31,46.5
2015-09-01,44.85
2015-09-02,44.7
2015-09-03,45.3
2015-09-04,44.1
2015-09-07,43.6
2015-09-08,44.05
2015-09-09,45.35
2015-09-10,46.3
2015-09-11,45.75
2015-09-14,46.1
2015-09-15,46.1
2015-09-16,44.7
2015-09-18,44.05
2015-09-21,46.0
2015-09-22,45.15
2015-09-23,45.7
2015-09-24,45.6
2015-09-28,44.6
2015-09-29,45.35
2015-09-30,44.65
2015-10-01,44.45
2015-10-05,46.65
2015-10-06,46.45
2015-10-07,47.05
2015-10-08,49.15
2015-10-09,48.7
2015-10-12,47.05
2015-10-13,48.75
2015-10-14,48.3
2015-10-15,48.0
2015-10-16,48.3
2015-10-19,48.4
2015-10-20,48.8
2015-10-21,48.0
2015-10-23,47.9
2015-10-26,48.15
2015-10-27,47.6
2015-10-28,46.9
2015-10-29,47.0
2015-10-30,46.6
2015-11-02,45.5
2015-11-03,46.4
2015-11-04,44.55
2015-11-05,44.7
2015-11-06,44.9
2015-11-09,44.65
2015-11-10,44.5
2015-11-11,48.7
2015-11-13,48.95
2015-11-16,51.35
2015-11-17,55.2
2015-11-18,53.6
2015-11-19,54.9
2015-11-20,56.05
2015-11-23,57.6
2015-11-24,56.8
2015-11-26,56.2
2015-11-27,55.75
2015-11-30,54.45
2015-12-01,53.95
2015-12-02,56.55
2015-12-03,55.05
2015-12-04,53.6
2015-12-07,53.85
2015-12-08,57.9
2015-12-09,56.65
2015-12-10,56.85
2015-12-11,56.75
2015-12-14,56.2
2015-12-15,55.8
2015-12-16,58.75
2015-12-17,59.65
2015-12-18,58.8
2015-12-21,58.95
2015-12-22,60.05
2015-12-23,58.9
2015-12-24,58.9
2015-12-28,58.2
2015-12-29,57.0
2015-12-30,62.35
2015-12-31,61.4
