Date,HIMATSEIDE
2015-01-01,88.55
2015-01-02,94.25
2015-01-05,93.45
2015-01-06,90.3
2015-01-07,90.0
2015-01-08,91.25
2015-01-09,90.65
2015-01-12,91.0
2015-01-13,90.5
2015-01-14,89.75
2015-01-15,89.2
2015-01-16,89.0
2015-01-19,88.55
2015-01-20,89.8
2015-01-21,88.35
2015-01-22,88.1
2015-01-23,87.75
2015-01-27,88.05
2015-01-28,87.4
2015-01-29,86.95
2015-01-30,85.4
2015-02-02,85.7
2015-02-03,88.15
2015-02-04,86.8
2015-02-05,85.3
2015-02-06,83.55
2015-02-09,79.9
2015-02-10,80.15
2015-02-11,82.05
2015-02-12,89.2
2015-02-13,88.7
2015-02-16,85.8
2015-02-18,85.4
2015-02-19,84.1
2015-02-20,84.6
2015-02-23,85.75
2015-02-24,83.4
2015-02-25,83.05
2015-02-26,82.3
2015-02-27,81.65
2015-02-28,83.55
2015-03-02,81.7
2015-03-03,86.75
2015-03-04,83.95
2015-03-05,84.75
2015-03-09,86.85
2015-03-10,83.9
2015-03-11,83.55
2015-03-12,83.2
2015-03-13,82.6
2015-03-16,81.55
2015-03-17,81.15
2015-03-18,81.25
2015-03-19,82.0
2015-03-20,82.0
2015-03-23,82.05
2015-03-24,81.95
2015-03-25,79.9
2015-03-26,78.5
2015-03-27,76.3
2015-03-30,79.45
2015-03-31,80.3
2015-04-01,81.8
2015-04-06,83.45
2015-04-07,82.35
2015-04-08,83.1
2015-04-09,82.6
2015-04-10,85.9
2015-04-13,85.65
2015-04-15,85.3
2015-04-16,84.35
2015-04-17,85.35
2015-04-20,84.05
2015-04-21,84.8
2015-04-22,83.6
2015-04-23,82.8
2015-04-24,81.1
2015-04-27,79.95
2015-04-28,79.85
2015-04-29,79.7
2015-04-30,79.2
2015-05-04,80.85
2015-05-05,80.75
2015-05-06,79.2
2015-05-07,76.45
2015-05-08,76.9
2015-05-11,77.85
2015-05-12,76.75
2015-05-13,77.65
2015-05-14,78.05
2015-05-15,79.6
2015-05-18,83.8
2015-05-19,83.5
2015-05-20,84.05
2015-05-21,84.25
2015-05-22,84.7
2015-05-25,84.8
2015-05-26,84.4
2015-05-27,85.15
2015-05-28,84.5
2015-05-29,83.45
2015-06-01,82.45
2015-06-02,80.35
2015-06-03,76.9
2015-06-04,77.05
2015-06-05,76.95
2015-06-08,76.45
2015-06-09,75.0
2015-06-10,76.7
2015-06-11,74.95
2015-06-12,75.5
2015-06-15,77.15
2015-06-16,77.0
2015-06-17,78.75
2015-06-18,81.35
2015-06-19,80.75
2015-06-22,80.0
2015-06-23,79.65
2015-06-24,81.95
2015-06-25,81.1
2015-06-26,86.85
2015-06-29,86.7
2015-06-30,93.55
2015-07-01,91.8
2015-07-02,92.25
2015-07-03,90.85
2015-07-06,98.0
2015-07-07,96.8
2015-07-08,97.1
2015-07-09,95.5
2015-07-10,96.75
2015-07-13,112.65
2015-07-14,122.25
2015-07-15,118.15
2015-07-16,120.0
2015-07-17,120.3
2015-07-20,121.6
2015-07-21,112.6
2015-07-22,118.85
2015-07-23,136.6
2015-07-24,147.6
2015-07-27,150.35
2015-07-28,165.35
2015-07-29,169.25
2015-07-30,171.4
2015-07-31,167.8
2015-08-03,170.1
2015-08-04,182.65
2015-08-05,195.6
2015-08-06,190.85
2015-08-07,186.35
2015-08-10,185.4
2015-08-11,183.6
2015-08-12,178.35
2015-08-13,181.65
2015-08-14,191.5
2015-08-17,194.0
2015-08-18,212.0
2015-08-19,206.45
2015-08-20,195.7
2015-08-21,204.8
2015-08-24,184.35
2015-08-25,170.25
2015-08-26,162.9
2015-08-27,179.15
2015-08-28,181.9
2015-08-31,184.35
2015-09-01,187.95
2015-09-02,190.9
2015-09-03,193.9
2015-09-04,178.65
2015-09-07,166.45
2015-09-08,171.9
2015-09-09,177.15
2015-09-10,184.3
2015-09-11,185.3
2015-09-14,191.2
2015-09-15,189.5
2015-09-16,187.65
2015-09-18,194.15
2015-09-21,200.55
2015-09-22,195.15
2015-09-23,202.2
2015-09-24,210.05
2015-09-28,208.0
2015-09-29,200.8
2015-09-30,208.1
2015-10-01,210.4
2015-10-05,217.5
2015-10-06,219.1
2015-10-07,222.35
2015-10-08,220.05
2015-10-09,221.8
2015-10-12,228.05
2015-10-13,232.6
2015-10-14,225.55
2015-10-15,228.95
2015-10-16,212.0
2015-10-19,222.75
2015-10-20,220.75
2015-10-21,216.05
2015-10-23,216.15
2015-10-26,213.65
2015-10-27,210.65
2015-10-28,214.65
2015-10-29,212.05
2015-10-30,205.55
2015-11-02,204.7
2015-11-03,209.0
2015-11-04,204.3
2015-11-05,198.1
2015-11-06,196.5
2015-11-09,202.05
2015-11-10,197.1
2015-11-11,199.15
2015-11-13,198.9
2015-11-16,207.6
2015-11-17,201.55
2015-11-18,200.95
2015-11-19,212.75
2015-11-20,209.75
2015-11-23,214.85
2015-11-24,215.3
2015-11-26,216.15
2015-11-27,212.6
2015-11-30,221.55
2015-12-01,224.4
2015-12-02,219.6
2015-12-03,225.15
2015-12-04,222.6
2015-12-07,223.75
2015-12-08,215.8
2015-12-09,206.65
2015-12-10,207.85
2015-12-11,201.45
2015-12-14,205.9
2015-12-15,203.3
2015-12-16,206.65
2015-12-17,214.7
2015-12-18,213.1
2015-12-21,220.2
2015-12-22,220.55
2015-12-23,221.35
2015-12-24,222.55
2015-12-28,222.05
2015-12-29,216.6
2015-12-30,214.6
2015-12-31,215.15
