Date,IFCI
2015-01-01,37.8
2015-01-02,38.1
2015-01-05,38.05
2015-01-06,36.05
2015-01-07,35.85
2015-01-08,36.4
2015-01-09,36.45
2015-01-12,36.75
2015-01-13,36.4
2015-01-14,35.9
2015-01-15,37.9
2015-01-16,37.6
2015-01-19,37.45
2015-01-20,37.5
2015-01-21,37.35
2015-01-22,37.45
2015-01-23,37.9
2015-01-27,37.25
2015-01-28,37.4
2015-01-29,37.75
2015-01-30,37.6
2015-02-02,40.7
2015-02-03,39.35
2015-02-04,39.15
2015-02-05,37.75
2015-02-06,37.05
2015-02-09,35.05
2015-02-10,35.3
2015-02-11,36.85
2015-02-12,37.6
2015-02-13,37.65
2015-02-16,37.15
2015-02-18,37.6
2015-02-19,37.7
2015-02-20,38.7
2015-02-23,37.0
2015-02-24,37.3
2015-02-25,37.75
2015-02-26,37.85
2015-02-27,40.0
2015-02-28,38.6
2015-03-02,37.65
2015-03-03,39.05
2015-03-04,37.35
2015-03-05,37.9
2015-03-09,36.2
2015-03-10,35.95
2015-03-11,35.5
2015-03-12,36.2
2015-03-13,35.4
2015-03-16,35.4
2015-03-17,35.4
2015-03-18,35.55
2015-03-19,34.7
2015-03-20,34.1
2015-03-23,33.6
2015-03-24,33.55
2015-03-25,33.5
2015-03-26,33.05
2015-03-27,32.9
2015-03-30,33.8
2015-03-31,33.35
2015-04-01,34.2
2015-04-06,33.95
2015-04-07,33.85
2015-04-08,34.9
2015-04-09,35.3
2015-04-10,35.7
2015-04-13,36.05
2015-04-15,36.0
2015-04-16,35.4
2015-04-17,35.45
2015-04-20,34.1
2015-04-21,34.05
2015-04-22,34.15
2015-04-23,33.9
2015-04-24,33.9
2015-04-27,32.35
2015-04-28,32.05
2015-04-29,32.55
2015-04-30,33.55
2015-05-04,34.15
2015-05-05,34.05
2015-05-06,32.0
2015-05-07,29.8
2015-05-08,31.05
2015-05-11,31.45
2015-05-12,30.25
2015-05-13,30.65
2015-05-14,31.45
2015-05-15,31.05
2015-05-18,31.35
2015-05-19,31.4
2015-05-20,31.05
2015-05-21,31.3
2015-05-22,31.0
2015-05-25,31.4
2015-05-26,30.8
2015-05-27,30.8
2015-05-28,30.85
2015-05-29,31.0
2015-06-01,30.8
2015-06-02,29.7
2015-06-03,27.65
2015-06-04,27.3
2015-06-05,26.9
2015-06-08,25.75
2015-06-09,25.65
2015-06-10,25.1
2015-06-11,24.95
2015-06-12,26.05
2015-06-15,25.7
2015-06-16,26.05
2015-06-17,26.1
2015-06-18,26.35
2015-06-19,26.4
2015-06-22,27.25
2015-06-23,26.7
2015-06-24,26.7
2015-06-25,26.8
2015-06-26,26.3
2015-06-29,25.85
2015-06-30,25.8
2015-07-01,26.65
2015-07-02,26.35
2015-07-03,26.15
2015-07-06,26.9
2015-07-07,26.95
2015-07-08,26.55
2015-07-09,26.85
2015-07-10,26.75
2015-07-13,27.55
2015-07-14,27.5
2015-07-15,26.4
2015-07-16,26.6
2015-07-17,26.2
2015-07-20,25.55
2015-07-21,25.4
2015-07-22,25.45
2015-07-23,25.35
2015-07-24,25.35
2015-07-27,24.4
2015-07-28,24.4
2015-07-29,23.6
2015-07-30,24.15
2015-07-31,24.9
2015-08-03,25.3
2015-08-04,24.75
2015-08-05,24.8
2015-08-06,24.9
2015-08-07,24.5
2015-08-10,24.3
2015-08-11,24.7
2015-08-12,23.35
2015-08-13,22.65
2015-08-14,23.3
2015-08-17,23.4
2015-08-18,23.25
2015-08-19,22.8
2015-08-20,22.3
2015-08-21,21.7
2015-08-24,18.65
2015-08-25,19.6
2015-08-26,19.55
2015-08-27,20.0
2015-08-28,20.0
2015-08-31,19.95
2015-09-01,19.8
2015-09-02,19.35
2015-09-03,20.2
2015-09-04,19.3
2015-09-07,19.1
2015-09-08,19.8
2015-09-09,20.75
2015-09-10,20.6
2015-09-11,20.3
2015-09-14,20.5
2015-09-15,20.85
2015-09-16,20.75
2015-09-18,21.2
2015-09-21,22.25
2015-09-22,21.45
2015-09-23,21.8
2015-09-24,21.75
2015-09-28,21.95
2015-09-29,21.65
2015-09-30,21.6
2015-10-01,21.15
2015-10-05,21.4
2015-10-06,21.35
2015-10-07,21.9
2015-10-08,21.7
2015-10-09,22.0
2015-10-12,21.9
2015-10-13,24.0
2015-10-14,23.4
2015-10-15,24.75
2015-10-16,25.0
2015-10-19,29.05
2015-10-20,28.55
2015-10-21,28.8
2015-10-23,27.8
2015-10-26,27.4
2015-10-27,27.55
2015-10-28,28.4
2015-10-29,27.7
2015-10-30,26.65
2015-11-02,26.5
2015-11-03,27.0
2015-11-04,26.5
2015-11-05,25.9
2015-11-06,25.45
2015-11-09,25.15
2015-11-10,26.1
2015-11-11,26.3
2015-11-13,25.75
2015-11-16,26.0
2015-11-17,27.3
2015-11-18,26.2
2015-11-19,26.7
2015-11-20,26.8
2015-11-23,26.65
2015-11-24,26.4
2015-11-26,26.35
2015-11-27,26.9
2015-11-30,28.15
2015-12-01,28.9
2015-12-02,28.3
2015-12-03,28.25
2015-12-04,27.5
2015-12-07,27.4
2015-12-08,26.2
2015-12-09,25.5
2015-12-10,25.65
2015-12-11,24.65
2015-12-14,24.95
2015-12-15,25.15
2015-12-16,25.25
2015-12-17,26.3
2015-12-18,26.9
2015-12-21,27.25
2015-12-22,26.6
2015-12-23,26.75
2015-12-24,26.75
2015-12-28,27.2
2015-12-29,26.9
2015-12-30,27.35
2015-12-31,27.6
