Date,METKORE
2015-01-01,8.25
2015-01-02,8.25
2015-01-05,8.5
2015-01-06,8.75
2015-01-07,8.6
2015-01-08,8.7
2015-01-09,8.8
2015-01-12,8.25
2015-01-13,8.7
2015-01-14,8.5
2015-01-15,8.25
2015-01-16,8.1
2015-01-19,8.15
2015-01-20,8.25
2015-01-21,8.35
2015-01-22,8.3
2015-01-23,8.0
2015-01-27,8.5
2015-01-28,8.5
2015-01-29,8.05
2015-01-30,8.0
2015-02-02,7.95
2015-02-03,8.0
2015-02-04,8.0
2015-02-05,7.85
2015-02-06,7.4
2015-02-09,7.4
2015-02-10,7.5
2015-02-11,7.45
2015-02-12,7.55
2015-02-13,7.55
2015-02-16,7.95
2015-02-18,7.5
2015-02-19,7.75
2015-02-20,7.8
2015-02-23,7.95
2015-02-24,8.1
2015-02-25,7.95
2015-02-26,7.6
2015-02-27,7.55
2015-02-28,7.7
2015-03-02,7.5
2015-03-03,7.7
2015-03-04,7.7
2015-03-05,8.0
2015-03-09,8.3
2015-03-10,8.75
2015-03-11,8.7
2015-03-12,8.6
2015-03-13,8.45
2015-03-16,8.7
2015-03-17,8.5
2015-03-18,8.45
2015-03-19,8.45
2015-03-20,8.55
2015-03-23,8.6
2015-03-24,8.4
2015-03-25,8.9
2015-03-26,8.75
2015-03-27,8.3
2015-03-30,8.7
2015-03-31,8.2
2015-04-01,8.25
2015-04-06,7.7
2015-04-07,7.65
2015-04-08,8.15
2015-04-09,8.0
2015-04-10,8.8
2015-04-13,9.9
2015-04-15,9.8
2015-04-16,9.0
2015-04-17,8.7
2015-04-20,9.0
2015-04-21,9.45
2015-04-22,9.55
2015-04-23,9.55
2015-04-24,9.75
2015-04-27,8.45
2015-04-28,10.1
2015-04-29,9.6
2015-04-30,10.15
2015-05-04,9.5
2015-05-05,9.05
2015-05-06,9.55
2015-05-07,9.15
2015-05-08,9.05
2015-05-11,9.25
2015-05-12,8.8
2015-05-13,8.9
2015-05-14,9.15
2015-05-15,9.15
2015-05-18,9.1
2015-05-19,8.45
2015-05-20,8.1
2015-05-21,8.05
2015-05-22,8.05
2015-05-25,7.85
2015-05-26,7.5
2015-05-27,7.6
2015-05-28,7.4
2015-05-29,8.1
2015-06-01,7.35
2015-06-02,7.1
2015-06-03,6.7
2015-06-04,6.15
2015-06-05,5.65
2015-06-08,5.45
2015-06-09,5.0
2015-06-10,4.95
2015-06-11,4.85
2015-06-12,4.45
2015-06-15,4.65
2015-06-16,4.75
2015-06-17,4.7
2015-06-18,4.5
2015-06-19,4.3
2015-06-22,4.1
2015-06-23,4.3
2015-06-24,4.2
2015-06-25,4.4
2015-06-26,4.6
2015-06-29,4.4
2015-06-30,4.3
2015-07-01,4.15
2015-07-02,4.15
2015-07-03,4.15
2015-07-06,3.75
2015-07-07,3.75
2015-07-08,3.65
2015-07-09,3.45
2015-07-10,3.6
2015-07-13,3.45
2015-07-14,3.5
2015-07-15,3.35
2015-07-16,3.35
2015-07-17,3.2
2015-07-20,3.2
2015-07-21,3.45
2015-07-22,3.7
2015-07-23,3.6
2015-07-24,3.5
2015-07-27,3.45
2015-07-28,3.35
2015-07-29,3.3
2015-07-30,3.35
2015-07-31,3.05
2015-08-03,2.75
2015-08-04,2.85
2015-08-05,2.95
2015-08-06,3.05
2015-08-07,3.2
2015-08-10,3.35
2015-08-11,3.5
2015-08-12,3.65
2015-08-13,3.5
2015-08-14,3.35
2015-08-17,3.25
2015-08-18,3.15
2015-08-19,3.15
2015-08-20,3.0
2015-08-21,3.1
2015-08-24,2.95
2015-08-25,3.05
2015-08-26,2.9
2015-08-27,2.95
2015-08-28,3.0
2015-08-31,3.0
2015-09-01,2.95
2015-09-02,2.9
2015-09-03,3.0
2015-09-04,3.0
2015-09-07,3.1
2015-09-08,2.95
2015-09-09,2.95
2015-09-10,2.95
2015-09-11,3.1
2015-09-14,3.0
2015-09-15,3.1
2015-09-16,3.1
2015-09-18,3.0
2015-09-21,3.0
2015-09-22,3.0
2015-09-23,2.85
2015-09-24,2.9
2015-09-28,2.9
2015-09-29,2.85
2015-09-30,2.9
2015-10-01,3.0
2015-10-05,2.9
2015-10-06,2.9
2015-10-07,2.9
2015-10-08,2.9
2015-10-09,3.15
2015-10-12,3.35
2015-10-13,3.3
2015-10-14,3.35
2015-10-15,3.4
2015-10-16,3.3
2015-10-19,3.05
2015-10-20,3.2
2015-10-21,3.15
2015-10-23,3.15
2015-10-26,3.15
2015-10-27,3.05
2015-10-28,3.1
2015-10-29,3.1
2015-10-30,3.0
2015-11-02,3.0
2015-11-03,2.95
2015-11-04,2.9
2015-11-05,2.85
2015-11-06,2.85
2015-11-09,2.95
2015-11-10,3.0
2015-11-11,3.0
2015-11-13,2.8
2015-11-16,2.6
2015-11-17,2.8
2015-11-18,2.85
2015-11-19,2.75
2015-11-20,2.95
2015-11-23,2.85
2015-11-24,2.9
2015-11-26,2.9
2015-11-27,2.9
2015-11-30,2.95
2015-12-01,2.85
2015-12-02,2.85
2015-12-03,2.9
2015-12-04,2.85
2015-12-07,2.9
2015-12-08,2.8
2015-12-09,2.65
2015-12-10,2.8
2015-12-11,2.75
2015-12-14,2.8
2015-12-15,2.85
2015-12-16,2.85
2015-12-17,2.7
2015-12-18,2.9
2015-12-21,3.0
2015-12-22,3.1
2015-12-23,3.0
2015-12-24,3.0
2015-12-28,3.05
2015-12-29,3.05
2015-12-30,3.0
2015-12-31,2.95
