Date,WENDT
2015-01-01,1999.85
2015-01-02,2000.25
2015-01-05,2001.6
2015-01-06,1939.95
2015-01-07,1929.85
2015-01-08,1978.3
2015-01-09,1942.95
2015-01-12,2018.9
2015-01-13,1995.05
2015-01-14,1963.85
2015-01-15,1983.6
2015-01-16,1970.05
2015-01-19,1963.85
2015-01-20,1973.75
2015-01-21,2001.0
2015-01-22,1986.3
2015-01-23,1996.6
2015-01-27,2050.1
2015-01-28,1903.35
2015-01-29,1931.15
2015-01-30,1939.9
2015-02-02,1934.95
2015-02-03,1855.95
2015-02-04,1796.2
2015-02-05,1774.85
2015-02-06,1754.05
2015-02-09,1722.8
2015-02-10,1723.85
2015-02-11,1721.6
2015-02-12,1754.8
2015-02-13,1879.45
2015-02-16,1839.95
2015-02-18,1858.35
2015-02-19,1784.0
2015-02-20,1802.1
2015-02-23,1739.2
2015-02-24,1740.0
2015-02-25,1720.3
2015-02-26,1717.15
2015-02-27,1797.4
2015-02-28,1745.2
2015-03-02,1751.15
2015-03-03,1746.25
2015-03-04,1749.35
2015-03-05,1778.4
2015-03-09,1718.4
2015-03-10,1722.5
2015-03-11,1728.15
2015-03-12,1738.35
2015-03-13,1747.5
2015-03-16,1750.8
2015-03-17,1735.0
2015-03-18,1720.0
2015-03-19,1722.1
2015-03-20,1703.05
2015-03-23,1682.15
2015-03-24,1671.3
2015-03-25,1648.5
2015-03-26,1683.2
2015-03-27,1647.25
2015-03-30,1717.2
2015-03-31,1702.7
2015-04-01,1739.0
2015-04-06,1730.0
2015-04-07,1732.0
2015-04-08,1717.2
2015-04-09,1729.4
2015-04-10,1729.8
2015-04-13,1768.35
2015-04-15,1784.05
2015-04-16,1787.25
2015-04-17,1748.0
2015-04-20,1715.8
2015-04-21,1727.9
2015-04-22,1811.6
2015-04-23,1857.4
2015-04-24,1829.95
2015-04-27,1769.0
2015-04-28,1751.45
2015-04-29,1692.9
2015-04-30,1715.6
2015-05-04,1768.85
2015-05-05,1783.0
2015-05-06,1733.4
2015-05-07,1689.45
2015-05-08,1703.85
2015-05-11,1764.75
2015-05-12,1709.45
2015-05-13,1706.0
2015-05-14,1744.85
2015-05-15,1830.4
2015-05-18,1867.35
2015-05-19,1887.45
2015-05-20,1908.4
2015-05-21,1884.45
2015-05-22,1881.7
2015-05-25,1891.85
2015-05-26,1858.75
2015-05-27,1840.0
2015-05-28,1850.0
2015-05-29,1847.6
2015-06-01,1873.85
2015-06-02,1812.3
2015-06-03,1820.35
2015-06-04,1812.75
2015-06-05,1780.95
2015-06-08,1747.2
2015-06-09,1725.0
2015-06-10,1759.8
2015-06-11,1733.05
2015-06-12,1707.0
2015-06-15,1735.35
2015-06-16,1734.85
2015-06-17,1738.7
2015-06-18,1740.5
2015-06-19,1767.15
2015-06-22,1815.55
2015-06-23,1866.9
2015-06-24,1855.45
2015-06-25,1861.45
2015-06-26,1841.6
2015-06-29,1825.6
2015-06-30,1805.55
2015-07-01,1868.55
2015-07-02,1825.55
2015-07-03,1840.0
2015-07-06,1938.1
2015-07-07,2021.3
2015-07-08,2035.9
2015-07-09,1969.05
2015-07-10,1993.95
2015-07-13,2164.7
2015-07-14,2190.8
2015-07-15,2159.9
2015-07-16,2173.15
2015-07-17,2180.35
2015-07-20,2169.8
2015-07-21,2175.05
2015-07-22,2125.0
2015-07-23,2178.8
2015-07-24,2029.2
2015-07-27,1963.45
2015-07-28,1977.35
2015-07-29,2023.45
2015-07-30,2023.75
2015-07-31,2024.4
2015-08-03,2023.05
2015-08-04,2232.9
2015-08-05,2334.35
2015-08-06,2260.6
2015-08-07,2197.6
2015-08-10,2223.95
2015-08-11,2222.1
2015-08-12,2176.65
2015-08-13,2105.3
2015-08-14,2075.45
2015-08-17,2086.95
2015-08-18,2150.0
2015-08-19,2143.8
2015-08-20,2072.9
2015-08-21,2072.95
2015-08-24,1873.55
2015-08-25,1896.0
2015-08-26,1888.1
2015-08-27,1971.0
2015-08-28,1957.05
2015-08-31,1969.0
2015-09-01,1924.35
2015-09-02,1920.0
2015-09-03,1945.5
2015-09-04,1881.9
2015-09-07,1852.65
2015-09-08,1849.95
2015-09-09,1888.4
2015-09-10,1850.0
2015-09-11,1870.0
2015-09-14,1890.0
2015-09-15,1856.7
2015-09-16,1846.95
2015-09-18,1890.0
2015-09-21,1906.2
2015-09-22,1934.3
2015-09-23,1919.95
2015-09-24,1930.65
2015-09-28,1908.6
2015-09-29,1940.95
2015-09-30,1992.85
2015-10-01,2010.0
2015-10-05,1975.45
2015-10-06,2005.0
2015-10-07,2034.15
2015-10-08,2018.35
2015-10-09,2042.0
2015-10-12,2017.2
2015-10-13,2042.0
2015-10-14,2015.45
2015-10-15,2006.25
2015-10-16,2015.7
2015-10-19,2009.1
2015-10-20,2022.9
2015-10-21,1991.0
2015-10-23,2003.0
2015-10-26,1976.7
2015-10-27,2005.0
2015-10-28,1984.0
2015-10-29,1990.65
2015-10-30,1982.0
2015-11-02,1945.75
2015-11-03,1904.0
2015-11-04,1907.15
2015-11-05,1828.0
2015-11-06,1796.35
2015-11-09,1844.15
2015-11-10,1807.5
2015-11-11,1864.2
2015-11-13,1846.6
2015-11-16,1824.75
2015-11-17,1855.0
2015-11-18,1879.0
2015-11-19,1865.0
2015-11-20,1890.0
2015-11-23,1872.8
2015-11-24,1886.25
2015-11-26,1925.35
2015-11-27,1921.6
2015-11-30,1931.6
2015-12-01,1936.05
2015-12-02,1899.95
2015-12-03,1932.8
2015-12-04,1953.5
2015-12-07,1938.5
2015-12-08,1940.0
2015-12-09,1902.45
2015-12-10,1916.0
2015-12-11,1925.0
2015-12-14,1945.9
2015-12-15,1940.0
2015-12-16,1930.0
2015-12-17,1931.05
2015-12-18,1964.0
2015-12-21,1968.8
2015-12-22,1980.0
2015-12-23,1961.5
2015-12-24,1980.0
2015-12-28,2000.0
2015-12-29,1981.05
2015-12-30,1972.8
2015-12-31,2000.0
