Date,ISMTLTD
2015-01-01,17.45
2015-01-02,18.25
2015-01-05,17.85
2015-01-06,17.1
2015-01-07,16.8
2015-01-08,16.75
2015-01-09,16.55
2015-01-12,16.3
2015-01-13,16.4
2015-01-14,15.65
2015-01-15,15.25
2015-01-16,15.2
2015-01-19,15.15
2015-01-20,15.55
2015-01-21,17.0
2015-01-22,17.1
2015-01-23,15.8
2015-01-27,15.4
2015-01-28,15.0
2015-01-29,14.95
2015-01-30,15.0
2015-02-02,14.9
2015-02-03,14.55
2015-02-04,15.1
2015-02-05,14.8
2015-02-06,14.1
2015-02-09,13.45
2015-02-10,13.5
2015-02-11,13.15
2015-02-12,13.6
2015-02-13,13.05
2015-02-16,12.05
2015-02-18,11.85
2015-02-19,12.2
2015-02-20,12.05
2015-02-23,11.9
2015-02-24,11.9
2015-02-25,12.15
2015-02-26,11.75
2015-02-27,11.8
2015-02-28,11.7
2015-03-02,11.45
2015-03-03,11.65
2015-03-04,11.6
2015-03-05,11.6
2015-03-09,11.15
2015-03-10,10.7
2015-03-11,10.25
2015-03-12,10.3
2015-03-13,10.2
2015-03-16,9.8
2015-03-17,9.4
2015-03-18,9.15
2015-03-19,9.1
2015-03-20,8.7
2015-03-23,8.85
2015-03-24,8.95
2015-03-25,8.9
2015-03-26,8.75
2015-03-27,8.8
2015-03-30,8.75
2015-03-31,8.95
2015-04-01,10.15
2015-04-06,10.75
2015-04-07,10.9
2015-04-08,10.8
2015-04-09,11.1
2015-04-10,11.9
2015-04-13,13.0
2015-04-15,12.95
2015-04-16,12.7
2015-04-17,12.1
2015-04-20,11.6
2015-04-21,11.8
2015-04-22,11.15
2015-04-23,11.1
2015-04-24,10.35
2015-04-27,9.7
2015-04-28,9.8
2015-04-29,9.25
2015-04-30,9.25
2015-05-04,9.2
2015-05-05,9.2
2015-05-06,9.15
2015-05-07,8.95
2015-05-08,9.15
2015-05-11,9.1
2015-05-12,8.75
2015-05-13,8.75
2015-05-14,9.05
2015-05-15,9.2
2015-05-18,9.2
2015-05-19,9.0
2015-05-20,8.95
2015-05-21,8.9
2015-05-22,8.85
2015-05-25,8.75
2015-05-26,8.75
2015-05-27,8.6
2015-05-28,8.7
2015-05-29,9.1
2015-06-01,9.0
2015-06-02,9.0
2015-06-03,8.5
2015-06-04,8.4
2015-06-05,8.7
2015-06-08,8.2
2015-06-09,8.05
2015-06-10,8.1
2015-06-11,8.0
2015-06-12,8.05
2015-06-15,8.3
2015-06-16,8.3
2015-06-17,8.65
2015-06-18,8.65
2015-06-19,8.9
2015-06-22,8.95
2015-06-23,8.85
2015-06-24,8.85
2015-06-25,8.95
2015-06-26,8.9
2015-06-29,8.6
2015-06-30,8.75
2015-07-01,8.75
2015-07-02,8.75
2015-07-03,8.9
2015-07-06,9.15
2015-07-07,9.0
2015-07-08,9.2
2015-07-09,9.3
2015-07-10,9.25
2015-07-13,9.05
2015-07-14,9.05
2015-07-15,9.1
2015-07-16,9.2
2015-07-17,9.5
2015-07-20,9.55
2015-07-21,9.3
2015-07-22,9.4
2015-07-23,9.45
2015-07-24,9.0
2015-07-27,8.8
2015-07-28,8.6
2015-07-29,8.85
2015-07-30,9.05
2015-07-31,8.9
2015-08-03,9.35
2015-08-04,9.4
2015-08-05,10.25
2015-08-06,10.25
2015-08-07,10.05
2015-08-10,9.85
2015-08-11,9.35
2015-08-12,9.0
2015-08-13,8.8
2015-08-14,8.85
2015-08-17,8.95
2015-08-18,8.95
2015-08-19,8.75
2015-08-20,8.75
2015-08-21,8.8
2015-08-24,7.95
2015-08-25,7.65
2015-08-26,7.85
2015-08-27,7.9
2015-08-28,7.75
2015-08-31,7.55
2015-09-01,7.3
2015-09-02,7.2
2015-09-03,7.3
2015-09-04,7.25
2015-09-07,7.0
2015-09-08,7.2
2015-09-09,7.35
2015-09-10,7.25
2015-09-11,7.25
2015-09-14,7.35
2015-09-15,7.25
2015-09-16,7.25
2015-09-18,7.25
2015-09-21,7.65
2015-09-22,7.4
2015-09-23,7.3
2015-09-24,7.45
2015-09-28,7.0
2015-09-29,7.4
2015-09-30,7.3
2015-10-01,7.4
2015-10-05,7.45
2015-10-06,7.45
2015-10-07,8.05
2015-10-08,7.65
2015-10-09,7.65
2015-10-12,7.55
2015-10-13,7.75
2015-10-14,7.85
2015-10-15,7.65
2015-10-16,7.65
2015-10-19,7.5
2015-10-20,7.4
2015-10-21,7.55
2015-10-23,7.5
2015-10-26,7.5
2015-10-27,7.45
2015-10-28,7.35
2015-10-29,7.3
2015-10-30,7.15
2015-11-02,7.15
2015-11-03,7.1
2015-11-04,7.0
2015-11-05,6.9
2015-11-06,6.85
2015-11-09,7.15
2015-11-10,7.1
2015-11-11,7.25
2015-11-13,7.05
2015-11-16,7.0
2015-11-17,7.1
2015-11-18,7.05
2015-11-19,7.0
2015-11-20,7.05
2015-11-23,7.05
2015-11-24,6.9
2015-11-26,7.3
2015-11-27,7.05
2015-11-30,6.9
2015-12-01,7.0
2015-12-02,7.05
2015-12-03,6.95
2015-12-04,7.7
2015-12-07,7.65
2015-12-08,7.4
2015-12-09,7.1
2015-12-10,7.3
2015-12-11,7.75
2015-12-14,7.75
2015-12-15,8.8
2015-12-16,8.3
2015-12-17,8.2
2015-12-18,8.85
2015-12-21,10.6
2015-12-22,10.55
2015-12-23,10.2
2015-12-24,9.95
2015-12-28,9.75
2015-12-29,9.4
2015-12-30,9.75
2015-12-31,9.8
