Date,BASML
2015-01-01,172.0
2015-01-02,173.1
2015-01-05,171.9
2015-01-06,169.7
2015-01-07,167.8
2015-01-08,167.35
2015-01-09,169.25
2015-01-12,169.85
2015-01-13,165.5
2015-01-14,166.25
2015-01-15,168.85
2015-01-16,168.55
2015-01-19,168.1
2015-01-20,168.0
2015-01-21,168.55
2015-01-22,166.75
2015-01-23,163.55
2015-01-27,163.3
2015-01-28,163.6
2015-01-29,162.5
2015-01-30,164.05
2015-02-02,164.95
2015-02-03,163.0
2015-02-04,162.75
2015-02-05,173.65
2015-02-06,168.5
2015-02-09,161.05
2015-02-10,160.0
2015-02-11,163.0
2015-02-12,164.65
2015-02-13,165.45
2015-02-16,170.4
2015-02-18,169.7
2015-02-19,168.0
2015-02-20,170.65
2015-02-23,165.0
2015-02-24,166.5
2015-02-25,165.2
2015-02-26,166.4
2015-02-27,170.0
2015-02-28,181.9
2015-03-02,198.8
2015-03-03,222.95
2015-03-04,207.1
2015-03-05,207.75
2015-03-09,201.9
2015-03-10,197.95
2015-03-11,193.55
2015-03-12,195.4
2015-03-13,201.95
2015-03-16,216.15
2015-03-17,214.0
2015-03-18,205.4
2015-03-19,205.0
2015-03-20,200.35
2015-03-23,188.15
2015-03-24,189.75
2015-03-25,189.9
2015-03-26,182.55
2015-03-27,185.0
2015-03-30,185.95
2015-03-31,186.8
2015-04-01,191.6
2015-04-06,189.8
2015-04-07,202.0
2015-04-08,213.6
2015-04-09,218.05
2015-04-10,213.95
2015-04-13,210.05
2015-04-15,215.15
2015-04-16,219.6
2015-04-17,209.8
2015-04-20,205.1
2015-04-21,209.15
2015-04-22,202.15
2015-04-23,203.0
2015-04-24,194.5
2015-04-27,182.5
2015-04-28,180.75
2015-04-29,184.55
2015-04-30,187.75
2015-05-04,188.0
2015-05-05,187.95
2015-05-06,182.0
2015-05-07,177.95
2015-05-08,181.15
2015-05-11,180.15
2015-05-12,184.4
2015-05-13,182.65
2015-05-14,180.15
2015-05-15,184.1
2015-05-18,183.2
2015-05-19,183.0
2015-05-20,187.45
2015-05-21,187.0
2015-05-22,184.15
2015-05-25,184.65
2015-05-26,195.25
2015-05-27,194.15
2015-05-28,190.05
2015-05-29,191.95
2015-06-01,186.2
2015-06-02,185.85
2015-06-03,177.55
2015-06-04,177.0
2015-06-05,177.0
2015-06-09,173.6
2015-06-10,175.0
2015-06-11,175.65
2015-06-12,174.95
2015-06-15,172.0
2015-06-16,179.75
2015-06-17,172.4
2015-06-18,171.65
2015-06-19,172.0
2015-06-22,171.75
2015-06-23,172.5
2015-06-24,178.0
2015-06-25,174.95
2015-06-26,174.6
2015-06-29,165.6
2015-06-30,168.25
2015-07-01,171.2
2015-07-02,174.05
2015-07-03,180.0
2015-07-06,193.2
2015-07-07,190.85
2015-07-08,198.85
2015-07-09,204.15
2015-07-10,207.25
2015-07-13,212.45
2015-07-14,206.1
2015-07-15,204.8
2015-07-16,208.8
2015-07-17,211.95
2015-07-20,210.3
2015-07-21,206.25
2015-07-22,210.5
2015-07-23,210.0
2015-07-24,208.3
2015-07-27,201.6
2015-07-28,204.55
2015-07-29,200.1
2015-07-30,224.4
2015-07-31,231.15
2015-08-03,234.9
2015-08-04,236.65
2015-08-05,240.8
2015-08-06,231.45
2015-08-07,229.95
2015-08-10,226.0
2015-08-11,218.95
2015-08-12,217.05
2015-08-13,213.35
2015-08-14,212.3
2015-08-17,218.45
2015-08-18,219.3
2015-08-19,215.05
2015-08-20,214.95
2015-08-21,210.0
2015-08-24,181.15
2015-08-25,185.9
2015-08-26,182.7
2015-08-27,194.7
2015-08-28,192.75
2015-08-31,190.0
2015-09-01,181.5
2015-09-02,182.7
2015-09-03,182.45
2015-09-04,175.1
2015-09-07,171.25
2015-09-08,177.1
2015-09-09,182.0
2015-09-10,173.25
2015-09-11,172.3
2015-09-14,175.0
2015-09-15,178.05
2015-09-16,174.5
2015-09-18,185.15
2015-09-21,190.0
2015-09-22,183.4
2015-09-23,181.0
2015-09-24,186.55
2015-09-28,185.0
2015-09-29,180.5
2015-09-30,188.55
2015-10-01,187.95
2015-10-05,185.15
2015-10-06,186.65
2015-10-07,190.5
2015-10-08,184.5
2015-10-09,190.05
2015-10-12,185.2
2015-10-13,188.95
2015-10-14,188.05
2015-10-15,187.5
2015-10-16,191.25
2015-10-19,199.0
2015-10-20,200.8
2015-10-21,198.5
2015-10-23,196.0
2015-10-26,196.75
2015-10-27,196.35
2015-10-28,194.85
2015-10-29,194.65
2015-10-30,191.85
2015-11-02,193.0
2015-11-03,192.75
2015-11-04,190.45
2015-11-05,184.3
2015-11-06,189.3
2015-11-09,195.15
2015-11-11,197.4
2015-11-13,217.1
2015-11-16,223.85
2015-11-17,224.85
2015-11-18,230.9
2015-11-19,246.8
2015-11-20,249.65
2015-11-23,257.05
2015-11-24,261.3
2015-11-26,258.25
2015-11-27,250.6
2015-11-30,259.15
2015-12-01,254.95
2015-12-02,254.95
2015-12-03,246.0
2015-12-04,252.8
2015-12-07,259.65
2015-12-08,255.0
2015-12-09,244.25
2015-12-10,248.0
2015-12-11,244.3
2015-12-14,244.45
2015-12-15,237.05
2015-12-16,234.35
2015-12-17,237.15
2015-12-18,233.25
2015-12-21,238.05
2015-12-22,235.6
2015-12-23,225.4
2015-12-24,241.45
2015-12-28,241.45
2015-12-29,250.65
2015-12-30,259.7
2015-12-31,253.55
