Symbol,Entropy
MRF,5.352691897782373
BOSCHLTD,5.307972724843022
EICHERMOT,5.224754711079389
TIDEWATER,5.210906808643549
PAGEIND,5.158306387168012
3MINDIA,5.0842675776190225
HONAUT,4.898042434367625
WABCOINDIA,4.834463474721921
SHREECEM,4.8036191867577855
BLUEDART,4.795665740377513
BAJFINANCE,4.757555300907255
PGHH,4.681317111976925
TVSSRICHAK,4.607953491842537
NESTLEIND,4.597936931147547
DYNAMATECH,4.543966356149464
MONSANTO,4.536844138943761
DRREDDY,4.526630759409853
BRITANNIA,4.525826512774665
GILLETTE,4.511367949534519
ORISSAMINE,4.510737353306352
ABBOTINDIA,4.456936775338325
MARUTI,4.428942076946523
TATAELXSI,4.422144193872307
KICL,4.400512683055904
TTKPRESTIG,4.372096471764745
BEL,4.365739874583055
SANOFI,4.363056266183951
NAVINFLUOR,4.348023545723208
SCHAEFFLER,4.321481762229571
OFSS,4.310022388780196
NATCOPHARM,4.290988329548548
AJANTPHARM,4.24245758956169
SOLARINDS,4.241646135080467
MCDOWELL-N,4.235991248464998
ICRA,4.192427638831702
GSKCONS,4.168313612250185
SYMPHONY,4.158484358575062
BAYERCROP,4.157336464502801
JUSTDIAL,4.148411560621843
CAPLIPOINT,4.142462517369251
WOCKPHARMA,4.121675729909573
CERA,4.077379610097417
DIVISLAB,4.012604769454462
BAJAJFINSV,4.003987155613111
LAXMIMACH,3.989341294578381
BAJAJ-AUTO,3.9853500897447987
PFIZER,3.9731125323898704
AUROPHARMA,3.969801882231669
8KMILES,3.9604442055366524
BEML,3.959531643321264
CEATLTD,3.9198846358550066
CARERATING,3.9102726686507885
ULTRACEMCO,3.905272428452068
JUBLFOOD,3.8957299628375215
LUPIN,3.892273365837853
CADILAHC,3.884100661464445
TORNTPHARM,3.877738733369017
LT,3.8750648640218808
JCHAC,3.8686705600387596
ECLERX,3.863253624170821
CONCOR,3.85253100502691
SMLISUZU,3.8516453401605477
SHRIRAMCIT,3.8388765276914354
KSCL,3.838596027667155
BHARATFORG,3.832532035969295
BANARISUG,3.8240353897458017
HEROMOTOCO,3.8237379055107015
BHARATRAS,3.8208752625815543
ATUL,3.816255593772552
GRASIM,3.810763496341099
SRF,3.799982228573118
INFY,3.796776434540891
WELSPUNIND,3.795774238282428
MAHSCOOTER,3.7957099371406904
BATAINDIA,3.775702726377655
STAR,3.7637662974095125
NILKAMAL,3.763150767079219
VTL,3.760274949728766
SIEMENS,3.750970502401022
KKCL,3.750849736532499
HONDAPOWER,3.7470534669337554
WENDT,3.7394591671886577
AARTIDRUGS,3.7265083060366924
IVZINGOLD,3.7085373884374935
EMAMILTD,3.699281177177924
ZENSARTECH,3.6867220192587418
NIPPOBATRY,3.6844662762356997
CANFINHOME,3.6648298475518084
SMSPHARMA,3.6607194150717093
TRENT,3.659377531057929
GLAXO,3.6377138658187533
GLENMARK,3.614816670058016
MCX,3.6144063825616874
WHEELS,3.6064311197574326
RAMCOSYS,3.603723229618857
KPRMILL,3.6000303626895307
BASF,3.5930289998237988
FOSECOIND,3.5898684966364454
IGARASHI,3.5738716346542425
BAJAJHLDNG,3.566978824360929
COLPAL,3.560578039205494
HINDCOMPOS,3.5587189135226787
BSLGOLDETF,3.5456865249304017
VSTIND,3.5426048652627737
KITEX,3.5416373743026934
SRTRANSFIN,3.5385396738066044
GODFRYPHLP,3.5337830198344298
SUNCLAYLTD,3.5299907164458637
TATASPONGE,3.5298550950566256
AMBIKCO,3.5296015775717247
BANKBEES,3.52517907243041
INSECTICID,3.5216308653731643
THERMAX,3.5189529136668005
WABAG,3.507505704958839
AIAENG,3.5037067023903297
SHILPAMED,3.4949879299738322
SQSBFSI,3.490909627286259
MINDTREE,3.4888696403846127
JSWHL,3.4858959203947957
RAJESHEXPO,3.478145050805561
TCS,3.47360246406703
VAIBHAVGBL,3.4644823508144387
EXCELCROP,3.4640536779454942
VINDHYATEL,3.4629699214784777
VADILALIND,3.4565644789828505
JKIL,3.456400007944097
HINDPETRO,3.4557788116957804
RKFORGE,3.4533218548011884
NBCC,3.4517383762981293
AXISGOLD,3.4346299581814237
NEULANDLAB,3.4336213392457884
GODREJCP,3.4306972263122124
NESCO,3.428464924465073
IDBIGOLD,3.4267687316817446
ABB,3.4244416909240476
FIEMIND,3.4229703886485168
HCLTECH,3.4229204071639816
ACC,3.4196067048148997
SIYSIL,3.4169232608523155
DICIND,3.409703121042946
CRISIL,3.4088087156127265
JINDALPOLY,3.403630757348157
REVATHI,3.4033366855214653
APOLLOHOSP,3.400652445121858
SUNPHARMA,3.3912969898725795
AEGISCHEM,3.3851916744928756
GAYAPROJ,3.3847753527196547
EROSMEDIA,3.382387788653079
DALMIABHA,3.369604419536416
INGERRAND,3.3541025870011234
KOTAKBANK,3.353440097076812
VSTTILLERS,3.352305949300016
JETAIRWAYS,3.347166428670707
PERSISTENT,3.3466485714605714
ALPHAGEO,3.343559558319051
BFUTILITIE,3.324759566902637
SKFINDIA,3.3237392864188897
SANDESH,3.3228729605773317
ASTRAZEN,3.3183075906570396
BPCL,3.3050330392252705
ICICIGOLD,3.2872732972246097
ITDCEM,3.2793846048137305
INEOSSTYRO,3.2734976422794992
TIL,3.273371668069185
