Date,HEROMOTOCO
2015-06-12,2503.55
2015-06-15,2506.05
2015-06-16,2543.2
2015-06-17,2522.3
2015-06-18,2526.3
2015-06-19,2551.45
2015-06-22,2581.55
2015-06-23,2517.4
2015-06-24,2521.0
2015-06-25,2552.1
2015-06-26,2539.2
2015-06-29,2535.75
2015-06-30,2523.5
2015-07-01,2520.6
2015-07-02,2528.3
2015-07-03,2576.65
2015-07-06,2613.4
2015-07-07,2563.75
2015-07-08,2549.9
2015-07-09,2604.75
2015-07-10,2571.55
2015-07-13,2600.2
2015-07-14,2638.7
2015-07-15,2658.25
2015-07-16,2649.3
2015-07-17,2649.4
2015-07-20,2661.9
2015-07-21,2687.25
2015-07-22,2711.0
2015-07-23,2717.6
2015-07-24,2740.4
2015-07-27,2605.05
2015-07-28,2531.5
2015-07-29,2569.85
2015-07-30,2580.35
2015-07-31,2682.7
2015-08-03,2697.1
2015-08-04,2623.85
2015-08-05,2666.0
2015-08-06,2651.1
2015-08-07,2661.85
2015-08-10,2703.95
2015-08-11,2688.4
2015-08-12,2634.8
2015-08-13,2646.5
2015-08-14,2712.45
2015-08-17,2650.25
2015-08-18,2641.0
2015-08-19,2684.7
2015-08-20,2629.1
2015-08-21,2555.05
2015-08-24,2472.55
2015-08-25,2464.5
2015-08-26,2392.7
2015-08-27,2377.8
2015-08-28,2398.6
2015-08-31,2397.2
2015-09-01,2383.85
2015-09-02,2338.7
2015-09-03,2322.35
2015-09-04,2290.85
2015-09-07,2280.6
2015-09-08,2313.2
2015-09-09,2344.3
2015-09-10,2348.6
2015-09-11,2343.05
2015-09-14,2349.5
2015-09-15,2310.55
2015-09-16,2368.35
2015-09-18,2428.5
2015-09-21,2423.7
2015-09-22,2388.95
2015-09-23,2400.95
2015-09-24,2381.7
2015-09-28,2349.5
2015-09-29,2329.25
2015-09-30,2394.5
2015-10-01,2412.05
2015-10-05,2502.0
2015-10-06,2532.35
2015-10-07,2540.75
2015-10-08,2541.6
2015-10-09,2564.85
2015-10-12,2552.95
2015-10-13,2538.75
2015-10-14,2500.0
2015-10-15,2564.05
2015-10-16,2584.0
2015-10-19,2612.05
2015-10-20,2606.2
2015-10-21,2622.8
2015-10-23,2596.05
2015-10-26,2620.55
2015-10-27,2620.1
2015-10-28,2626.05
2015-10-29,2626.65
2015-10-30,2581.4
2015-11-02,2545.85
2015-11-03,2582.75
2015-11-04,2621.05
2015-11-05,2638.7
2015-11-06,2639.85
2015-11-09,2614.1
2015-11-10,2663.7
2015-11-11,2657.3
2015-11-13,2615.4
2015-11-16,2611.7
2015-11-17,2597.95
2015-11-18,2574.85
2015-11-19,2589.7
2015-11-20,2562.85
2015-11-23,2636.65
2015-11-24,2645.35
2015-11-26,2688.7
2015-11-27,2704.45
2015-11-30,2699.15
2015-12-01,2678.4
2015-12-02,2676.45
2015-12-03,2617.8
2015-12-04,2617.8
2015-12-07,2623.05
2015-12-08,2601.9
2015-12-09,2546.4
2015-12-10,2548.35
2015-12-11,2525.15
2015-12-14,2535.75
2015-12-15,2567.8
2015-12-16,2595.4
2015-12-17,2654.95
2015-12-18,2643.15
2015-12-21,2697.95
2015-12-22,2670.35
2015-12-23,2678.2
2015-12-24,2696.4
2015-12-28,2709.4
2015-12-29,2731.9
2015-12-30,2712.95
2015-12-31,2694.1
