Date,POWERGRID
2015-01-01,137.1
2015-01-02,138.75
2015-01-05,138.9
2015-01-06,135.8
2015-01-07,137.75
2015-01-08,138.35
2015-01-09,138.45
2015-01-12,136.5
2015-01-13,135.85
2015-01-14,136.05
2015-01-15,142.95
2015-01-16,147.35
2015-01-19,147.85
2015-01-20,147.4
2015-01-21,146.9
2015-01-22,148.35
2015-01-23,149.55
2015-01-27,149.95
2015-01-28,149.45
2015-01-29,148.8
2015-01-30,148.0
2015-02-02,147.85
2015-02-03,147.2
2015-02-04,146.25
2015-02-05,143.65
2015-02-06,143.45
2015-02-09,141.45
2015-02-10,145.1
2015-02-11,145.75
2015-02-12,150.25
2015-02-13,151.5
2015-02-16,152.75
2015-02-18,154.75
2015-02-19,154.3
2015-02-20,153.25
2015-02-23,155.9
2015-02-24,156.75
2015-02-25,154.55
2015-02-26,152.75
2015-02-27,157.1
2015-02-28,156.85
2015-03-02,156.7
2015-03-03,155.55
2015-03-04,154.45
2015-03-05,155.15
2015-03-09,150.25
2015-03-10,148.5
2015-03-11,147.9
2015-03-12,149.65
2015-03-13,146.6
2015-03-16,146.75
2015-03-17,147.65
2015-03-18,146.65
2015-03-19,146.1
2015-03-20,148.2
2015-03-23,149.2
2015-03-24,147.95
2015-03-25,146.5
2015-03-26,145.1
2015-03-27,144.75
2015-03-30,145.0
2015-03-31,145.25
2015-04-01,146.45
2015-04-06,147.95
2015-04-07,147.95
2015-04-08,147.3
2015-04-09,151.0
2015-04-10,152.7
2015-04-13,154.35
2015-04-15,151.55
2015-04-16,150.7
2015-04-17,150.1
2015-04-20,149.8
2015-04-21,148.85
2015-04-22,147.05
2015-04-23,146.65
2015-04-24,145.85
2015-04-27,144.95
2015-04-28,144.45
2015-04-29,143.05
2015-04-30,142.2
2015-05-04,144.15
2015-05-05,143.15
2015-05-06,140.6
2015-05-07,140.3
2015-05-08,140.0
2015-05-11,143.0
2015-05-12,139.3
2015-05-13,140.85
2015-05-14,139.4
2015-05-15,140.05
2015-05-18,140.05
2015-05-19,138.75
2015-05-20,140.8
2015-05-21,139.5
2015-05-22,140.95
2015-05-25,143.1
2015-05-26,143.05
2015-05-27,143.2
2015-05-28,143.2
2015-05-29,143.7
2015-06-01,143.1
2015-06-02,142.5
2015-06-03,143.2
2015-06-04,144.35
2015-06-05,144.9
2015-06-08,146.15
2015-06-09,147.35
2015-06-10,147.15
2015-06-11,146.0
2015-06-12,145.4
2015-06-15,141.2
2015-06-16,144.1
2015-06-17,141.8
2015-06-18,141.95
2015-06-19,140.0
2015-06-22,141.3
2015-06-23,139.4
2015-06-24,139.85
2015-06-25,141.3
2015-06-26,139.1
2015-06-29,139.5
2015-06-30,139.1
2015-07-01,142.35
2015-07-02,141.5
2015-07-03,141.5
2015-07-06,140.0
2015-07-07,138.6
2015-07-08,138.0
2015-07-09,137.0
2015-07-10,138.65
2015-07-13,140.0
2015-07-14,140.2
2015-07-15,139.75
2015-07-16,139.6
2015-07-17,141.2
2015-07-20,140.2
2015-07-21,140.0
2015-07-22,142.8
2015-07-23,142.25
2015-07-24,142.05
2015-07-27,140.4
2015-07-28,141.35
2015-07-29,140.0
2015-07-30,142.4
2015-07-31,142.0
2015-08-03,140.6
2015-08-04,141.0
2015-08-05,140.75
2015-08-06,141.05
2015-08-07,139.6
2015-08-10,138.05
2015-08-11,137.95
2015-08-12,136.0
2015-08-13,137.8
2015-08-14,138.35
2015-08-17,138.1
2015-08-18,137.4
2015-08-19,136.45
2015-08-20,136.1
2015-08-21,133.4
2015-08-24,131.1
2015-08-25,128.6
2015-08-26,130.95
2015-08-27,134.85
2015-08-28,135.15
2015-08-31,130.65
2015-09-01,129.1
2015-09-02,125.2
2015-09-03,127.2
2015-09-04,123.6
2015-09-07,122.3
2015-09-08,126.05
2015-09-09,126.0
2015-09-10,123.35
2015-09-11,124.3
2015-09-14,127.55
2015-09-15,128.3
2015-09-16,131.1
2015-09-18,133.5
2015-09-21,136.55
2015-09-22,131.0
2015-09-23,127.8
2015-09-24,125.4
2015-09-28,126.8
2015-09-29,128.35
2015-09-30,132.35
2015-10-01,130.55
2015-10-05,132.5
2015-10-06,132.25
2015-10-07,132.55
2015-10-08,132.45
2015-10-09,132.55
2015-10-12,133.3
2015-10-13,133.05
2015-10-14,133.0
2015-10-15,135.05
2015-10-16,135.0
2015-10-19,133.8
2015-10-20,135.9
2015-10-21,135.9
2015-10-23,136.35
2015-10-26,135.75
2015-10-27,133.9
2015-10-28,131.05
2015-10-29,128.15
2015-10-30,128.75
2015-11-02,128.95
2015-11-03,131.65
2015-11-04,131.2
2015-11-05,130.95
2015-11-06,131.3
2015-11-09,130.05
2015-11-10,128.3
2015-11-11,129.45
2015-11-13,130.2
2015-11-16,129.0
2015-11-17,130.75
2015-11-18,130.9
2015-11-19,131.85
2015-11-20,130.9
2015-11-23,131.4
2015-11-24,131.85
2015-11-26,133.8
2015-11-27,133.5
2015-11-30,136.1
2015-12-01,136.0
2015-12-02,135.4
2015-12-03,133.8
2015-12-04,130.75
2015-12-07,131.15
2015-12-08,130.2
2015-12-09,130.15
2015-12-10,130.75
2015-12-11,128.0
2015-12-14,128.15
2015-12-15,129.5
2015-12-16,133.35
2015-12-17,134.55
2015-12-18,135.4
2015-12-21,139.45
2015-12-22,138.5
2015-12-23,140.05
2015-12-24,140.1
2015-12-28,142.15
2015-12-29,140.95
2015-12-30,141.0
2015-12-31,141.15
