Date,CHENNPETRO
2015-01-01,73.1
2015-01-02,73.3
2015-01-05,74.2
2015-01-06,70.55
2015-01-07,70.05
2015-01-08,72.0
2015-01-09,74.75
2015-01-12,73.9
2015-01-13,72.5
2015-01-14,71.15
2015-01-15,71.65
2015-01-16,70.0
2015-01-19,70.3
2015-01-20,70.4
2015-01-21,70.6
2015-01-22,70.95
2015-01-23,70.7
2015-01-27,70.75
2015-01-28,71.6
2015-01-29,75.45
2015-01-30,77.35
2015-02-02,81.3
2015-02-03,78.45
2015-02-04,80.35
2015-02-05,80.5
2015-02-06,77.5
2015-02-09,74.15
2015-02-10,74.5
2015-02-11,75.0
2015-02-12,76.25
2015-02-13,80.45
2015-02-16,77.85
2015-02-18,76.8
2015-02-19,77.35
2015-02-20,76.0
2015-02-23,74.7
2015-02-24,77.75
2015-02-25,76.2
2015-02-26,76.65
2015-02-27,76.6
2015-02-28,74.85
2015-03-02,79.25
2015-03-03,77.35
2015-03-04,75.7
2015-03-05,76.35
2015-03-09,75.35
2015-03-10,73.8
2015-03-11,73.8
2015-03-12,80.1
2015-03-13,77.3
2015-03-16,76.7
2015-03-17,76.85
2015-03-18,77.25
2015-03-19,74.85
2015-03-20,73.0
2015-03-23,67.35
2015-03-24,63.6
2015-03-25,64.1
2015-03-26,64.7
2015-03-27,64.9
2015-03-30,67.2
2015-03-31,68.35
2015-04-01,68.95
2015-04-06,71.8
2015-04-07,73.15
2015-04-08,73.7
2015-04-09,75.75
2015-04-10,76.3
2015-04-13,77.05
2015-04-15,74.65
2015-04-16,73.55
2015-04-17,77.3
2015-04-20,79.6
2015-04-21,81.6
2015-04-22,83.65
2015-04-23,91.35
2015-04-24,86.65
2015-04-27,81.65
2015-04-28,83.55
2015-04-29,86.15
2015-04-30,91.3
2015-05-04,92.55
2015-05-05,90.75
2015-05-06,86.7
2015-05-07,84.05
2015-05-08,91.25
2015-05-11,90.3
2015-05-12,87.5
2015-05-13,90.65
2015-05-14,93.05
2015-05-15,90.35
2015-05-18,91.35
2015-05-19,90.7
2015-05-20,90.35
2015-05-21,89.6
2015-05-22,90.6
2015-05-25,108.65
2015-05-26,118.5
2015-05-27,111.25
2015-05-28,109.9
2015-05-29,117.35
2015-06-01,111.85
2015-06-02,108.7
2015-06-03,104.3
2015-06-04,103.8
2015-06-05,106.0
2015-06-08,106.9
2015-06-09,104.25
2015-06-10,125.1
2015-06-11,133.1
2015-06-12,134.15
2015-06-15,135.35
2015-06-16,139.95
2015-06-17,143.8
2015-06-18,151.65
2015-06-19,153.5
2015-06-22,157.45
2015-06-23,175.15
2015-06-24,179.15
2015-06-25,175.65
2015-06-26,166.05
2015-06-29,168.6
2015-06-30,170.4
2015-07-01,163.45
2015-07-02,166.7
2015-07-03,165.6
2015-07-06,168.3
2015-07-07,182.4
2015-07-08,178.05
2015-07-09,170.95
2015-07-10,178.75
2015-07-13,181.0
2015-07-14,178.15
2015-07-15,175.3
2015-07-16,181.25
2015-07-17,182.0
2015-07-20,189.0
2015-07-21,184.0
2015-07-22,187.7
2015-07-23,180.2
2015-07-24,179.55
2015-07-27,172.7
2015-07-28,174.85
2015-07-29,191.7
2015-07-30,206.95
2015-07-31,191.9
2015-08-03,181.15
2015-08-04,186.15
2015-08-05,179.2
2015-08-06,175.5
2015-08-07,178.65
2015-08-10,205.1
2015-08-11,241.4
2015-08-12,233.3
2015-08-13,244.55
2015-08-14,240.25
2015-08-17,241.45
2015-08-18,241.25
2015-08-19,239.65
2015-08-20,254.1
2015-08-21,253.35
2015-08-24,217.85
2015-08-25,224.45
2015-08-26,224.5
2015-08-27,233.35
2015-08-28,233.6
2015-08-31,230.9
2015-09-01,219.9
2015-09-02,227.2
2015-09-03,229.1
2015-09-04,217.6
2015-09-07,200.7
2015-09-08,199.65
2015-09-09,225.3
2015-09-10,224.85
2015-09-11,224.3
2015-09-14,221.15
2015-09-15,216.0
2015-09-16,216.05
2015-09-18,218.65
2015-09-21,222.55
2015-09-22,224.4
2015-09-23,227.0
2015-09-24,225.1
2015-09-28,225.95
2015-09-29,224.0
2015-09-30,222.9
2015-10-01,220.1
2015-10-05,223.15
2015-10-06,236.5
2015-10-07,240.95
2015-10-08,234.55
2015-10-09,232.5
2015-10-12,228.05
2015-10-13,229.85
2015-10-14,226.65
2015-10-15,224.6
2015-10-16,224.8
2015-10-19,232.4
2015-10-20,233.05
2015-10-21,231.75
2015-10-23,232.55
2015-10-26,227.15
2015-10-27,229.7
2015-10-28,232.85
2015-10-29,234.95
2015-10-30,214.5
2015-11-02,208.9
2015-11-03,218.6
2015-11-04,214.5
2015-11-05,195.25
2015-11-06,190.25
2015-11-09,193.9
2015-11-10,189.6
2015-11-11,189.85
2015-11-13,184.45
2015-11-16,182.25
2015-11-17,177.55
2015-11-18,179.65
2015-11-19,177.45
2015-11-20,174.25
2015-11-23,168.35
2015-11-24,183.3
2015-11-26,193.65
2015-11-27,193.0
2015-11-30,196.4
2015-12-01,203.5
2015-12-02,202.15
2015-12-03,191.75
2015-12-04,201.25
2015-12-07,201.8
2015-12-08,194.5
2015-12-09,195.6
2015-12-10,196.85
2015-12-11,194.75
2015-12-14,201.8
2015-12-15,197.85
2015-12-16,198.9
2015-12-17,204.15
2015-12-18,208.55
2015-12-21,209.9
2015-12-22,208.6
2015-12-23,207.95
2015-12-24,206.8
2015-12-28,205.45
2015-12-29,201.75
2015-12-30,201.2
2015-12-31,200.5
