Date,PNC
2015-01-01,14.05
2015-01-02,13.75
2015-01-05,14.9
2015-01-06,13.45
2015-01-07,14.5
2015-01-08,15.6
2015-01-09,16.0
2015-01-12,14.4
2015-01-13,14.95
2015-01-14,14.85
2015-01-15,15.1
2015-01-16,15.0
2015-01-19,15.15
2015-01-20,14.95
2015-01-21,15.15
2015-01-22,14.8
2015-01-23,14.55
2015-01-27,14.05
2015-01-28,14.35
2015-01-29,14.05
2015-01-30,13.7
2015-02-02,14.85
2015-02-03,14.95
2015-02-04,14.65
2015-02-05,14.05
2015-02-06,13.95
2015-02-09,13.65
2015-02-10,14.0
2015-02-11,13.4
2015-02-12,13.25
2015-02-13,13.5
2015-02-16,13.45
2015-02-18,13.6
2015-02-19,13.65
2015-02-20,13.5
2015-02-23,13.35
2015-02-24,12.95
2015-02-25,13.35
2015-02-26,13.2
2015-02-27,14.0
2015-02-28,13.65
2015-03-02,14.0
2015-03-03,13.5
2015-03-04,13.25
2015-03-05,13.75
2015-03-09,13.8
2015-03-10,13.9
2015-03-11,13.75
2015-03-12,14.55
2015-03-13,14.35
2015-03-16,13.6
2015-03-17,13.4
2015-03-18,13.4
2015-03-19,12.7
2015-03-20,12.3
2015-03-23,12.3
2015-03-24,12.9
2015-03-25,12.65
2015-03-26,13.3
2015-03-27,12.35
2015-03-30,12.15
2015-03-31,12.5
2015-04-01,12.6
2015-04-06,12.9
2015-04-07,12.9
2015-04-08,13.2
2015-04-09,13.85
2015-04-10,13.75
2015-04-13,13.7
2015-04-15,13.65
2015-04-16,13.65
2015-04-17,14.0
2015-04-20,13.9
2015-04-21,13.8
2015-04-22,13.5
2015-04-23,14.2
2015-04-24,14.0
2015-04-27,13.35
2015-04-28,13.45
2015-04-29,13.0
2015-04-30,12.85
2015-05-04,13.05
2015-05-05,13.5
2015-05-06,13.4
2015-05-07,11.75
2015-05-08,11.8
2015-05-11,12.6
2015-05-12,12.6
2015-05-13,12.0
2015-05-14,12.0
2015-05-15,11.9
2015-05-18,12.35
2015-05-19,12.5
2015-05-20,12.6
2015-05-21,12.5
2015-05-22,12.85
2015-05-25,12.7
2015-05-26,12.95
2015-05-27,12.15
2015-05-28,12.1
2015-05-29,12.25
2015-06-01,12.2
2015-06-02,12.55
2015-06-03,11.6
2015-06-04,11.9
2015-06-05,11.85
2015-06-08,11.5
2015-06-09,11.7
2015-06-10,11.2
2015-06-11,11.0
2015-06-12,10.65
2015-06-15,11.8
2015-06-16,11.95
2015-06-17,12.25
2015-06-18,12.15
2015-06-19,11.4
2015-06-22,11.6
2015-06-23,11.85
2015-06-24,11.8
2015-06-25,10.95
2015-06-26,10.7
2015-06-29,10.5
2015-06-30,10.55
2015-07-01,12.5
2015-07-02,13.95
2015-07-03,14.35
2015-07-06,14.75
2015-07-07,14.6
2015-07-08,13.95
2015-07-09,14.25
2015-07-10,13.4
2015-07-13,13.55
2015-07-14,14.0
2015-07-15,14.65
2015-07-16,14.95
2015-07-17,14.2
2015-07-21,14.1
2015-07-22,14.0
2015-07-23,13.2
2015-07-24,13.85
2015-07-27,14.55
2015-07-28,14.5
2015-07-29,15.95
2015-07-30,17.5
2015-07-31,18.35
2015-08-03,17.7
2015-08-04,17.95
2015-08-05,17.4
2015-08-06,17.55
2015-08-07,17.55
2015-08-10,17.2
2015-08-13,16.45
2015-08-14,17.0
2015-08-17,16.5
2015-08-18,17.1
2015-08-19,16.65
2015-08-20,16.55
2015-08-21,16.1
2015-08-24,15.3
2015-08-25,15.4
2015-08-26,15.95
2015-08-27,15.4
2015-08-31,15.45
2015-09-02,15.75
2015-09-03,15.05
2015-09-04,14.2
2015-09-07,13.25
2015-09-08,14.1
2015-09-09,13.65
2015-09-10,14.0
2015-09-14,14.25
2015-09-15,15.4
2015-09-16,14.95
2015-09-18,14.55
2015-09-21,14.75
2015-09-22,14.35
2015-09-24,14.5
2015-09-28,14.45
2015-09-29,14.05
2015-09-30,14.1
2015-10-01,14.55
2015-10-05,15.2
2015-10-06,17.3
2015-10-07,16.3
2015-10-08,16.0
2015-10-09,16.0
2015-10-12,15.65
2015-10-13,15.05
2015-10-14,15.4
2015-10-15,15.95
2015-10-16,15.95
2015-10-19,15.35
2015-10-20,16.15
2015-10-21,15.35
2015-10-23,15.9
2015-10-26,16.0
2015-10-27,15.95
2015-10-28,14.95
2015-10-29,15.0
2015-10-30,15.4
2015-11-02,14.8
2015-11-03,14.65
2015-11-04,14.5
2015-11-05,14.9
2015-11-06,15.75
2015-11-09,15.5
2015-11-10,14.25
2015-11-13,14.9
2015-11-16,15.75
2015-11-17,14.4
2015-11-18,13.65
2015-11-19,14.5
2015-11-20,15.65
2015-11-23,15.95
2015-11-24,15.1
2015-11-26,14.7
2015-11-27,14.8
2015-11-30,14.65
2015-12-01,15.5
2015-12-02,16.4
2015-12-03,16.8
2015-12-04,16.6
2015-12-07,17.75
2015-12-08,16.35
2015-12-09,15.6
2015-12-10,16.6
2015-12-11,16.45
2015-12-14,16.9
2015-12-15,17.1
2015-12-16,16.85
2015-12-17,20.2
2015-12-18,21.9
2015-12-21,20.75
2015-12-22,20.15
2015-12-23,19.95
2015-12-24,21.0
2015-12-28,25.2
2015-12-29,28.0
2015-12-30,26.55
2015-12-31,24.9
