Date,TRENT
2015-01-01,1482.9
2015-01-02,1469.85
2015-01-05,1471.55
2015-01-06,1450.9
2015-01-07,1488.55
2015-01-08,1502.45
2015-01-09,1472.2
2015-01-12,1448.25
2015-01-13,1423.2
2015-01-14,1395.5
2015-01-15,1420.05
2015-01-16,1392.35
2015-01-19,1431.7
2015-01-20,1445.55
2015-01-21,1434.05
2015-01-22,1419.2
2015-01-23,1445.05
2015-01-27,1463.15
2015-01-28,1484.35
2015-01-29,1449.55
2015-01-30,1458.8
2015-02-02,1452.45
2015-02-03,1418.4
2015-02-04,1472.7
2015-02-05,1493.75
2015-02-06,1476.1
2015-02-09,1466.9
2015-02-10,1452.1
2015-02-11,1482.3
2015-02-12,1466.05
2015-02-13,1463.4
2015-02-16,1462.85
2015-02-18,1493.25
2015-02-19,1467.0
2015-02-20,1458.3
2015-02-23,1453.85
2015-02-24,1463.6
2015-02-25,1448.3
2015-02-26,1470.55
2015-02-27,1491.65
2015-02-28,1466.25
2015-03-02,1457.75
2015-03-03,1469.5
2015-03-04,1456.15
2015-03-05,1468.65
2015-03-09,1459.7
2015-03-10,1480.3
2015-03-11,1476.25
2015-03-12,1475.6
2015-03-13,1504.8
2015-03-16,1488.0
2015-03-17,1489.2
2015-03-18,1488.45
2015-03-19,1479.05
2015-03-20,1478.45
2015-03-23,1462.7
2015-03-24,1458.35
2015-03-25,1450.95
2015-03-26,1462.35
2015-03-27,1479.85
2015-03-30,1473.6
2015-03-31,1469.8
2015-04-01,1481.05
2015-04-06,1486.15
2015-04-07,1467.25
2015-04-08,1449.85
2015-04-09,1424.2
2015-04-10,1412.1
2015-04-13,1390.8
2015-04-15,1373.0
2015-04-16,1389.75
2015-04-17,1385.7
2015-04-20,1319.1
2015-04-21,1291.2
2015-04-22,1284.9
2015-04-23,1237.8
2015-04-24,1187.15
2015-04-27,1156.3
2015-04-28,1197.55
2015-04-29,1156.75
2015-04-30,1138.7
2015-05-04,1181.7
2015-05-05,1181.05
2015-05-06,1125.2
2015-05-07,1131.75
2015-05-08,1175.45
2015-05-11,1172.4
2015-05-12,1117.5
2015-05-13,1132.5
2015-05-14,1154.4
2015-05-15,1152.9
2015-05-18,1172.25
2015-05-19,1190.35
2015-05-20,1300.4
2015-05-21,1288.85
2015-05-22,1281.7
2015-05-25,1252.1
2015-05-26,1240.9
2015-05-27,1245.75
2015-05-28,1222.15
2015-05-29,1191.3
2015-06-01,1188.0
2015-06-02,1192.75
2015-06-03,1143.0
2015-06-04,1155.85
2015-06-05,1135.9
2015-06-08,1134.95
2015-06-09,1118.0
2015-06-10,1134.75
2015-06-11,1146.55
2015-06-12,1144.0
2015-06-15,1123.75
2015-06-16,1118.8
2015-06-17,1198.3
2015-06-18,1191.45
2015-06-19,1216.95
2015-06-22,1190.4
2015-06-23,1180.0
2015-06-24,1149.7
2015-06-25,1148.6
2015-06-26,1138.15
2015-06-29,1126.25
2015-06-30,1126.9
2015-07-01,1152.45
2015-07-02,1152.8
2015-07-03,1164.0
2015-07-06,1178.3
2015-07-07,1194.9
2015-07-08,1181.0
2015-07-09,1198.05
2015-07-10,1213.7
2015-07-13,1216.25
2015-07-14,1216.9
2015-07-15,1197.7
2015-07-16,1204.45
2015-07-17,1193.1
2015-07-20,1183.05
2015-07-21,1190.4
2015-07-22,1186.75
2015-07-23,1219.1
2015-07-24,1213.25
2015-07-27,1214.6
2015-07-28,1203.55
2015-07-29,1204.75
2015-07-30,1201.65
2015-07-31,1224.05
2015-08-03,1217.7
2015-08-04,1205.95
2015-08-05,1222.6
2015-08-06,1246.35
2015-08-07,1223.8
2015-08-10,1303.55
2015-08-11,1328.15
2015-08-12,1307.95
2015-08-13,1298.8
2015-08-14,1300.75
2015-08-17,1284.75
2015-08-18,1302.65
2015-08-19,1292.55
2015-08-20,1310.65
2015-08-21,1308.25
2015-08-24,1201.45
2015-08-25,1226.7
2015-08-26,1226.65
2015-08-27,1227.25
2015-08-28,1235.25
2015-08-31,1236.35
2015-09-01,1246.0
2015-09-02,1245.1
2015-09-03,1245.3
2015-09-04,1233.9
2015-09-07,1181.4
2015-09-08,1183.8
2015-09-09,1193.75
2015-09-10,1167.0
2015-09-11,1192.8
2015-09-14,1192.2
2015-09-15,1192.1
2015-09-16,1241.4
2015-09-18,1283.0
2015-09-21,1290.1
2015-09-22,1259.0
2015-09-23,1293.25
2015-09-24,1316.85
2015-09-28,1287.55
2015-09-29,1286.7
2015-09-30,1303.4
2015-10-01,1293.75
2015-10-05,1318.0
2015-10-06,1317.05
2015-10-07,1303.0
2015-10-08,1300.1
2015-10-09,1337.05
2015-10-12,1330.05
2015-10-13,1351.6
2015-10-14,1363.65
2015-10-15,1346.75
2015-10-16,1380.75
2015-10-19,1378.35
2015-10-20,1378.5
2015-10-21,1390.1
2015-10-23,1390.05
2015-10-26,1406.8
2015-10-27,1396.0
2015-10-28,1395.25
2015-10-29,1400.35
2015-10-30,1395.05
2015-11-02,1400.25
2015-11-03,1428.65
2015-11-04,1426.15
2015-11-05,1400.0
2015-11-06,1400.2
2015-11-09,1400.65
2015-11-10,1400.1
2015-11-11,1406.75
2015-11-13,1391.5
2015-11-16,1425.6
2015-11-17,1400.1
2015-11-18,1425.75
2015-11-19,1429.3
2015-11-20,1416.5
2015-11-23,1420.3
2015-11-24,1455.05
2015-11-26,1531.25
2015-11-27,1547.7
2015-11-30,1615.75
2015-12-01,1572.1
2015-12-02,1564.95
2015-12-03,1578.75
2015-12-04,1547.9
2015-12-07,1550.3
2015-12-08,1532.8
2015-12-09,1524.7
2015-12-10,1549.65
2015-12-11,1512.5
2015-12-14,1507.55
2015-12-15,1527.35
2015-12-16,1511.8
2015-12-17,1556.4
2015-12-18,1572.8
2015-12-21,1647.6
2015-12-22,1600.05
2015-12-23,1686.6
2015-12-24,1688.35
2015-12-28,1710.65
2015-12-29,1750.55
2015-12-30,1758.3
2015-12-31,1750.15
