Date,SITINET
2015-01-01,33.95
2015-01-02,33.95
2015-01-05,33.55
2015-01-06,32.55
2015-01-07,32.5
2015-01-08,33.75
2015-01-09,35.0
2015-01-12,34.8
2015-01-13,34.1
2015-01-14,34.2
2015-01-15,34.5
2015-01-16,34.5
2015-01-19,34.6
2015-01-20,34.6
2015-01-21,34.7
2015-01-22,35.35
2015-01-23,36.15
2015-01-27,35.75
2015-01-28,35.2
2015-01-29,35.4
2015-01-30,35.05
2015-02-02,35.0
2015-02-03,34.55
2015-02-04,34.0
2015-02-05,33.55
2015-02-06,32.95
2015-02-09,32.8
2015-02-10,33.0
2015-02-11,33.95
2015-02-12,34.65
2015-02-13,35.6
2015-02-16,35.7
2015-02-18,36.65
2015-02-19,37.05
2015-02-20,36.85
2015-02-23,36.15
2015-02-24,36.3
2015-02-25,36.15
2015-02-26,36.55
2015-02-27,36.25
2015-02-28,36.4
2015-03-02,35.9
2015-03-03,36.35
2015-03-04,37.3
2015-03-05,37.95
2015-03-09,37.35
2015-03-10,38.6
2015-03-11,37.5
2015-03-12,37.2
2015-03-13,36.45
2015-03-16,36.5
2015-03-17,36.6
2015-03-18,36.7
2015-03-19,36.8
2015-03-20,37.05
2015-03-23,36.0
2015-03-24,36.75
2015-03-25,37.15
2015-03-26,36.95
2015-03-27,37.25
2015-03-30,37.2
2015-03-31,37.2
2015-04-01,37.0
2015-04-06,37.0
2015-04-07,37.0
2015-04-08,36.85
2015-04-09,36.95
2015-04-10,36.95
2015-04-13,37.0
2015-04-15,36.95
2015-04-16,36.95
2015-04-17,36.9
2015-04-20,36.7
2015-04-21,36.35
2015-04-22,35.2
2015-04-23,36.3
2015-04-24,36.45
2015-04-27,35.5
2015-04-28,35.55
2015-04-29,35.45
2015-04-30,34.7
2015-05-04,35.2
2015-05-05,34.95
2015-05-06,35.05
2015-05-07,35.15
2015-05-08,35.0
2015-05-11,34.95
2015-05-12,34.95
2015-05-13,34.95
2015-05-14,35.0
2015-05-15,35.2
2015-05-18,35.1
2015-05-19,35.05
2015-05-20,35.0
2015-05-21,35.05
2015-05-22,35.25
2015-05-25,35.0
2015-05-26,35.05
2015-05-27,35.5
2015-05-28,35.1
2015-05-29,35.25
2015-06-01,35.3
2015-06-02,35.4
2015-06-03,35.3
2015-06-04,35.4
2015-06-05,35.3
2015-06-08,35.3
2015-06-09,35.1
2015-06-10,35.7
2015-06-11,35.2
2015-06-12,35.0
2015-06-15,35.1
2015-06-16,34.8
2015-06-17,35.0
2015-06-18,34.9
2015-06-19,35.0
2015-06-22,35.05
2015-06-23,35.05
2015-06-24,35.0
2015-06-25,34.9
2015-06-26,34.95
2015-06-29,34.85
2015-06-30,34.95
2015-07-01,34.9
2015-07-02,34.9
2015-07-03,34.9
2015-07-06,35.0
2015-07-07,34.95
2015-07-08,34.0
2015-07-09,33.9
2015-07-10,33.85
2015-07-13,34.8
2015-07-14,34.2
2015-07-15,33.85
2015-07-16,34.7
2015-07-17,34.9
2015-07-20,35.65
2015-07-21,35.2
2015-07-22,35.9
2015-07-23,35.95
2015-07-24,35.8
2015-07-27,35.5
2015-07-28,35.5
2015-07-29,35.65
2015-07-30,35.45
2015-07-31,35.6
2015-08-03,35.7
2015-08-04,35.85
2015-08-05,35.6
2015-08-06,35.75
2015-08-07,35.75
2015-08-10,35.1
2015-08-11,35.55
2015-08-12,35.35
2015-08-13,35.3
2015-08-14,35.05
2015-08-17,35.0
2015-08-18,34.85
2015-08-19,34.75
2015-08-20,34.05
2015-08-21,32.95
2015-08-24,30.65
2015-08-25,30.1
2015-08-26,31.4
2015-08-27,31.65
2015-08-28,31.85
2015-08-31,31.7
2015-09-01,31.1
2015-09-02,30.85
2015-09-03,31.45
2015-09-04,31.8
2015-09-07,33.1
2015-09-08,32.65
2015-09-09,32.5
2015-09-10,31.75
2015-09-11,31.0
2015-09-14,30.95
2015-09-15,31.05
2015-09-16,31.05
2015-09-18,33.45
2015-09-21,31.45
2015-09-22,31.0
2015-09-23,31.75
2015-09-24,32.15
2015-09-28,31.45
2015-09-29,31.55
2015-09-30,32.25
2015-10-01,32.45
2015-10-05,32.25
2015-10-06,32.7
2015-10-07,33.2
2015-10-08,34.15
2015-10-09,34.55
2015-10-12,34.7
2015-10-13,34.7
2015-10-14,34.2
2015-10-15,34.7
2015-10-16,34.6
2015-10-19,34.15
2015-10-20,34.2
2015-10-21,34.95
2015-10-23,34.8
2015-10-26,34.45
2015-10-27,34.0
2015-10-28,33.85
2015-10-29,33.35
2015-10-30,33.35
2015-11-02,32.35
2015-11-03,32.4
2015-11-04,32.0
2015-11-05,31.15
2015-11-06,31.45
2015-11-09,32.3
2015-11-10,31.3
2015-11-11,32.5
2015-11-13,33.1
2015-11-16,32.85
2015-11-17,32.65
2015-11-18,32.6
2015-11-19,33.0
2015-11-20,32.95
2015-11-23,32.95
2015-11-24,33.05
2015-11-26,32.95
2015-11-27,33.0
2015-11-30,33.05
2015-12-01,33.1
2015-12-02,33.05
2015-12-03,33.8
2015-12-04,33.6
2015-12-07,33.5
2015-12-08,33.15
2015-12-09,33.25
2015-12-10,33.0
2015-12-11,33.15
2015-12-14,33.2
2015-12-15,33.2
2015-12-16,32.9
2015-12-17,32.8
2015-12-18,32.85
2015-12-21,33.25
2015-12-22,34.1
2015-12-23,34.0
2015-12-24,34.05
2015-12-28,33.65
2015-12-29,33.8
2015-12-30,34.6
2015-12-31,36.2
