Date,OIL
2015-01-01,576.55
2015-01-02,578.95
2015-01-05,563.85
2015-01-06,535.2
2015-01-07,532.8
2015-01-08,550.3
2015-01-09,565.2
2015-01-12,550.85
2015-01-13,535.2
2015-01-14,529.8
2015-01-15,532.15
2015-01-16,527.0
2015-01-19,531.75
2015-01-20,537.15
2015-01-21,535.7
2015-01-22,544.15
2015-01-23,553.2
2015-01-27,543.65
2015-01-28,562.1
2015-01-29,551.35
2015-01-30,534.5
2015-02-02,533.25
2015-02-03,531.35
2015-02-04,548.75
2015-02-05,540.05
2015-02-06,547.0
2015-02-09,543.0
2015-02-10,530.85
2015-02-11,530.95
2015-02-12,531.65
2015-02-13,500.2
2015-02-16,499.0
2015-02-18,501.1
2015-02-19,497.3
2015-02-20,494.4
2015-02-23,487.3
2015-02-24,470.25
2015-02-25,479.0
2015-02-26,473.8
2015-02-27,502.8
2015-02-28,497.65
2015-03-02,498.6
2015-03-03,489.55
2015-03-04,488.25
2015-03-05,492.65
2015-03-09,492.45
2015-03-10,493.9
2015-03-11,484.85
2015-03-12,486.15
2015-03-13,486.85
2015-03-16,477.4
2015-03-17,480.15
2015-03-18,478.25
2015-03-19,483.85
2015-03-20,481.0
2015-03-23,484.25
2015-03-24,471.45
2015-03-25,471.3
2015-03-26,468.3
2015-03-27,457.3
2015-03-30,456.85
2015-03-31,454.95
2015-04-01,457.8
2015-04-06,459.85
2015-04-07,457.65
2015-04-08,452.0
2015-04-09,456.65
2015-04-10,467.65
2015-04-13,481.85
2015-04-15,501.4
2015-04-16,511.0
2015-04-17,520.9
2015-04-20,500.45
2015-04-21,487.3
2015-04-22,466.2
2015-04-23,473.15
2015-04-24,469.15
2015-04-27,466.2
2015-04-28,467.7
2015-04-29,463.65
2015-04-30,457.8
2015-05-04,487.7
2015-05-05,484.4
2015-05-06,468.85
2015-05-07,464.8
2015-05-08,472.8
2015-05-11,486.55
2015-05-12,481.35
2015-05-13,476.1
2015-05-14,488.45
2015-05-15,496.6
2015-05-18,500.3
2015-05-19,496.6
2015-05-20,488.5
2015-05-21,478.5
2015-05-22,478.8
2015-05-25,480.05
2015-05-26,476.8
2015-05-27,473.9
2015-05-28,476.05
2015-05-29,464.95
2015-06-01,483.05
2015-06-02,476.4
2015-06-03,473.5
2015-06-04,470.6
2015-06-05,471.3
2015-06-08,467.05
2015-06-09,465.45
2015-06-10,471.0
2015-06-11,467.8
2015-06-12,470.1
2015-06-15,467.15
2015-06-16,466.95
2015-06-17,463.7
2015-06-18,466.0
2015-06-19,471.2
2015-06-22,470.7
2015-06-23,473.45
2015-06-24,471.35
2015-06-25,469.55
2015-06-26,463.85
2015-06-29,448.55
2015-06-30,446.8
2015-07-01,449.25
2015-07-02,454.15
2015-07-03,452.75
2015-07-06,449.9
2015-07-07,445.8
2015-07-08,429.5
2015-07-09,421.8
2015-07-10,438.9
2015-07-13,440.05
2015-07-14,438.35
2015-07-15,443.25
2015-07-16,445.05
2015-07-17,442.95
2015-07-20,439.6
2015-07-21,439.35
2015-07-22,436.3
2015-07-23,442.0
2015-07-24,446.05
2015-07-27,437.95
2015-07-28,429.55
2015-07-29,421.8
2015-07-30,422.55
2015-07-31,432.35
2015-08-03,441.9
2015-08-04,440.3
2015-08-05,449.4
2015-08-06,456.4
2015-08-07,456.35
2015-08-10,456.75
2015-08-11,451.85
2015-08-12,450.4
2015-08-13,450.15
2015-08-14,454.5
2015-08-17,460.65
2015-08-18,461.15
2015-08-19,461.2
2015-08-20,459.6
2015-08-21,455.85
2015-08-24,428.85
2015-08-25,443.05
2015-08-26,449.4
2015-08-27,454.8
2015-08-28,468.1
2015-08-31,449.45
2015-09-01,452.4
2015-09-02,455.25
2015-09-03,457.95
2015-09-04,435.75
2015-09-07,432.7
2015-09-08,434.9
2015-09-09,436.95
2015-09-10,444.05
2015-09-11,444.4
2015-09-14,446.75
2015-09-15,448.0
2015-09-16,441.85
2015-09-18,435.0
2015-09-21,434.55
2015-09-22,433.9
2015-09-23,427.7
2015-09-24,432.3
2015-09-28,421.9
2015-09-29,427.2
2015-09-30,423.35
2015-10-01,431.25
2015-10-05,440.65
2015-10-06,444.85
2015-10-07,455.45
2015-10-08,463.4
2015-10-09,454.9
2015-10-12,447.3
2015-10-13,449.3
2015-10-14,443.9
2015-10-15,441.95
2015-10-16,442.95
2015-10-19,442.95
2015-10-20,438.85
2015-10-21,435.35
2015-10-23,434.75
2015-10-26,417.15
2015-10-27,408.15
2015-10-28,400.9
2015-10-29,403.15
2015-10-30,405.9
2015-11-02,401.95
2015-11-03,404.05
2015-11-04,404.45
2015-11-05,404.8
2015-11-06,402.05
2015-11-09,398.9
2015-11-10,390.95
2015-11-11,393.15
2015-11-13,369.15
2015-11-16,358.15
2015-11-17,363.2
2015-11-18,364.35
2015-11-19,363.05
2015-11-20,362.9
2015-11-23,369.85
2015-11-24,370.95
2015-11-26,380.4
2015-11-27,378.6
2015-11-30,377.5
2015-12-01,388.3
2015-12-02,385.75
2015-12-03,386.5
2015-12-04,394.5
2015-12-07,387.1
2015-12-08,374.2
2015-12-09,373.2
2015-12-10,366.85
2015-12-11,373.8
2015-12-14,367.65
2015-12-15,363.0
2015-12-16,376.2
2015-12-17,376.65
2015-12-18,375.15
2015-12-21,376.05
2015-12-22,374.0
2015-12-23,376.45
2015-12-24,387.55
2015-12-28,399.7
2015-12-29,391.0
2015-12-30,392.9
2015-12-31,383.0
