Date,SIYSIL
2015-01-01,940.15
2015-01-02,957.45
2015-01-05,962.55
2015-01-06,955.85
2015-01-07,950.7
2015-01-08,947.9
2015-01-09,932.9
2015-01-12,964.8
2015-01-13,962.35
2015-01-14,990.25
2015-01-15,983.25
2015-01-16,1028.65
2015-01-19,1006.95
2015-01-20,1038.25
2015-01-21,1039.1
2015-01-22,982.0
2015-01-23,994.7
2015-01-27,992.85
2015-01-28,990.85
2015-01-29,999.7
2015-01-30,992.5
2015-02-02,993.25
2015-02-03,978.15
2015-02-04,970.7
2015-02-05,942.2
2015-02-06,926.85
2015-02-09,885.45
2015-02-10,919.2
2015-02-11,921.3
2015-02-12,912.25
2015-02-13,912.9
2015-02-16,910.1
2015-02-18,911.4
2015-02-19,921.0
2015-02-20,932.3
2015-02-23,915.7
2015-02-24,937.8
2015-02-25,949.55
2015-02-26,946.65
2015-02-27,942.85
2015-02-28,934.1
2015-03-02,903.6
2015-03-03,919.9
2015-03-04,925.8
2015-03-05,922.6
2015-03-09,925.05
2015-03-10,907.55
2015-03-11,916.25
2015-03-12,931.65
2015-03-13,913.4
2015-03-16,903.35
2015-03-17,903.95
2015-03-18,919.8
2015-03-19,900.35
2015-03-20,881.9
2015-03-23,902.55
2015-03-24,878.4
2015-03-25,896.4
2015-03-26,866.95
2015-03-27,875.0
2015-03-30,891.95
2015-03-31,879.1
2015-04-01,898.7
2015-04-06,958.75
2015-04-07,993.9
2015-04-08,984.4
2015-04-09,979.35
2015-04-10,967.8
2015-04-13,945.35
2015-04-15,959.4
2015-04-16,944.4
2015-04-17,936.3
2015-04-20,917.2
2015-04-21,894.25
2015-04-22,895.1
2015-04-23,890.4
2015-04-24,880.0
2015-04-27,883.15
2015-04-28,892.05
2015-04-29,899.95
2015-04-30,883.75
2015-05-04,919.6
2015-05-05,943.75
2015-05-06,919.45
2015-05-07,916.95
2015-05-08,958.7
2015-05-11,1068.95
2015-05-12,1046.95
2015-05-13,1097.3
2015-05-14,1102.25
2015-05-15,1072.35
2015-05-18,1050.8
2015-05-19,1071.1
2015-05-20,1097.05
2015-05-21,1110.25
2015-05-22,1121.85
2015-05-25,1093.95
2015-05-26,1099.3
2015-05-27,1079.55
2015-05-28,1096.45
2015-05-29,1111.3
2015-06-01,1118.65
2015-06-02,1083.05
2015-06-03,1046.75
2015-06-04,1073.05
2015-06-05,1081.2
2015-06-08,1060.9
2015-06-09,1043.5
2015-06-10,1074.7
2015-06-11,1090.65
2015-06-12,1093.0
2015-06-15,1067.35
2015-06-16,1058.5
2015-06-17,1055.1
2015-06-18,1057.3
2015-06-19,1055.3
2015-06-22,1066.6
2015-06-23,1050.6
2015-06-24,1074.75
2015-06-25,1060.75
2015-06-26,1056.85
2015-06-29,1051.4
2015-06-30,1086.65
2015-07-01,1085.25
2015-07-02,1107.55
2015-07-03,1100.85
2015-07-06,1114.15
2015-07-07,1200.45
2015-07-08,1191.3
2015-07-09,1163.35
2015-07-10,1158.2
2015-07-13,1173.3
2015-07-14,1179.5
2015-07-15,1210.8
2015-07-16,1223.7
2015-07-17,1217.0
2015-07-20,1220.55
2015-07-21,1175.65
