Date,BRIGADE
2015-01-01,149.9
2015-01-02,149.1
2015-01-05,146.65
2015-01-06,143.55
2015-01-07,142.05
2015-01-08,153.95
2015-01-09,166.65
2015-01-12,163.8
2015-01-13,163.65
2015-01-14,161.3
2015-01-15,162.75
2015-01-16,164.55
2015-01-19,163.8
2015-01-20,168.05
2015-01-21,168.95
2015-01-22,170.0
2015-01-23,167.15
2015-01-27,170.8
2015-01-28,168.6
2015-01-29,169.3
2015-01-30,170.45
2015-02-02,172.95
2015-02-03,168.9
2015-02-04,165.05
2015-02-05,161.95
2015-02-06,155.8
2015-02-09,155.2
2015-02-10,159.6
2015-02-11,164.1
2015-02-12,163.0
2015-02-13,164.6
2015-02-16,158.55
2015-02-18,161.55
2015-02-19,160.05
2015-02-20,161.1
2015-02-23,158.15
2015-02-24,158.3
2015-02-25,155.2
2015-02-26,157.35
2015-02-27,160.4
2015-02-28,156.4
2015-03-02,160.05
2015-03-03,160.15
2015-03-04,157.55
2015-03-05,157.65
2015-03-09,153.55
2015-03-10,156.35
2015-03-11,153.45
2015-03-12,153.4
2015-03-13,149.9
2015-03-16,147.2
2015-03-17,145.65
2015-03-18,143.75
2015-03-19,146.75
2015-03-20,139.75
2015-03-23,135.15
2015-03-24,140.35
2015-03-25,139.0
2015-03-26,138.65
2015-03-27,139.5
2015-03-30,140.2
2015-03-31,143.05
2015-04-01,144.05
2015-04-06,147.3
2015-04-07,152.65
2015-04-08,156.8
2015-04-09,154.85
2015-04-10,152.7
2015-04-13,154.35
2015-04-15,153.15
2015-04-16,149.35
2015-04-17,150.05
2015-04-20,149.4
2015-04-21,146.45
2015-04-22,150.65
2015-04-23,149.7
2015-04-24,144.75
2015-04-27,145.2
2015-04-28,148.5
2015-04-29,154.9
2015-04-30,151.85
2015-05-04,155.45
2015-05-05,153.05
2015-05-06,150.05
2015-05-07,150.0
2015-05-08,150.7
2015-05-11,150.4
2015-05-12,150.25
2015-05-13,151.0
2015-05-14,149.5
2015-05-15,153.15
2015-05-18,160.05
2015-05-19,163.65
2015-05-20,159.15
2015-05-21,150.35
2015-05-22,148.55
2015-05-25,144.95
2015-05-26,142.55
2015-05-27,143.1
2015-05-28,143.95
2015-05-29,145.05
2015-06-01,146.15
2015-06-02,144.95
2015-06-03,138.4
2015-06-04,139.85
2015-06-05,138.0
2015-06-08,137.5
2015-06-09,140.65
2015-06-10,140.1
2015-06-11,138.75
2015-06-12,138.0
2015-06-15,139.2
2015-06-16,138.2
2015-06-17,138.55
2015-06-18,139.1
2015-06-19,138.3
2015-06-22,140.8
2015-06-23,139.9
2015-06-24,139.55
2015-06-25,140.25
2015-06-26,137.15
2015-06-29,135.55
2015-06-30,150.0
2015-07-01,146.15
2015-07-02,144.1
2015-07-03,142.0
2015-07-06,142.8
2015-07-07,144.0
2015-07-08,145.35
2015-07-09,145.25
2015-07-10,143.5
2015-07-13,146.6
2015-07-14,146.6
2015-07-15,146.5
2015-07-16,147.15
2015-07-17,148.45
2015-07-20,148.1
2015-07-21,147.95
2015-07-22,145.7
2015-07-23,147.1
2015-07-24,147.45
2015-07-27,146.55
2015-07-28,147.05
2015-07-29,142.9
2015-07-30,139.45
2015-07-31,143.1
2015-08-03,146.75
2015-08-04,147.55
2015-08-05,148.2
2015-08-06,155.35
2015-08-07,154.65
2015-08-10,155.0
2015-08-11,154.5
2015-08-12,149.95
2015-08-13,150.35
2015-08-14,152.2
2015-08-17,152.05
2015-08-18,150.05
2015-08-19,146.35
2015-08-20,149.05
2015-08-21,149.35
2015-08-24,135.35
2015-08-25,125.75
2015-08-26,130.7
2015-08-27,136.7
2015-08-28,134.25
2015-08-31,136.2
2015-09-01,133.65
2015-09-02,136.55
2015-09-03,139.1
2015-09-04,132.25
2015-09-07,130.55
2015-09-08,130.15
2015-09-09,132.25
2015-09-10,130.35
2015-09-11,133.1
2015-09-14,138.35
2015-09-15,138.15
2015-09-16,137.25
2015-09-18,137.5
2015-09-21,136.0
2015-09-22,131.75
2015-09-23,133.4
2015-09-24,134.5
2015-09-28,134.5
2015-09-29,142.2
2015-09-30,158.3
2015-10-01,150.45
2015-10-05,147.6
2015-10-06,155.75
2015-10-07,155.3
2015-10-08,155.1
2015-10-09,157.9
2015-10-12,157.3
2015-10-13,161.35
2015-10-14,162.25
2015-10-15,156.1
2015-10-16,154.15
2015-10-19,152.15
2015-10-20,153.85
2015-10-21,156.75
2015-10-23,152.45
2015-10-26,154.75
2015-10-27,154.65
2015-10-28,155.3
2015-10-29,156.05
2015-10-30,153.05
2015-11-02,153.65
2015-11-03,162.35
2015-11-04,161.8
2015-11-05,156.0
2015-11-06,152.15
2015-11-09,155.0
2015-11-10,153.7
2015-11-11,155.4
2015-11-13,157.2
2015-11-16,161.25
2015-11-17,158.65
2015-11-18,159.55
2015-11-19,158.05
2015-11-20,160.5
2015-11-23,170.3
2015-11-24,166.0
2015-11-26,161.35
2015-11-27,163.2
2015-11-30,162.35
2015-12-01,163.6
2015-12-02,163.8
2015-12-03,161.0
2015-12-04,160.6
2015-12-07,161.6
2015-12-08,156.0
2015-12-09,151.3
2015-12-10,153.8
2015-12-11,151.2
2015-12-14,150.55
2015-12-15,150.4
2015-12-16,151.2
2015-12-17,155.3
2015-12-18,153.1
2015-12-21,155.8
2015-12-22,152.9
2015-12-23,153.7
2015-12-24,156.8
2015-12-28,154.45
2015-12-29,153.4
2015-12-30,154.5
2015-12-31,153.7
