Date,TTKPRESTIG
2015-01-01,3624.4
2015-01-02,3635.8
2015-01-05,3611.0
2015-01-06,3541.25
2015-01-07,3557.45
2015-01-08,3629.3
2015-01-09,3655.75
2015-01-12,3793.9
2015-01-13,3701.4
2015-01-14,3767.7
2015-01-15,3730.85
2015-01-16,3719.25
2015-01-19,3776.95
2015-01-20,3759.05
2015-01-21,3600.4
2015-01-22,3541.35
2015-01-23,3499.35
2015-01-27,3473.6
2015-01-28,3429.05
2015-01-29,3371.6
2015-01-30,3369.2
2015-02-02,3315.4
2015-02-03,3308.6
2015-02-04,3303.2
2015-02-05,3295.05
2015-02-06,3272.95
2015-02-09,3311.55
2015-02-10,3307.2
2015-02-11,3336.0
2015-02-12,3299.05
2015-02-13,3419.1
2015-02-16,3326.05
2015-02-18,3274.4
2015-02-19,3249.65
2015-02-20,3254.0
2015-02-23,3215.85
2015-02-24,3187.75
2015-02-25,3102.45
2015-02-26,3024.95
2015-02-27,3018.9
2015-02-28,3065.3
2015-03-02,3029.9
2015-03-03,3306.45
2015-03-04,3422.05
2015-03-05,3603.85
2015-03-09,3658.9
2015-03-10,3594.65
2015-03-11,3653.85
2015-03-12,3675.45
2015-03-13,3593.85
2015-03-16,3592.2
2015-03-17,3689.9
2015-03-18,3639.0
2015-03-19,3642.45
2015-03-20,3452.5
2015-03-23,3456.6
2015-03-24,3457.7
2015-03-25,3352.85
2015-03-26,3227.8
2015-03-27,3334.9
2015-03-30,3474.15
2015-03-31,3451.15
2015-04-01,3468.7
2015-04-06,3660.2
2015-04-07,3671.65
2015-04-08,3645.9
2015-04-09,3688.4
2015-04-10,3683.5
2015-04-13,3644.3
2015-04-15,3736.6
2015-04-16,3778.95
2015-04-17,3748.3
2015-04-20,3742.6
2015-04-21,3706.6
2015-04-22,3728.4
2015-04-23,3779.35
2015-04-24,3751.15
2015-04-27,3700.9
2015-04-28,3700.75
2015-04-29,3724.0
2015-04-30,3792.35
2015-05-04,3904.45
2015-05-05,3904.25
2015-05-06,3802.45
2015-05-07,3892.15
2015-05-08,3918.05
2015-05-11,3911.5
2015-05-12,3914.6
2015-05-13,3943.6
2015-05-14,3932.2
2015-05-15,4015.4
2015-05-18,3993.65
2015-05-19,4001.3
2015-05-20,3998.8
2015-05-21,3976.15
2015-05-22,3944.2
2015-05-25,3951.05
2015-05-26,3932.45
2015-05-27,3757.4
2015-05-28,3884.2
2015-05-29,3966.4
2015-06-01,3954.35
2015-06-02,4270.7
2015-06-03,3972.75
2015-06-04,3940.2
2015-06-05,3922.95
2015-06-08,3848.0
2015-06-09,3796.35
2015-06-10,3764.55
2015-06-11,3686.3
2015-06-12,3640.35
2015-06-15,3658.2
2015-06-16,3636.8
2015-06-17,3636.45
2015-06-18,3681.8
2015-06-19,3671.55
2015-06-22,3801.3
2015-06-23,3871.8
2015-06-24,3870.1
2015-06-25,3830.35
2015-06-26,3959.95
2015-06-29,3905.15
2015-06-30,3878.1
2015-07-01,3873.55
2015-07-02,3889.85
2015-07-03,3874.65
2015-07-06,3785.45
2015-07-07,3804.45
2015-07-08,3805.5
2015-07-09,3804.65
2015-07-10,3834.65
2015-07-13,3860.9
2015-07-14,3913.05
2015-07-15,3930.75
2015-07-16,3949.65
2015-07-17,3981.9
2015-07-20,4007.05
