Date,ARIES
2015-01-01,123.05
2015-01-02,120.35
2015-01-05,119.45
2015-01-06,113.25
2015-01-07,113.45
2015-01-08,119.65
2015-01-09,117.65
2015-01-12,140.95
2015-01-13,136.05
2015-01-14,141.3
2015-01-15,140.2
2015-01-16,151.9
2015-01-19,150.05
2015-01-20,150.0
2015-01-21,144.6
2015-01-22,144.55
2015-01-23,145.85
2015-01-27,150.6
2015-01-28,145.3
2015-01-29,154.4
2015-01-30,155.9
2015-02-02,157.5
2015-02-03,153.75
2015-02-04,152.35
2015-02-05,150.6
2015-02-06,141.65
2015-02-09,134.35
2015-02-10,136.65
2015-02-11,142.5
2015-02-12,144.35
2015-02-13,141.35
2015-02-16,137.0
2015-02-18,136.5
2015-02-19,134.3
2015-02-20,135.65
2015-02-23,131.0
2015-02-24,128.3
2015-02-25,123.65
2015-02-26,126.6
2015-02-27,129.95
2015-02-28,127.55
2015-03-02,130.35
2015-03-03,131.15
2015-03-04,126.4
2015-03-05,122.25
2015-03-09,122.7
2015-03-10,121.15
2015-03-11,120.55
2015-03-12,121.65
2015-03-13,117.55
2015-03-16,114.8
2015-03-17,114.3
2015-03-18,109.0
2015-03-19,112.0
2015-03-20,110.65
2015-03-23,107.2
2015-03-24,101.95
2015-03-25,103.15
2015-03-26,100.3
2015-03-27,98.7
2015-03-30,107.4
2015-03-31,105.4
2015-04-01,112.7
2015-04-06,114.7
2015-04-07,116.7
2015-04-08,116.2
2015-04-09,124.5
2015-04-10,123.9
2015-04-13,128.45
2015-04-15,125.9
2015-04-16,122.3
2015-04-17,123.5
2015-04-20,123.85
2015-04-21,125.5
2015-04-22,123.65
2015-04-23,124.65
2015-04-24,117.4
2015-04-27,110.8
2015-04-28,110.75
2015-04-29,114.1
2015-04-30,116.85
2015-05-04,116.1
2015-05-05,113.25
2015-05-06,109.8
2015-05-07,104.15
2015-05-08,105.25
2015-05-11,109.95
2015-05-12,106.55
2015-05-13,105.5
2015-05-14,106.7
2015-05-15,109.15
2015-05-18,114.35
2015-05-19,114.05
2015-05-20,113.65
2015-05-21,112.7
2015-05-22,115.3
2015-05-25,113.9
2015-05-26,112.4
2015-05-27,111.4
2015-05-28,111.65
2015-05-29,106.15
2015-06-01,104.4
2015-06-02,105.8
2015-06-03,98.05
2015-06-04,99.9
2015-06-05,101.4
2015-06-08,96.95
2015-06-09,95.65
2015-06-10,100.15
2015-06-11,91.75
2015-06-12,91.55
2015-06-15,90.8
2015-06-16,92.1
2015-06-17,94.7
2015-06-18,93.5
2015-06-19,94.05
2015-06-22,97.35
2015-06-23,99.0
2015-06-24,116.05
2015-06-25,117.65
2015-06-26,119.8
2015-06-29,111.85
2015-06-30,111.7
2015-07-01,114.65
2015-07-02,114.7
2015-07-03,112.05
2015-07-06,113.1
2015-07-07,111.45
2015-07-08,108.15
2015-07-09,111.25
2015-07-10,109.65
2015-07-13,108.4
2015-07-14,114.0
2015-07-15,115.45
2015-07-16,128.9
2015-07-17,129.05
2015-07-20,124.1
2015-07-21,128.0
2015-07-22,130.6
2015-07-23,131.15
2015-07-24,126.95
2015-07-27,121.95
2015-07-28,123.55
2015-07-29,122.25
2015-07-30,128.9
2015-07-31,127.1
2015-08-03,128.8
2015-08-04,128.55
2015-08-05,128.9
2015-08-06,125.25
2015-08-07,125.85
2015-08-10,124.6
2015-08-11,121.35
2015-08-12,112.15
2015-08-13,109.35
2015-08-14,110.7
2015-08-17,114.55
2015-08-18,114.2
2015-08-19,114.1
2015-08-20,107.55
2015-08-21,103.7
2015-08-24,93.4
2015-08-25,93.0
2015-08-26,91.9
2015-08-27,96.15
2015-08-28,97.9
2015-08-31,96.55
2015-09-01,92.35
2015-09-02,94.35
2015-09-03,93.65
2015-09-04,91.25
2015-09-07,91.55
2015-09-08,91.2
2015-09-09,93.95
2015-09-10,91.15
2015-09-11,91.6
2015-09-14,92.7
2015-09-15,92.1
2015-09-16,91.9
2015-09-18,92.7
2015-09-21,94.15
2015-09-22,95.75
2015-09-23,95.95
2015-09-24,95.75
2015-09-28,94.45
2015-09-29,93.75
2015-09-30,93.55
2015-10-01,91.4
2015-10-05,93.15
2015-10-06,95.3
2015-10-07,96.4
2015-10-08,99.4
2015-10-09,101.45
2015-10-12,99.75
2015-10-13,99.95
2015-10-14,101.45
2015-10-15,101.55
2015-10-16,100.4
2015-10-19,101.15
2015-10-20,101.5
2015-10-21,107.3
2015-10-23,104.55
2015-10-26,102.25
2015-10-27,102.85
2015-10-28,101.25
2015-10-29,98.55
2015-10-30,98.3
2015-11-02,96.8
2015-11-03,99.4
2015-11-04,101.25
2015-11-05,98.05
2015-11-06,92.9
2015-11-09,93.7
2015-11-10,91.15
2015-11-11,92.75
2015-11-13,92.15
2015-11-16,92.45
2015-11-17,93.2
2015-11-18,92.4
2015-11-19,92.95
2015-11-20,94.2
2015-11-23,93.5
2015-11-24,94.45
2015-11-26,94.05
2015-11-27,93.1
2015-11-30,94.2
2015-12-01,100.6
2015-12-02,103.25
2015-12-03,100.7
2015-12-04,98.65
2015-12-07,97.85
2015-12-08,95.35
2015-12-09,93.4
2015-12-10,96.85
2015-12-11,94.7
2015-12-14,94.2
2015-12-15,94.95
2015-12-16,93.95
2015-12-17,97.0
2015-12-18,95.8
2015-12-21,96.6
2015-12-22,97.4
2015-12-23,98.1
2015-12-24,100.45
2015-12-28,101.8
2015-12-29,98.9
2015-12-30,99.15
2015-12-31,98.25
