Date,COX&KINGS
2015-01-01,292.2
2015-01-02,305.9
2015-01-05,312.1
2015-01-06,297.0
2015-01-07,297.45
2015-01-08,306.05
2015-01-09,318.7
2015-01-12,316.45
2015-01-13,320.05
2015-01-14,315.1
2015-01-15,317.05
2015-01-16,318.8
2015-01-19,321.65
2015-01-20,324.85
2015-01-21,318.9
2015-01-22,313.75
2015-01-23,312.25
2015-01-27,310.35
2015-01-28,310.3
2015-01-29,307.75
2015-01-30,304.7
2015-02-02,306.4
2015-02-03,313.85
2015-02-04,312.7
2015-02-05,311.8
2015-02-06,304.8
2015-02-09,317.35
2015-02-10,317.95
2015-02-11,319.0
2015-02-12,316.85
2015-02-13,319.35
2015-02-16,322.9
2015-02-18,331.4
2015-02-19,334.65
2015-02-20,334.7
2015-02-23,336.05
2015-02-24,336.85
2015-02-25,328.55
2015-02-26,327.0
2015-02-27,329.0
2015-02-28,320.3
2015-03-02,322.25
2015-03-03,321.1
2015-03-04,320.8
2015-03-05,318.45
2015-03-09,319.1
2015-03-10,319.5
2015-03-11,310.85
2015-03-12,318.0
2015-03-13,315.55
2015-03-16,320.95
2015-03-17,326.2
2015-03-18,329.45
2015-03-19,325.65
2015-03-20,328.75
2015-03-23,326.55
2015-03-24,329.0
2015-03-25,320.6
2015-03-26,319.4
2015-03-27,318.05
2015-03-30,321.65
2015-03-31,324.25
2015-04-01,317.8
2015-04-06,325.5
2015-04-07,327.2
2015-04-08,323.25
2015-04-09,327.45
2015-04-10,323.4
2015-04-13,317.75
2015-04-15,330.0
2015-04-16,327.55
2015-04-17,323.45
2015-04-20,320.6
2015-04-21,323.35
2015-04-22,324.65
2015-04-23,325.1
2015-04-24,322.4
2015-04-27,313.5
2015-04-28,318.75
2015-04-29,319.15
2015-04-30,308.1
2015-05-04,309.9
2015-05-05,308.85
2015-05-06,303.6
2015-05-07,296.9
2015-05-08,294.4
2015-05-11,295.1
2015-05-12,292.8
2015-05-13,293.15
2015-05-14,294.0
2015-05-15,299.6
2015-05-18,306.3
2015-05-19,306.1
2015-05-20,300.65
2015-05-21,297.85
2015-05-22,290.2
2015-05-25,291.85
2015-05-26,297.65
2015-05-27,296.3
2015-05-28,294.6
2015-05-29,294.05
2015-06-01,292.75
2015-06-02,290.6
2015-06-03,281.9
2015-06-04,275.35
2015-06-05,273.5
2015-06-08,273.25
2015-06-09,274.2
2015-06-10,268.55
2015-06-11,260.4
2015-06-12,261.5
2015-06-15,262.65
2015-06-16,260.7
2015-06-17,257.55
2015-06-18,258.85
2015-06-19,258.75
2015-06-22,257.9
2015-06-23,259.2
2015-06-24,257.75
2015-06-25,253.95
2015-06-26,250.8
2015-06-29,235.7
2015-06-30,234.85
2015-07-01,246.9
2015-07-02,258.4
2015-07-03,258.85
2015-07-06,252.85
2015-07-07,268.4
2015-07-08,265.05
2015-07-09,266.95
2015-07-10,266.25
2015-07-13,277.85
2015-07-14,282.85
2015-07-15,277.5
2015-07-16,280.15
2015-07-17,287.6
2015-07-20,284.85
2015-07-21,280.35
2015-07-22,278.75
2015-07-23,281.8
2015-07-24,278.1
2015-07-27,266.95
2015-07-28,274.1
2015-07-29,289.75
2015-07-30,295.1
2015-07-31,293.25
2015-08-03,298.75
2015-08-04,310.65
2015-08-05,304.25
2015-08-06,306.1
2015-08-07,301.15
2015-08-10,285.65
2015-08-11,272.8
2015-08-12,264.25
2015-08-13,255.4
2015-08-14,259.0
2015-08-17,261.45
2015-08-18,259.3
2015-08-19,258.45
2015-08-20,255.5
2015-08-21,250.8
2015-08-24,229.45
2015-08-25,238.75
2015-08-26,246.65
2015-08-27,247.3
2015-08-28,237.9
2015-08-31,238.7
2015-09-01,240.55
2015-09-02,236.85
2015-09-03,236.6
2015-09-04,236.3
2015-09-07,229.0
2015-09-08,228.1
2015-09-09,227.6
2015-09-10,217.9
2015-09-11,206.6
2015-09-14,214.85
2015-09-15,211.8
2015-09-16,208.05
2015-09-18,203.55
2015-09-21,201.95
2015-09-22,205.2
2015-09-23,204.85
2015-09-24,205.0
2015-09-28,206.8
2015-09-29,206.55
2015-09-30,205.95
2015-10-01,206.8
2015-10-05,216.8
2015-10-06,218.15
2015-10-07,234.4
2015-10-08,234.85
2015-10-09,242.25
2015-10-12,247.65
2015-10-13,247.25
2015-10-14,240.0
2015-10-15,235.2
2015-10-16,242.95
2015-10-19,240.3
2015-10-20,240.7
2015-10-21,238.45
2015-10-23,240.05
2015-10-26,241.95
2015-10-27,252.65
2015-10-28,258.55
2015-10-29,270.5
2015-10-30,270.65
2015-11-02,271.2
2015-11-03,274.25
2015-11-04,260.0
2015-11-05,253.8
2015-11-06,249.1
2015-11-09,249.1
2015-11-10,252.45
2015-11-11,256.9
2015-11-13,245.45
2015-11-16,248.4
2015-11-17,249.8
2015-11-18,249.0
2015-11-19,248.25
2015-11-20,251.1
2015-11-23,251.8
2015-11-24,254.25
2015-11-26,254.65
2015-11-27,253.75
2015-11-30,241.35
2015-12-01,250.75
2015-12-02,246.8
2015-12-03,246.75
2015-12-04,239.4
2015-12-07,249.25
2015-12-08,244.3
2015-12-09,241.3
2015-12-10,242.0
2015-12-11,239.65
2015-12-14,240.05
2015-12-15,243.6
2015-12-16,245.05
2015-12-17,243.35
2015-12-18,244.35
2015-12-21,240.7
2015-12-22,240.8
2015-12-23,240.65
2015-12-24,241.6
2015-12-28,239.35
2015-12-29,240.9
2015-12-30,244.6
2015-12-31,246.75
