Date,ASTRAMICRO
2015-01-01,121.05
2015-01-02,122.7
2015-01-05,121.7
2015-01-06,115.25
2015-01-07,120.25
2015-01-08,123.65
2015-01-09,123.35
2015-01-12,128.25
2015-01-13,125.7
2015-01-14,127.0
2015-01-15,134.6
2015-01-16,140.2
2015-01-19,143.9
2015-01-20,139.35
2015-01-21,134.45
2015-01-22,136.8
2015-01-23,135.3
2015-01-27,136.25
2015-01-28,134.7
2015-01-29,136.85
2015-01-30,131.9
2015-02-02,126.3
2015-02-03,123.6
2015-02-04,121.0
2015-02-05,120.85
2015-02-06,117.1
2015-02-09,116.15
2015-02-10,118.55
2015-02-11,129.5
2015-02-12,131.7
2015-02-13,128.25
2015-02-16,132.05
2015-02-18,153.85
2015-02-19,160.2
2015-02-20,153.15
2015-02-23,149.05
2015-02-24,149.25
2015-02-25,149.3
2015-02-26,148.85
2015-02-27,155.75
2015-02-28,149.05
2015-03-02,145.4
2015-03-03,142.45
2015-03-04,138.7
2015-03-05,144.65
2015-03-09,141.6
2015-03-10,143.85
2015-03-11,143.1
2015-03-12,145.05
2015-03-13,142.95
2015-03-16,143.25
2015-03-17,144.1
2015-03-18,143.55
2015-03-19,141.9
2015-03-20,142.05
2015-03-23,137.5
2015-03-24,136.5
2015-03-25,135.35
2015-03-26,133.35
2015-03-27,133.6
2015-03-30,141.3
2015-03-31,147.5
2015-04-01,150.05
2015-04-06,147.7
2015-04-07,145.7
2015-04-08,146.7
2015-04-09,154.9
2015-04-10,154.3
2015-04-13,160.35
2015-04-15,153.2
2015-04-16,150.3
2015-04-17,153.7
2015-04-20,147.75
2015-04-21,148.65
2015-04-22,147.35
2015-04-23,145.25
2015-04-24,139.6
2015-04-27,128.1
2015-04-28,123.7
2015-04-29,124.6
2015-04-30,121.95
2015-05-04,122.05
2015-05-05,123.25
2015-05-06,118.65
2015-05-07,114.55
2015-05-08,118.5
2015-05-11,120.9
2015-05-12,115.35
2015-05-13,116.1
2015-05-14,115.45
2015-05-15,115.0
2015-05-18,115.7
2015-05-19,118.45
2015-05-20,119.05
2015-05-21,118.35
2015-05-22,115.8
2015-05-25,115.95
2015-05-26,112.45
2015-05-27,110.85
2015-05-28,108.95
2015-05-29,111.15
2015-06-01,110.45
2015-06-02,109.2
2015-06-03,105.15
2015-06-04,105.15
2015-06-05,106.9
2015-06-08,107.0
2015-06-09,104.05
2015-06-10,107.15
2015-06-11,104.7
2015-06-12,103.65
2015-06-15,103.5
2015-06-16,102.5
2015-06-17,104.5
2015-06-18,106.15
2015-06-19,111.65
2015-06-22,112.1
2015-06-23,111.2
2015-06-24,114.65
2015-06-25,112.45
2015-06-26,112.3
2015-06-29,108.2
2015-06-30,108.3
2015-07-01,109.85
2015-07-02,119.35
2015-07-03,116.6
2015-07-06,117.9
2015-07-07,116.85
2015-07-08,114.85
2015-07-09,113.95
2015-07-10,114.6
2015-07-13,118.5
2015-07-14,120.3
2015-07-15,123.6
2015-07-16,127.85
2015-07-17,125.85
2015-07-20,128.25
2015-07-21,124.45
2015-07-22,124.2
2015-07-23,124.15
2015-07-24,121.6
2015-07-27,117.1
2015-07-28,116.85
2015-07-29,117.65
2015-07-30,120.5
2015-07-31,126.4
2015-08-03,120.7
2015-08-04,120.85
2015-08-05,121.75
2015-08-06,120.8
2015-08-07,119.25
2015-08-10,119.8
2015-08-11,117.25
2015-08-12,115.1
2015-08-13,114.9
2015-08-14,113.95
2015-08-17,115.55
2015-08-18,119.4
2015-08-19,118.6
2015-08-20,115.75
2015-08-21,111.35
2015-08-24,113.3
2015-08-25,113.35
2015-08-26,110.3
2015-08-27,111.4
2015-08-28,112.75
2015-08-31,110.45
2015-09-01,108.9
2015-09-02,107.4
2015-09-03,107.95
2015-09-04,105.3
2015-09-07,104.3
2015-09-08,104.4
2015-09-09,106.0
2015-09-10,105.65
2015-09-11,107.15
2015-09-14,108.25
2015-09-15,108.2
2015-09-16,108.5
2015-09-18,110.25
2015-09-21,110.0
2015-09-22,110.55
2015-09-23,113.7
2015-09-24,113.55
2015-09-28,112.05
2015-09-29,112.3
2015-09-30,112.55
2015-10-01,111.2
2015-10-05,114.05
2015-10-06,114.95
2015-10-07,115.2
2015-10-08,114.35
2015-10-09,112.95
2015-10-12,132.1
2015-10-13,126.6
2015-10-14,124.1
2015-10-15,127.25
2015-10-16,129.65
2015-10-19,130.95
2015-10-20,136.0
2015-10-21,132.1
2015-10-23,134.1
2015-10-26,135.3
2015-10-27,131.3
2015-10-28,131.85
2015-10-29,131.55
2015-10-30,128.2
2015-11-02,132.55
2015-11-03,130.35
2015-11-04,130.35
2015-11-05,129.1
2015-11-06,128.55
2015-11-09,130.6
2015-11-10,133.4
2015-11-11,135.05
2015-11-13,131.05
2015-11-16,131.8
2015-11-17,136.25
2015-11-18,145.65
2015-11-19,150.55
2015-11-20,142.45
2015-11-23,141.15
2015-11-24,142.7
2015-11-26,147.3
2015-11-27,150.0
2015-11-30,146.1
2015-12-01,152.3
2015-12-02,153.1
2015-12-03,147.55
2015-12-04,142.8
2015-12-07,136.65
2015-12-08,131.65
2015-12-09,129.05
2015-12-10,132.9
2015-12-11,135.75
2015-12-14,133.9
2015-12-15,134.5
2015-12-16,133.75
2015-12-17,135.75
2015-12-18,139.7
2015-12-21,135.75
2015-12-22,134.35
2015-12-23,134.85
2015-12-24,148.6
2015-12-28,142.2
2015-12-29,140.7
2015-12-30,139.6
2015-12-31,137.35
