Date,RSWM
2015-01-01,207.75
2015-01-02,201.15
2015-01-05,202.55
2015-01-06,195.75
2015-01-07,194.45
2015-01-08,197.05
2015-01-09,196.0
2015-01-12,196.4
2015-01-13,195.45
2015-01-14,195.35
2015-01-15,201.0
2015-01-16,203.5
2015-01-19,204.95
2015-01-20,207.05
2015-01-21,204.25
2015-01-22,205.3
2015-01-23,199.95
2015-01-27,198.6
2015-01-28,200.05
2015-01-29,203.85
2015-01-30,202.55
2015-02-02,201.35
2015-02-03,201.35
2015-02-04,204.0
2015-02-05,206.85
2015-02-06,202.6
2015-02-09,200.0
2015-02-10,200.4
2015-02-11,217.9
2015-02-12,216.9
2015-02-13,216.2
2015-02-16,221.0
2015-02-18,225.15
2015-02-19,223.95
2015-02-20,225.35
2015-02-23,218.85
2015-02-24,216.05
2015-02-25,215.6
2015-02-26,215.55
2015-02-27,217.6
2015-02-28,215.5
2015-03-02,218.35
2015-03-03,225.45
2015-03-04,220.85
2015-03-05,222.65
2015-03-09,220.1
2015-03-10,218.0
2015-03-11,218.45
2015-03-12,227.65
2015-03-13,222.1
2015-03-16,218.35
2015-03-17,216.2
2015-03-18,215.45
2015-03-19,215.6
2015-03-20,210.55
2015-03-23,210.9
2015-03-24,209.85
2015-03-25,209.5
2015-03-26,209.35
2015-03-27,208.2
2015-03-30,215.35
2015-03-31,214.35
2015-04-01,225.95
2015-04-06,228.0
2015-04-07,226.85
2015-04-08,235.1
2015-04-09,240.45
2015-04-10,264.3
2015-04-13,277.25
2015-04-15,275.05
2015-04-16,272.3
2015-04-17,274.5
2015-04-20,260.15
2015-04-21,259.8
2015-04-22,260.35
2015-04-23,264.35
2015-04-24,252.8
2015-04-27,242.35
2015-04-28,249.1
2015-04-29,252.05
2015-04-30,261.8
2015-05-04,271.0
2015-05-05,267.1
2015-05-06,254.95
2015-05-07,249.35
2015-05-08,261.7
2015-05-11,252.9
2015-05-12,242.85
2015-05-13,240.85
2015-05-14,239.55
2015-05-15,241.95
2015-05-18,244.9
2015-05-19,243.7
2015-05-20,249.15
2015-05-21,244.95
2015-05-22,241.8
2015-05-25,243.05
2015-05-26,242.95
2015-05-27,241.9
2015-05-28,236.6
2015-05-29,232.25
2015-06-01,239.85
2015-06-02,235.4
2015-06-03,227.7
2015-06-04,226.35
2015-06-05,228.4
2015-06-08,227.2
2015-06-09,225.15
2015-06-10,224.9
2015-06-11,222.4
2015-06-12,221.95
2015-06-15,222.25
2015-06-16,219.0
2015-06-17,220.65
2015-06-18,227.35
2015-06-19,225.1
2015-06-22,231.1
2015-06-23,246.05
2015-06-24,263.25
2015-06-25,262.5
2015-06-26,258.3
2015-06-29,251.55
2015-06-30,272.5
2015-07-01,282.4
2015-07-02,274.0
2015-07-03,295.95
2015-07-06,318.6
2015-07-07,307.95
2015-07-08,315.65
2015-07-09,315.45
2015-07-10,327.1
2015-07-13,325.4
2015-07-14,315.15
2015-07-15,325.95
2015-07-16,323.95
2015-07-17,328.9
2015-07-20,333.65
2015-07-21,323.45
2015-07-22,324.4
2015-07-23,330.25
2015-07-24,330.4
2015-07-27,325.7
2015-07-28,336.05
2015-07-29,347.85
2015-07-30,363.95
2015-07-31,351.7
2015-08-03,383.6
2015-08-04,394.7
2015-08-05,393.05
2015-08-06,381.4
2015-08-07,383.8
2015-08-10,381.95
2015-08-11,362.75
2015-08-12,344.05
2015-08-13,326.05
2015-08-14,339.5
2015-08-17,338.95
2015-08-18,349.3
2015-08-19,359.55
2015-08-20,344.2
2015-08-21,329.55
2015-08-24,292.55
2015-08-25,287.95
2015-08-26,295.05
2015-08-27,298.2
2015-08-28,289.0
2015-08-31,292.3
2015-09-01,284.2
2015-09-02,284.6
2015-09-03,283.15
2015-09-04,281.9
2015-09-07,273.8
2015-09-08,271.1
2015-09-09,269.75
2015-09-10,268.45
2015-09-11,269.0
2015-09-14,291.0
2015-09-15,289.1
2015-09-16,280.7
2015-09-18,280.55
2015-09-21,278.15
2015-09-22,272.2
2015-09-23,278.4
2015-09-24,279.25
2015-09-28,276.2
2015-09-29,272.4
2015-09-30,278.25
2015-10-01,283.1
2015-10-05,307.5
2015-10-06,302.55
2015-10-07,310.15
2015-10-08,307.9
2015-10-09,296.8
2015-10-12,284.75
2015-10-13,295.35
2015-10-14,304.65
2015-10-15,305.0
2015-10-16,306.7
2015-10-19,302.3
2015-10-20,295.8
2015-10-21,293.1
2015-10-23,296.5
2015-10-26,293.9
2015-10-27,288.55
2015-10-28,287.7
2015-10-29,281.65
2015-10-30,280.75
2015-11-02,277.3
2015-11-03,284.0
2015-11-04,292.05
2015-11-05,284.6
2015-11-06,279.05
2015-11-09,278.3
2015-11-10,275.95
2015-11-11,276.5
2015-11-13,274.4
2015-11-16,283.75
2015-11-17,275.6
2015-11-18,285.35
2015-11-19,299.85
2015-11-20,301.9
2015-11-23,305.3
2015-11-24,309.75
2015-11-26,310.35
2015-11-27,316.55
2015-11-30,314.8
2015-12-01,323.5
2015-12-02,321.95
2015-12-03,315.95
2015-12-04,311.35
2015-12-07,313.65
2015-12-08,311.15
2015-12-09,296.35
2015-12-10,302.4
2015-12-11,296.7
2015-12-14,298.9
2015-12-15,300.25
2015-12-16,309.3
2015-12-17,316.25
2015-12-18,311.65
2015-12-21,320.85
2015-12-22,317.2
2015-12-23,324.3
2015-12-24,341.05
2015-12-28,365.9
2015-12-29,359.5
2015-12-30,367.2
2015-12-31,363.15
