Date,DELTACORP
2015-01-01,90.2
2015-01-02,92.45
2015-01-05,92.5
2015-01-06,88.7
2015-01-07,88.7
2015-01-08,95.1
2015-01-09,92.85
2015-01-12,97.05
2015-01-13,95.15
2015-01-14,95.35
2015-01-15,98.6
2015-01-16,98.85
2015-01-19,99.15
2015-01-20,100.95
2015-01-21,98.65
2015-01-22,97.5
2015-01-23,95.85
2015-01-27,93.35
2015-01-28,89.7
2015-01-29,89.65
2015-01-30,89.35
2015-02-02,98.6
2015-02-03,97.35
2015-02-04,99.1
2015-02-05,95.3
2015-02-06,95.4
2015-02-09,92.15
2015-02-10,89.9
2015-02-11,92.1
2015-02-12,92.95
2015-02-13,92.75
2015-02-16,92.4
2015-02-18,96.45
2015-02-19,94.3
2015-02-20,93.45
2015-02-23,91.75
2015-02-24,91.1
2015-02-25,92.4
2015-02-26,90.85
2015-02-27,91.25
2015-02-28,93.55
2015-03-02,95.75
2015-03-03,94.25
2015-03-04,92.35
2015-03-05,91.75
2015-03-09,91.0
2015-03-10,89.5
2015-03-11,89.15
2015-03-12,88.55
2015-03-13,86.6
2015-03-16,87.7
2015-03-17,86.2
2015-03-18,85.45
2015-03-19,85.25
2015-03-20,82.2
2015-03-23,80.35
2015-03-24,79.6
2015-03-25,78.55
2015-03-26,76.85
2015-03-27,75.5
2015-03-30,79.5
2015-03-31,80.4
2015-04-01,82.35
2015-04-06,82.65
2015-04-07,82.35
2015-04-08,83.85
2015-04-09,88.65
2015-04-10,86.5
2015-04-13,93.9
2015-04-15,94.25
2015-04-16,89.5
2015-04-17,87.4
2015-04-20,87.45
2015-04-21,86.2
2015-04-22,86.3
2015-04-23,84.9
2015-04-24,81.4
2015-04-27,77.2
2015-04-28,80.05
2015-04-29,80.5
2015-04-30,78.8
2015-05-04,80.4
2015-05-05,82.05
2015-05-06,77.6
2015-05-07,74.35
2015-05-08,76.3
2015-05-11,76.95
2015-05-12,73.45
2015-05-13,73.8
2015-05-14,73.1
2015-05-15,73.9
2015-05-18,81.5
2015-05-19,78.75
2015-05-20,77.6
2015-05-21,76.9
2015-05-22,77.3
2015-05-25,77.1
2015-05-26,75.9
2015-05-27,76.2
2015-05-28,77.0
2015-05-29,77.15
2015-06-01,78.15
2015-06-02,75.85
2015-06-03,72.3
2015-06-04,71.65
2015-06-05,72.6
2015-06-08,71.15
2015-06-09,70.75
2015-06-10,76.95
2015-06-11,71.95
2015-06-12,71.8
2015-06-15,71.7
2015-06-16,69.5
2015-06-17,71.5
2015-06-18,72.95
2015-06-19,72.1
2015-06-22,73.2
2015-06-23,73.8
2015-06-24,72.75
2015-06-25,72.35
2015-06-26,72.7
2015-06-29,70.6
2015-06-30,72.35
2015-07-01,73.9
2015-07-02,73.15
2015-07-03,73.5
2015-07-06,74.25
2015-07-07,75.3
2015-07-08,75.4
2015-07-09,75.15
2015-07-10,75.25
2015-07-13,78.6
2015-07-14,79.95
2015-07-15,78.75
2015-07-16,78.1
2015-07-17,81.75
2015-07-20,83.65
2015-07-21,81.6
2015-07-22,82.2
2015-07-23,81.85
2015-07-24,79.35
2015-07-27,75.4
2015-07-28,75.2
2015-07-29,74.4
2015-07-30,76.3
2015-07-31,75.75
2015-08-03,75.9
2015-08-04,75.55
2015-08-05,78.25
2015-08-06,75.9
2015-08-07,76.6
2015-08-10,75.5
2015-08-11,73.6
2015-08-12,68.45
2015-08-13,65.3
2015-08-14,68.5
2015-08-17,67.75
2015-08-18,67.95
2015-08-19,69.35
2015-08-20,75.3
2015-08-21,78.85
2015-08-24,70.25
2015-08-25,79.15
2015-08-26,79.55
2015-08-27,80.9
2015-08-28,83.75
2015-08-31,80.95
2015-09-01,77.0
2015-09-02,77.5
2015-09-03,78.4
2015-09-04,74.7
2015-09-07,70.45
2015-09-08,72.5
2015-09-09,73.35
2015-09-10,73.75
2015-09-11,73.05
2015-09-14,74.75
2015-09-15,78.65
2015-09-16,77.45
2015-09-18,78.65
2015-09-21,80.1
2015-09-22,78.75
2015-09-23,77.85
2015-09-24,77.2
2015-09-28,76.1
2015-09-29,76.95
2015-09-30,76.9
2015-10-01,79.8
2015-10-05,81.6
2015-10-06,81.85
2015-10-07,83.05
2015-10-08,81.85
2015-10-09,80.5
2015-10-12,79.3
2015-10-13,81.9
2015-10-14,86.1
2015-10-15,85.5
2015-10-16,84.65
2015-10-19,87.4
2015-10-20,88.2
2015-10-21,90.55
2015-10-23,88.05
2015-10-26,84.95
2015-10-27,87.05
2015-10-28,86.9
2015-10-29,87.1
2015-10-30,84.45
2015-11-02,83.7
2015-11-03,84.3
2015-11-04,82.75
2015-11-05,81.95
2015-11-06,81.45
2015-11-09,82.35
2015-11-10,80.15
2015-11-11,81.7
2015-11-13,84.75
2015-11-16,84.1
2015-11-17,83.65
2015-11-18,81.95
2015-11-19,83.45
2015-11-20,83.85
2015-11-23,81.55
2015-11-24,81.2
2015-11-26,82.35
2015-11-27,83.15
2015-11-30,89.6
2015-12-01,88.55
2015-12-02,86.8
2015-12-03,85.95
2015-12-04,84.35
2015-12-07,83.65
2015-12-08,80.7
2015-12-09,77.15
2015-12-10,79.35
2015-12-11,77.45
2015-12-14,76.95
2015-12-15,78.2
2015-12-16,77.05
2015-12-17,79.75
2015-12-18,78.95
2015-12-21,80.5
2015-12-22,79.05
2015-12-23,79.4
2015-12-24,81.15
2015-12-28,79.5
2015-12-29,78.1
2015-12-30,78.8
2015-12-31,80.25
