Date,RENUKA
2015-01-01,15.55
2015-01-02,15.6
2015-01-05,15.8
2015-01-06,15.6
2015-01-07,15.5
2015-01-08,15.6
2015-01-09,15.7
2015-01-12,16.2
2015-01-13,16.05
2015-01-14,15.7
2015-01-15,15.75
2015-01-16,15.75
2015-01-19,15.75
2015-01-20,15.75
2015-01-21,16.2
2015-01-22,16.0
2015-01-23,15.75
2015-01-27,17.0
2015-01-28,16.5
2015-01-29,16.35
2015-01-30,16.3
2015-02-02,16.3
2015-02-03,16.1
2015-02-04,15.95
2015-02-05,15.65
2015-02-06,15.35
2015-02-09,15.1
2015-02-10,15.15
2015-02-11,15.45
2015-02-12,15.35
2015-02-13,15.4
2015-02-16,15.55
2015-02-18,16.4
2015-02-19,16.35
2015-02-20,16.55
2015-02-23,16.15
2015-02-24,15.9
2015-02-25,15.8
2015-02-26,15.75
2015-02-27,16.15
2015-02-28,15.85
2015-03-02,15.95
2015-03-03,16.15
2015-03-04,15.9
2015-03-05,16.05
2015-03-09,16.0
2015-03-10,15.7
2015-03-11,15.4
2015-03-12,15.55
2015-03-13,14.5
2015-03-16,14.1
2015-03-17,13.65
2015-03-18,13.55
2015-03-19,13.35
2015-03-20,12.65
2015-03-23,12.1
2015-03-24,12.3
2015-03-25,12.6
2015-03-26,12.4
2015-03-27,12.35
2015-03-30,12.6
2015-03-31,12.85
2015-04-01,12.7
2015-04-06,13.65
2015-04-07,13.55
2015-04-08,13.9
2015-04-09,13.4
2015-04-10,13.4
2015-04-13,13.35
2015-04-15,13.15
2015-04-16,13.25
2015-04-17,13.15
2015-04-20,12.95
2015-04-21,12.8
2015-04-22,12.9
2015-04-23,12.65
2015-04-24,12.4
2015-04-27,12.45
2015-04-28,12.65
2015-04-29,12.7
2015-04-30,12.35
2015-05-04,12.2
2015-05-05,12.1
2015-05-06,11.95
2015-05-07,11.6
2015-05-08,11.8
2015-05-11,11.85
2015-05-12,11.55
2015-05-13,11.35
2015-05-14,11.35
2015-05-15,11.15
2015-05-18,11.2
2015-05-19,11.15
2015-05-20,11.25
2015-05-21,11.3
2015-05-22,11.85
2015-05-25,11.6
2015-05-26,11.3
2015-05-27,11.35
2015-05-28,11.35
2015-05-29,11.3
2015-06-01,11.2
2015-06-02,10.95
2015-06-03,10.15
2015-06-04,9.9
2015-06-05,10.2
2015-06-08,10.3
2015-06-09,10.1
2015-06-10,10.9
2015-06-11,10.35
2015-06-12,10.15
2015-06-15,10.25
2015-06-16,10.35
2015-06-17,10.6
2015-06-18,10.45
2015-06-19,10.6
2015-06-22,10.6
2015-06-23,10.7
2015-06-24,10.5
2015-06-25,10.4
2015-06-26,10.35
2015-06-29,10.05
2015-06-30,10.2
2015-07-01,10.25
2015-07-02,10.1
2015-07-03,10.05
2015-07-06,10.35
2015-07-07,10.4
2015-07-08,10.05
2015-07-09,10.2
2015-07-10,9.95
2015-07-13,10.05
2015-07-14,10.05
2015-07-15,10.05
2015-07-16,10.0
2015-07-17,9.9
2015-07-20,9.85
2015-07-21,9.45
2015-07-22,9.3
2015-07-23,9.2
2015-07-24,9.0
2015-07-27,8.85
2015-07-28,8.5
2015-07-29,8.3
2015-07-30,8.5
2015-07-31,8.9
2015-08-03,9.05
2015-08-04,8.8
2015-08-05,9.4
2015-08-06,9.15
2015-08-07,9.2
2015-08-10,9.35
2015-08-11,9.25
2015-08-12,9.05
2015-08-13,8.9
2015-08-14,8.7
2015-08-17,8.65
2015-08-18,8.65
2015-08-19,8.55
2015-08-20,8.4
2015-08-21,8.1
2015-08-24,7.35
2015-08-25,7.4
2015-08-26,7.3
2015-08-27,7.35
2015-08-28,7.3
2015-08-31,7.45
2015-09-01,7.25
2015-09-02,7.7
2015-09-03,7.55
2015-09-04,7.2
2015-09-07,7.35
2015-09-08,7.3
2015-09-09,7.35
2015-09-10,7.35
2015-09-11,7.45
2015-09-14,7.4
2015-09-15,7.5
2015-09-16,7.35
2015-09-18,7.45
2015-09-21,7.55
2015-09-22,7.45
2015-09-23,7.45
2015-09-24,7.4
2015-09-28,7.7
2015-09-29,7.45
2015-09-30,7.2
2015-10-01,7.35
2015-10-05,7.55
2015-10-06,8.55
2015-10-07,10.1
2015-10-08,10.95
2015-10-09,11.5
2015-10-12,10.75
2015-10-13,11.05
2015-10-14,10.95
2015-10-15,10.65
2015-10-16,10.65
2015-10-19,10.8
2015-10-20,11.45
2015-10-21,12.15
2015-10-23,12.4
2015-10-26,11.85
2015-10-27,12.0
2015-10-28,11.75
2015-10-29,11.75
2015-10-30,11.45
2015-11-02,11.45
2015-11-03,11.8
2015-11-04,11.6
2015-11-05,11.15
2015-11-06,11.25
2015-11-09,11.85
2015-11-10,11.4
2015-11-11,11.45
2015-11-13,12.25
2015-11-16,13.5
2015-11-17,16.05
2015-11-18,17.35
2015-11-19,15.65
2015-11-20,15.5
2015-11-23,15.35
2015-11-24,15.3
2015-11-26,14.9
2015-11-27,14.55
2015-11-30,13.1
2015-12-01,12.5
2015-12-02,12.8
2015-12-03,12.7
2015-12-04,12.3
2015-12-07,12.5
2015-12-08,12.3
2015-12-09,11.7
2015-12-10,12.15
2015-12-11,11.8
2015-12-14,12.0
2015-12-15,12.6
2015-12-16,12.85
2015-12-17,12.95
2015-12-18,12.65
2015-12-21,12.65
2015-12-22,12.95
2015-12-23,12.6
2015-12-24,12.6
2015-12-28,12.6
2015-12-29,12.6
2015-12-30,12.7
2015-12-31,12.8
