Date,SASKEN
2015-01-01,228.1
2015-01-02,230.45
2015-01-05,228.4
2015-01-06,226.7
2015-01-07,224.4
2015-01-08,224.8
2015-01-09,255.6
2015-01-12,254.85
2015-01-13,258.45
2015-01-14,266.95
2015-01-15,257.05
2015-01-16,257.35
2015-01-19,256.0
2015-01-20,244.3
2015-01-21,235.1
2015-01-22,233.9
2015-01-23,228.3
2015-01-27,228.05
2015-01-28,231.45
2015-01-29,224.95
2015-01-30,228.6
2015-02-02,225.8
2015-02-03,227.1
2015-02-04,225.35
2015-02-05,222.9
2015-02-06,216.8
2015-02-09,207.35
2015-02-10,211.1
2015-02-11,213.3
2015-02-12,212.65
2015-02-13,211.0
2015-02-16,212.25
2015-02-18,211.45
2015-02-19,206.6
2015-02-20,211.05
2015-02-23,208.95
2015-02-24,212.65
2015-02-25,210.05
2015-02-26,207.55
2015-02-27,211.4
2015-02-28,208.5
2015-03-02,214.9
2015-03-03,214.8
2015-03-04,212.35
2015-03-05,212.95
2015-03-09,211.15
2015-03-10,208.25
2015-03-11,207.2
2015-03-12,207.8
2015-03-13,207.85
2015-03-16,206.7
2015-03-17,206.05
2015-03-18,203.55
2015-03-19,200.9
2015-03-20,196.15
2015-03-23,190.0
2015-03-24,184.25
2015-03-25,180.05
2015-03-26,181.7
2015-03-27,217.95
2015-03-30,220.25
2015-03-31,217.8
2015-04-01,213.1
2015-04-06,210.2
2015-04-07,215.95
2015-04-08,226.55
2015-04-09,245.15
2015-04-10,249.95
2015-04-13,248.9
2015-04-15,252.35
2015-04-16,253.9
2015-04-17,242.05
2015-04-20,258.55
2015-04-21,252.65
2015-04-22,249.6
2015-04-23,246.8
2015-04-24,231.9
2015-04-27,224.2
2015-04-28,225.85
2015-04-29,224.2
2015-04-30,222.35
2015-05-04,223.9
2015-05-05,223.5
2015-05-06,222.35
2015-05-07,222.4
2015-05-08,227.55
2015-05-11,225.85
2015-05-12,224.65
2015-05-13,223.3
2015-05-14,224.8
2015-05-15,223.85
2015-05-18,227.0
2015-05-19,228.25
2015-05-20,230.4
2015-05-21,228.45
2015-05-22,227.15
2015-05-25,224.35
2015-05-26,224.15
2015-05-27,228.75
2015-05-28,227.85
2015-05-29,228.1
2015-06-01,226.15
2015-06-02,225.95
2015-06-03,222.05
2015-06-04,222.8
2015-06-05,222.9
2015-06-08,222.6
2015-06-09,220.95
2015-06-10,223.0
2015-06-11,218.9
2015-06-12,215.95
2015-06-15,216.65
2015-06-16,218.7
2015-06-17,221.05
2015-06-18,221.45
2015-06-19,222.45
2015-06-22,226.95
2015-06-23,231.55
2015-06-24,231.05
2015-06-25,231.85
2015-06-26,236.05
2015-06-29,231.2
2015-06-30,234.5
2015-07-01,239.05
2015-07-02,239.35
2015-07-03,239.0
2015-07-06,228.85
2015-07-07,227.7
2015-07-08,225.3
2015-07-09,224.5
2015-07-10,223.35
2015-07-13,222.95
2015-07-14,229.3
2015-07-15,230.4
2015-07-16,228.45
2015-07-17,227.4
2015-07-20,227.5
2015-07-21,238.2
2015-07-22,236.4
2015-07-23,234.75
2015-07-24,230.65
2015-07-27,226.8
2015-07-28,224.6
2015-07-29,224.7
2015-07-30,229.8
2015-07-31,239.05
2015-08-03,243.85
2015-08-04,247.3
2015-08-05,247.95
2015-08-06,248.8
2015-08-07,243.7
2015-08-10,252.8
2015-08-11,254.75
2015-08-12,254.5
2015-08-13,256.65
2015-08-14,260.7
2015-08-17,261.05
2015-08-18,270.45
2015-08-19,260.25
2015-08-20,264.55
2015-08-21,265.2
2015-08-24,259.75
2015-08-25,246.65
2015-08-26,242.7
2015-08-27,241.55
2015-08-28,242.6
2015-08-31,242.9
2015-09-01,241.35
2015-09-02,236.0
2015-09-03,240.8
2015-09-04,238.05
2015-09-07,231.6
2015-09-08,230.35
2015-09-09,234.2
2015-09-10,233.4
2015-09-11,232.7
2015-09-14,233.25
2015-09-15,228.3
2015-09-16,230.5
2015-09-18,232.6
2015-09-21,234.2
2015-09-22,231.3
2015-09-23,233.45
2015-09-24,232.4
2015-09-28,232.15
2015-09-29,232.25
2015-09-30,234.4
2015-10-01,232.35
2015-10-05,242.7
2015-10-06,249.9
2015-10-07,253.85
2015-10-08,253.8
2015-10-09,266.35
2015-10-12,270.9
2015-10-13,274.2
2015-10-14,274.9
2015-10-15,270.3
2015-10-16,274.45
2015-10-19,276.45
2015-10-20,272.55
2015-10-21,268.85
2015-10-23,259.05
2015-10-26,255.55
2015-10-27,260.35
2015-10-28,295.2
2015-10-29,299.4
2015-10-30,283.4
2015-11-02,295.85
2015-11-03,292.95
2015-11-04,294.5
2015-11-05,289.1
2015-11-06,280.5
2015-11-09,298.65
2015-11-10,294.25
2015-11-11,301.8
2015-11-13,312.4
2015-11-16,316.75
2015-11-17,308.05
2015-11-18,303.4
2015-11-19,321.25
2015-11-20,353.95
2015-11-23,361.7
2015-11-24,410.45
2015-11-26,400.0
2015-11-27,388.05
2015-11-30,395.65
2015-12-01,398.8
2015-12-02,391.75
2015-12-03,400.35
2015-12-04,397.05
2015-12-07,393.5
2015-12-08,379.55
2015-12-09,350.2
2015-12-10,364.45
2015-12-11,364.0
2015-12-14,364.7
2015-12-15,367.15
2015-12-16,367.6
2015-12-17,373.3
2015-12-18,368.8
2015-12-21,369.8
2015-12-22,380.9
2015-12-23,396.2
2015-12-24,397.1
2015-12-28,392.3
2015-12-29,383.35
2015-12-30,376.9
2015-12-31,378.4
