Date,FMNL
2015-01-01,10.6
2015-01-02,11.25
2015-01-05,11.6
2015-01-06,11.95
2015-01-07,11.5
2015-01-08,11.5
2015-01-09,11.0
2015-01-12,11.1
2015-01-13,11.5
2015-01-14,11.0
2015-01-15,11.7
2015-01-16,11.5
2015-01-19,11.15
2015-01-20,11.3
2015-01-21,11.5
2015-01-22,11.4
2015-01-23,11.35
2015-01-27,12.05
2015-01-28,12.0
2015-01-29,11.45
2015-01-30,11.45
2015-02-02,12.75
2015-02-03,12.35
2015-02-04,13.25
2015-02-05,13.75
2015-02-06,13.05
2015-02-09,13.6
2015-02-10,12.85
2015-02-11,12.4
2015-02-12,12.35
2015-02-13,12.65
2015-02-16,12.5
2015-02-18,12.65
2015-02-19,13.6
2015-02-20,12.0
2015-02-23,12.0
2015-02-24,12.05
2015-02-25,12.7
2015-02-26,12.55
2015-02-27,12.85
2015-02-28,12.1
2015-03-02,12.05
2015-03-03,11.8
2015-03-04,11.85
2015-03-05,12.0
2015-03-09,12.1
2015-03-10,12.4
2015-03-11,12.7
2015-03-12,12.4
2015-03-13,12.2
2015-03-16,12.25
2015-03-17,12.25
2015-03-18,12.05
2015-03-19,12.15
2015-03-20,12.2
2015-03-23,11.9
2015-03-24,11.4
2015-03-25,11.5
2015-03-26,10.6
2015-03-27,11.0
2015-03-30,11.5
2015-03-31,10.85
2015-04-01,10.8
2015-04-06,11.95
2015-04-07,11.4
2015-04-08,12.25
2015-04-09,11.75
2015-04-10,11.8
2015-04-13,12.55
2015-04-15,12.85
2015-04-16,11.85
2015-04-17,12.0
2015-04-20,11.8
2015-04-21,12.6
2015-04-22,11.85
2015-04-23,11.8
2015-04-27,11.0
2015-04-28,11.0
2015-04-29,10.6
2015-04-30,11.0
2015-05-04,11.9
2015-05-05,12.8
2015-05-06,11.75
2015-05-07,11.55
2015-05-11,11.9
2015-05-12,11.6
2015-05-13,12.15
2015-05-14,11.8
2015-05-15,11.9
2015-05-18,14.25
2015-05-19,17.1
2015-05-20,17.15
2015-05-21,15.9
2015-05-22,14.35
2015-05-25,13.65
2015-05-26,13.15
2015-05-27,12.65
2015-05-28,12.3
2015-05-29,12.9
2015-06-01,12.8
2015-06-02,13.25
2015-06-03,13.0
2015-06-04,13.5
2015-06-05,12.95
2015-06-08,13.0
2015-06-09,13.15
2015-06-10,12.75
2015-06-11,12.55
2015-06-12,12.4
2015-06-15,12.5
2015-06-16,12.5
2015-06-17,12.1
2015-06-18,12.5
2015-06-19,12.5
2015-06-22,12.5
2015-06-23,12.5
2015-06-24,12.5
2015-06-25,12.5
2015-06-26,12.5
2015-06-29,12.25
2015-06-30,12.65
2015-07-01,12.55
2015-07-02,12.95
2015-07-03,13.75
2015-07-06,13.5
2015-07-07,13.15
2015-07-08,13.35
2015-07-09,14.45
2015-07-10,14.4
2015-07-13,14.95
2015-07-14,14.25
2015-07-15,13.8
2015-07-16,13.8
2015-07-17,14.2
2015-07-20,15.1
2015-07-21,14.4
2015-07-22,13.95
2015-07-23,13.75
2015-07-24,13.5
2015-07-27,13.7
2015-07-28,13.25
2015-07-29,13.75
2015-07-30,13.2
2015-07-31,14.2
2015-08-03,15.0
2015-08-04,14.3
2015-08-05,13.55
2015-08-06,13.5
2015-08-07,16.15
2015-08-10,19.35
2015-08-11,18.15
2015-08-12,16.35
2015-08-13,15.65
2015-08-14,14.7
2015-08-17,14.35
2015-08-18,14.45
2015-08-19,15.15
2015-08-20,14.6
2015-08-21,14.8
2015-08-24,14.1
2015-08-25,13.4
2015-08-26,14.05
2015-08-27,14.75
2015-08-28,15.1
2015-08-31,15.15
2015-09-01,14.5
2015-09-02,14.95
2015-09-03,14.25
2015-09-04,13.45
2015-09-07,13.1
2015-09-08,13.9
2015-09-09,13.1
2015-09-10,14.2
2015-09-11,14.15
2015-09-14,13.5
2015-09-15,14.8
2015-09-16,14.25
2015-09-18,15.65
2015-09-21,15.2
2015-09-22,14.2
2015-09-23,15.35
2015-09-24,15.1
2015-09-28,14.2
2015-09-29,14.65
2015-09-30,14.25
2015-10-01,14.0
2015-10-05,14.25
2015-10-06,14.3
2015-10-07,14.55
2015-10-08,16.0
2015-10-09,19.2
2015-10-12,18.1
2015-10-13,21.7
2015-10-14,23.85
2015-10-15,23.55
2015-10-16,24.7
2015-10-19,24.2
2015-10-20,23.25
2015-10-21,22.65
2015-10-23,22.5
2015-10-26,22.65
2015-10-27,21.1
2015-10-28,21.55
2015-10-29,20.75
2015-10-30,18.85
2015-11-02,18.85
2015-11-03,18.8
2015-11-04,19.3
2015-11-05,19.15
2015-11-06,18.8
2015-11-09,19.1
2015-11-10,19.25
2015-11-11,20.0
2015-11-13,21.1
2015-11-16,25.2
2015-11-17,27.1
2015-11-18,27.5
2015-11-19,27.45
2015-11-20,26.35
2015-11-23,26.15
2015-11-24,28.15
2015-11-26,30.95
2015-11-27,34.0
2015-11-30,37.4
2015-12-01,39.25
2015-12-02,37.3
2015-12-03,35.9
2015-12-04,37.65
2015-12-07,39.3
2015-12-08,37.8
2015-12-09,35.95
2015-12-10,34.75
2015-12-11,33.05
2015-12-14,31.65
2015-12-15,33.2
2015-12-16,34.8
2015-12-17,36.5
2015-12-18,38.3
2015-12-21,39.95
2015-12-22,38.0
2015-12-23,37.1
2015-12-24,37.85
2015-12-28,36.8
2015-12-29,35.05
2015-12-30,33.95
2015-12-31,35.6
