Date,PROZONINTU
2015-01-01,28.85
2015-01-02,30.2
2015-01-05,29.95
2015-01-06,27.55
2015-01-07,28.95
2015-01-08,30.6
2015-01-09,30.05
2015-01-12,31.4
2015-01-13,33.35
2015-01-14,36.65
2015-01-15,36.1
2015-01-16,35.0
2015-01-19,36.75
2015-01-20,38.55
2015-01-21,37.7
2015-01-22,35.85
2015-01-23,34.15
2015-01-27,33.6
2015-01-28,33.0
2015-01-29,34.65
2015-01-30,33.7
2015-02-02,35.35
2015-02-03,36.3
2015-02-04,34.5
2015-02-05,32.8
2015-02-06,31.1
2015-02-09,30.75
2015-02-10,30.5
2015-02-11,29.75
2015-02-12,30.6
2015-02-13,33.65
2015-02-16,31.1
2015-02-18,32.1
2015-02-19,31.3
2015-02-20,31.25
2015-02-23,30.55
2015-02-24,29.75
2015-02-25,29.6
2015-02-26,29.0
2015-02-27,29.6
2015-02-28,29.35
2015-03-02,30.55
2015-03-03,31.4
2015-03-04,33.85
2015-03-05,32.15
2015-03-09,32.9
2015-03-10,33.1
2015-03-11,32.6
2015-03-12,32.9
2015-03-13,31.05
2015-03-16,30.25
2015-03-17,29.9
2015-03-18,29.7
2015-03-19,28.7
2015-03-20,27.8
2015-03-23,27.4
2015-03-24,27.25
2015-03-25,26.8
2015-03-26,26.8
2015-03-27,26.6
2015-03-30,28.45
2015-03-31,28.8
2015-04-01,29.6
2015-04-06,30.5
2015-04-07,30.0
2015-04-08,31.1
2015-04-09,30.5
2015-04-10,30.9
2015-04-13,30.8
2015-04-15,36.95
2015-04-16,38.05
2015-04-17,39.35
2015-04-20,36.85
2015-04-21,36.85
2015-04-22,36.8
2015-04-23,37.7
2015-04-24,35.0
2015-04-27,32.65
2015-04-28,34.75
2015-04-29,37.0
2015-04-30,35.65
2015-05-04,36.75
2015-05-05,36.05
2015-05-06,34.0
2015-05-07,32.5
2015-05-08,33.6
2015-05-11,34.15
2015-05-12,32.0
2015-05-13,33.0
2015-05-14,32.55
2015-05-15,33.35
2015-05-18,34.9
2015-05-19,36.55
2015-05-20,34.95
2015-05-21,33.75
2015-05-22,33.8
2015-05-25,31.5
2015-05-26,31.9
2015-05-27,31.55
2015-05-28,32.3
2015-05-29,32.45
2015-06-01,32.0
2015-06-02,31.45
2015-06-03,29.7
2015-06-04,30.05
2015-06-05,30.35
2015-06-08,29.55
2015-06-09,30.0
2015-06-10,29.9
2015-06-11,29.3
2015-06-12,28.2
2015-06-15,30.3
2015-06-16,30.05
2015-06-17,30.6
2015-06-18,29.85
2015-06-19,30.3
2015-06-22,32.75
2015-06-23,31.65
2015-06-24,31.55
2015-06-25,30.9
2015-06-26,30.3
2015-06-29,30.0
2015-06-30,30.85
2015-07-01,32.55
2015-07-02,32.35
2015-07-03,32.65
2015-07-06,33.95
2015-07-07,33.55
2015-07-08,32.3
2015-07-09,32.1
2015-07-10,31.6
2015-07-13,32.15
2015-07-14,33.2
2015-07-15,32.35
2015-07-16,33.85
2015-07-17,32.5
2015-07-20,32.95
2015-07-21,32.1
2015-07-22,35.55
2015-07-23,34.35
2015-07-24,33.75
2015-07-27,32.45
2015-07-28,32.3
2015-07-29,31.75
2015-07-30,32.55
2015-07-31,32.2
2015-08-03,31.8
2015-08-04,32.9
2015-08-05,33.5
2015-08-06,32.9
2015-08-07,32.95
2015-08-10,32.75
2015-08-11,31.75
2015-08-12,29.8
2015-08-13,28.6
2015-08-14,30.3
2015-08-17,29.65
2015-08-18,29.85
2015-08-19,29.7
2015-08-20,28.25
2015-08-21,30.05
2015-08-24,24.95
2015-08-25,24.6
2015-08-26,24.85
2015-08-27,25.7
2015-08-28,25.1
2015-08-31,25.0
2015-09-01,23.95
2015-09-02,23.75
2015-09-03,24.95
2015-09-04,23.05
2015-09-07,23.35
2015-09-08,23.85
2015-09-09,24.45
2015-09-10,24.55
2015-09-11,24.05
2015-09-14,25.05
2015-09-15,24.95
2015-09-16,24.7
2015-09-18,24.8
2015-09-21,29.75
2015-09-22,29.2
2015-09-23,29.1
2015-09-24,28.8
2015-09-28,28.95
2015-09-29,30.2
2015-09-30,30.8
2015-10-01,30.15
2015-10-05,29.55
2015-10-06,29.55
2015-10-07,29.25
2015-10-08,29.45
2015-10-09,30.55
2015-10-12,31.45
2015-10-13,32.45
2015-10-14,31.7
2015-10-15,30.95
2015-10-16,30.95
2015-10-19,30.5
2015-10-20,31.85
2015-10-21,31.35
2015-10-23,31.1
2015-10-26,30.05
2015-10-27,29.2
2015-10-28,29.65
2015-10-29,30.05
2015-10-30,30.25
2015-11-02,29.55
2015-11-03,29.9
2015-11-04,29.35
2015-11-05,29.4
2015-11-06,29.2
2015-11-09,32.6
2015-11-10,30.25
2015-11-11,30.85
2015-11-13,30.25
2015-11-16,30.2
2015-11-17,29.6
2015-11-18,29.1
2015-11-19,30.2
2015-11-20,30.35
2015-11-23,31.2
2015-11-24,33.95
2015-11-26,32.4
2015-11-27,31.55
2015-11-30,33.0
2015-12-01,32.45
2015-12-02,31.85
2015-12-03,31.8
2015-12-04,31.2
2015-12-07,31.65
2015-12-08,30.9
2015-12-09,29.6
2015-12-10,30.4
2015-12-11,30.0
2015-12-14,29.75
2015-12-15,29.8
2015-12-16,29.45
2015-12-17,29.85
2015-12-18,29.75
2015-12-21,29.55
2015-12-22,30.3
2015-12-23,32.35
2015-12-24,33.6
2015-12-28,33.3
2015-12-29,32.45
2015-12-30,31.7
2015-12-31,31.7
