Date,SUNCLAYLTD
2015-01-01,1660.05
2015-01-02,1650.1
2015-01-05,1621.2
2015-01-06,1587.8
2015-01-07,1636.9
2015-01-08,1656.15
2015-01-09,1687.5
2015-01-12,1697.05
2015-01-13,1735.85
2015-01-14,1717.45
2015-01-15,1753.2
2015-01-16,1732.75
2015-01-19,1715.5
2015-01-20,1715.1
2015-01-21,1717.5
2015-01-22,1758.7
2015-01-23,1806.65
2015-01-27,2013.95
2015-01-28,1978.35
2015-01-29,1982.05
2015-01-30,1988.35
2015-02-02,1967.55
2015-02-03,1957.25
2015-02-04,1969.25
2015-02-05,1921.2
2015-02-06,1831.2
2015-02-09,1781.0
2015-02-10,1821.0
2015-02-11,1849.0
2015-02-12,1846.95
2015-02-13,1837.4
2015-02-16,1847.35
2015-02-18,1846.8
2015-02-19,1900.7
2015-02-20,1848.75
2015-02-23,1794.15
2015-02-24,1819.35
2015-02-25,1816.65
2015-02-26,1798.6
2015-02-27,1826.6
2015-02-28,1790.3
2015-03-02,1788.3
2015-03-03,1838.95
2015-03-04,1838.0
2015-03-05,1836.0
2015-03-09,1797.0
2015-03-10,1810.45
2015-03-11,1786.75
2015-03-12,1822.05
2015-03-13,1788.5
2015-03-16,1800.3
2015-03-17,1832.75
2015-03-18,1821.8
2015-03-19,1873.7
2015-03-20,1776.65
2015-03-23,1761.45
2015-03-24,1774.8
2015-03-25,1750.65
2015-03-26,1730.8
2015-03-27,1757.05
2015-03-30,1792.35
2015-03-31,1857.85
2015-04-01,1846.75
2015-04-06,1840.0
2015-04-07,1845.6
2015-04-08,1843.5
2015-04-09,1826.25
2015-04-10,1811.35
2015-04-13,1804.6
2015-04-15,1778.75
2015-04-16,1836.2
2015-04-17,1716.85
2015-04-20,1684.75
2015-04-21,1716.25
2015-04-22,1729.15
2015-04-23,1741.5
2015-04-24,1723.7
2015-04-27,1683.6
2015-04-28,1733.5
2015-04-29,1768.3
2015-04-30,1826.45
2015-05-04,1907.7
2015-05-05,1881.75
2015-05-06,1847.65
2015-05-07,1834.3
2015-05-08,1901.8
2015-05-11,1898.9
2015-05-12,1879.65
2015-05-13,1905.7
2015-05-14,1912.05
2015-05-15,1957.8
2015-05-18,1959.75
2015-05-19,1957.05
2015-05-20,1956.95
2015-05-21,1924.1
2015-05-22,1926.5
2015-05-25,1919.5
2015-05-26,1927.75
2015-05-27,1925.45
2015-05-28,1920.45
2015-05-29,1976.2
2015-06-01,1978.9
2015-06-02,1908.45
2015-06-03,1892.65
2015-06-04,1874.0
2015-06-05,1905.4
2015-06-08,1856.75
2015-06-09,1871.35
2015-06-10,1882.45
2015-06-11,1875.8
2015-06-12,1876.7
2015-06-15,1877.55
2015-06-16,1866.75
2015-06-17,1864.1
2015-06-18,1846.2
2015-06-19,1852.95
2015-06-22,1851.55
2015-06-23,1859.65
2015-06-24,1874.8
2015-06-25,1873.0
2015-06-26,1850.95
2015-06-29,1855.35
2015-06-30,1857.25
2015-07-01,1893.65
2015-07-02,1898.95
2015-07-03,1908.75
2015-07-06,1906.65
2015-07-07,1902.65
2015-07-08,1900.9
2015-07-09,1899.8
2015-07-10,1892.55
2015-07-13,1898.85
2015-07-14,1907.45
2015-07-15,1894.9
2015-07-16,1899.9
2015-07-17,1898.3
2015-07-20,1907.05
2015-07-21,1894.1
2015-07-22,1897.25
2015-07-23,1870.6
2015-07-24,1852.45
2015-07-27,1902.65
2015-07-28,1899.25
2015-07-29,1908.05
2015-07-30,1897.9
2015-07-31,1912.25
2015-08-03,1932.35
2015-08-04,1968.6
2015-08-05,2157.55
2015-08-06,2098.3
2015-08-07,2104.15
2015-08-10,2114.8
2015-08-11,2088.45
2015-08-12,2034.8
2015-08-13,2071.8
2015-08-14,2090.3
2015-08-17,2032.9
2015-08-18,2050.45
2015-08-19,2043.0
2015-08-20,2042.6
2015-08-21,2033.4
2015-08-24,1984.15
2015-08-25,1942.25
2015-08-26,1930.15
2015-08-27,1952.1
2015-08-28,1945.7
2015-08-31,1941.4
2015-09-01,1930.4
2015-09-02,1950.1
2015-09-03,1928.45
2015-09-04,1846.95
2015-09-07,1827.6
2015-09-08,1826.4
2015-09-09,1835.75
2015-09-10,1829.0
2015-09-11,1850.0
2015-09-14,1859.75
2015-09-15,1849.55
2015-09-16,1850.0
2015-09-18,1866.95
2015-09-21,1854.7
2015-09-22,1859.4
2015-09-23,1837.45
2015-09-24,1808.75
2015-09-28,1798.15
2015-09-29,1815.95
2015-09-30,1873.5
2015-10-01,1852.15
2015-10-05,1855.6
2015-10-06,1864.45
2015-10-07,1854.6
2015-10-08,1845.25
2015-10-09,1846.95
2015-10-12,1855.05
2015-10-13,1819.7
2015-10-14,1833.1
2015-10-15,1847.35
2015-10-16,1854.6
2015-10-19,1835.55
2015-10-20,1811.3
2015-10-21,1836.9
2015-10-23,1841.0
2015-10-26,1830.75
2015-10-27,1849.35
2015-10-28,1840.0
2015-10-29,1814.6
2015-10-30,1842.6
2015-11-02,1822.5
2015-11-03,1815.3
2015-11-04,1827.5
2015-11-05,1782.35
2015-11-06,1806.95
2015-11-09,1814.95
2015-11-10,1816.8
2015-11-11,1836.4
2015-11-13,1839.45
2015-11-16,1843.35
2015-11-17,1839.5
2015-11-18,1815.85
2015-11-19,1841.6
2015-11-20,2031.95
2015-11-23,1996.2
2015-11-24,1978.2
2015-11-26,1957.25
2015-11-27,2113.35
2015-11-30,2179.85
2015-12-01,2188.65
2015-12-02,2105.1
2015-12-03,2090.6
2015-12-04,2044.0
2015-12-07,2016.3
2015-12-08,2004.35
2015-12-09,1960.65
2015-12-10,1972.3
2015-12-11,2009.6
2015-12-14,2019.1
2015-12-15,2001.6
2015-12-16,2017.25
2015-12-17,2019.85
2015-12-18,2026.6
2015-12-21,2061.95
2015-12-22,2063.5
2015-12-23,2077.0
2015-12-24,2055.4
2015-12-28,2042.0
2015-12-29,2047.25
2015-12-30,2036.75
2015-12-31,2093.75
