Date,PFS
2015-01-01,69.85
2015-01-02,68.25
2015-01-05,70.1
2015-01-06,67.55
2015-01-07,67.1
2015-01-08,68.75
2015-01-09,69.3
2015-01-12,69.75
2015-01-13,69.9
2015-01-14,69.5
2015-01-15,72.05
2015-01-16,68.0
2015-01-19,67.75
2015-01-20,67.85
2015-01-21,65.6
2015-01-22,61.85
2015-01-23,64.0
2015-01-27,65.35
2015-01-28,64.45
2015-01-29,63.0
2015-01-30,62.9
2015-02-02,63.1
2015-02-03,62.4
2015-02-04,61.85
2015-02-05,60.35
2015-02-06,59.5
2015-02-09,58.15
2015-02-10,59.75
2015-02-11,61.1
2015-02-12,60.45
2015-02-13,58.85
2015-02-16,61.3
2015-02-18,60.15
2015-02-19,58.75
2015-02-20,58.85
2015-02-23,58.75
2015-02-24,57.85
2015-02-25,59.55
2015-02-26,58.75
2015-02-27,59.5
2015-02-28,60.55
2015-03-02,60.5
2015-03-03,64.6
2015-03-04,63.65
2015-03-05,62.25
2015-03-09,60.3
2015-03-10,59.9
2015-03-11,58.8
2015-03-12,58.8
2015-03-13,57.95
2015-03-16,55.8
2015-03-17,55.85
2015-03-18,55.75
2015-03-19,55.4
2015-03-20,53.2
2015-03-23,51.55
2015-03-24,51.75
2015-03-25,50.35
2015-03-26,48.65
2015-03-27,50.7
2015-03-30,55.65
2015-03-31,55.25
2015-04-01,57.15
2015-04-06,59.75
2015-04-07,58.75
2015-04-08,59.1
2015-04-09,60.8
2015-04-10,59.95
2015-04-13,60.3
2015-04-15,60.0
2015-04-16,59.25
2015-04-17,59.0
2015-04-20,55.9
2015-04-21,55.9
2015-04-22,56.3
2015-04-23,56.1
2015-04-24,54.45
2015-04-27,51.75
2015-04-28,53.1
2015-04-29,52.15
2015-04-30,53.2
2015-05-04,55.05
2015-05-05,54.85
2015-05-06,52.7
2015-05-07,52.15
2015-05-08,53.1
2015-05-11,54.15
2015-05-12,52.7
2015-05-13,55.1
2015-05-14,54.3
2015-05-15,53.55
2015-05-18,53.45
2015-05-19,53.95
2015-05-20,54.9
2015-05-21,57.95
2015-05-22,60.1
2015-05-25,58.4
2015-05-26,46.9
2015-05-27,44.8
2015-05-28,44.6
2015-05-29,47.15
2015-06-01,44.6
2015-06-02,43.85
2015-06-03,40.1
2015-06-04,40.5
2015-06-05,40.65
2015-06-08,39.5
2015-06-09,38.95
2015-06-10,39.05
2015-06-11,38.75
2015-06-12,38.4
2015-06-15,40.8
2015-06-16,41.2
2015-06-17,42.05
2015-06-18,44.65
2015-06-19,44.6
2015-06-22,45.1
2015-06-23,46.7
2015-06-24,46.95
2015-06-25,47.0
2015-06-26,46.15
2015-06-29,44.6
2015-06-30,44.75
2015-07-01,45.45
2015-07-02,45.35
2015-07-03,44.75
2015-07-06,45.45
2015-07-07,45.85
2015-07-08,43.8
2015-07-09,43.85
2015-07-10,43.7
2015-07-13,44.65
2015-07-14,43.8
2015-07-15,43.95
2015-07-16,43.95
2015-07-17,44.3
2015-07-20,44.8
2015-07-21,43.25
2015-07-22,43.3
2015-07-23,44.35
2015-07-24,43.9
2015-07-27,43.2
2015-07-28,41.5
2015-07-29,41.2
2015-07-30,41.0
2015-07-31,42.7
2015-08-03,44.9
2015-08-04,46.7
2015-08-05,47.35
2015-08-06,47.7
2015-08-07,46.15
2015-08-10,48.85
2015-08-11,48.4
2015-08-12,46.0
2015-08-13,45.75
2015-08-14,46.95
2015-08-17,47.9
2015-08-18,49.0
2015-08-19,47.8
2015-08-20,46.15
2015-08-21,44.75
2015-08-24,39.45
2015-08-25,41.05
2015-08-26,40.1
2015-08-27,41.0
2015-08-28,40.9
2015-08-31,41.2
2015-09-01,40.0
2015-09-02,39.65
2015-09-03,40.1
2015-09-04,38.95
2015-09-07,38.25
2015-09-08,39.1
2015-09-09,39.95
2015-09-10,39.45
2015-09-11,40.15
2015-09-14,40.2
2015-09-15,40.5
2015-09-16,40.6
2015-09-18,42.3
2015-09-21,44.55
2015-09-22,42.85
2015-09-23,43.05
2015-09-24,42.95
2015-09-28,43.4
2015-09-29,43.75
2015-09-30,45.2
2015-10-01,45.5
2015-10-05,46.7
2015-10-06,46.4
2015-10-07,45.85
2015-10-08,45.1
2015-10-09,45.15
2015-10-12,46.75
2015-10-13,49.0
2015-10-14,48.55
2015-10-15,50.85
2015-10-16,50.75
2015-10-19,49.4
2015-10-20,50.55
2015-10-21,51.15
2015-10-23,49.75
2015-10-26,48.35
2015-10-27,47.95
2015-10-28,47.4
2015-10-29,48.05
2015-10-30,47.3
2015-11-02,45.85
2015-11-03,46.45
2015-11-04,49.1
2015-11-05,47.6
2015-11-06,46.3
2015-11-09,47.9
2015-11-10,40.85
2015-11-11,42.15
2015-11-13,39.65
2015-11-16,41.9
2015-11-17,41.95
2015-11-18,41.4
2015-11-19,41.05
2015-11-20,41.9
2015-11-23,41.7
2015-11-24,41.7
2015-11-26,41.15
2015-11-27,40.85
2015-11-30,40.55
2015-12-01,40.45
2015-12-02,40.6
2015-12-03,40.25
2015-12-04,39.8
2015-12-07,39.7
2015-12-08,38.6
2015-12-09,37.95
2015-12-10,38.25
2015-12-11,37.85
2015-12-14,37.65
2015-12-15,38.05
2015-12-16,37.65
2015-12-17,38.55
2015-12-18,37.9
2015-12-21,38.0
2015-12-22,38.15
2015-12-23,38.0
2015-12-24,38.7
2015-12-28,40.4
2015-12-29,39.85
2015-12-30,39.5
2015-12-31,40.4
