Date,RALLIS
2015-01-01,218.8
2015-01-02,221.05
2015-01-05,221.2
2015-01-06,215.55
2015-01-07,215.6
2015-01-08,214.7
2015-01-09,211.3
2015-01-12,213.05
2015-01-13,216.8
2015-01-14,220.4
2015-01-15,219.2
2015-01-16,219.5
2015-01-19,223.8
2015-01-20,229.05
2015-01-21,217.25
2015-01-22,230.95
2015-01-23,233.1
2015-01-27,231.6
2015-01-28,227.15
2015-01-29,229.6
2015-01-30,226.1
2015-02-02,223.75
2015-02-03,225.55
2015-02-04,219.75
2015-02-05,227.0
2015-02-06,228.65
2015-02-09,228.05
2015-02-10,232.4
2015-02-11,231.3
2015-02-12,233.1
2015-02-13,238.5
2015-02-16,236.0
2015-02-18,236.0
2015-02-19,239.2
2015-02-20,240.05
2015-02-23,240.0
2015-02-24,236.95
2015-02-25,242.05
2015-02-26,243.3
2015-02-27,257.6
2015-02-28,244.6
2015-03-02,251.5
2015-03-03,277.95
2015-03-04,258.1
2015-03-05,258.35
2015-03-09,246.25
2015-03-10,243.4
2015-03-11,243.0
2015-03-12,242.9
2015-03-13,242.0
2015-03-16,242.6
2015-03-17,236.35
2015-03-18,232.6
2015-03-19,229.95
2015-03-20,221.2
2015-03-23,210.05
2015-03-24,212.05
2015-03-25,215.0
2015-03-26,217.7
2015-03-27,214.4
2015-03-30,219.8
2015-03-31,227.05
2015-04-01,230.6
2015-04-06,235.75
2015-04-07,231.35
2015-04-08,227.1
2015-04-09,224.7
2015-04-10,223.25
2015-04-13,227.5
2015-04-15,231.85
2015-04-16,232.85
2015-04-17,232.45
2015-04-20,233.1
2015-04-21,232.05
2015-04-22,222.3
2015-04-23,216.75
2015-04-24,212.15
2015-04-27,215.7
2015-04-28,218.0
2015-04-29,218.4
2015-04-30,216.95
2015-05-04,220.5
2015-05-05,216.9
2015-05-06,211.9
2015-05-07,209.9
2015-05-08,209.8
2015-05-11,211.15
2015-05-12,210.0
2015-05-13,210.7
2015-05-14,214.45
2015-05-15,212.95
2015-05-18,214.0
2015-05-19,215.0
2015-05-20,215.55
2015-05-21,216.45
2015-05-22,225.45
2015-05-25,224.85
2015-05-26,224.65
2015-05-27,222.05
2015-05-28,226.75
2015-05-29,232.5
2015-06-01,225.35
2015-06-02,216.25
2015-06-03,214.15
2015-06-04,221.6
2015-06-05,219.75
2015-06-08,219.2
2015-06-09,221.9
2015-06-10,220.0
2015-06-11,216.0
2015-06-12,223.1
2015-06-15,225.65
2015-06-16,222.4
2015-06-17,223.8
2015-06-18,225.5
2015-06-19,240.35
2015-06-22,242.35
2015-06-23,245.7
2015-06-24,246.1
2015-06-25,242.35
2015-06-26,240.55
2015-06-29,235.1
2015-06-30,239.3
2015-07-01,241.15
2015-07-02,242.1
2015-07-03,248.35
2015-07-06,256.3
2015-07-07,254.35
2015-07-08,242.15
2015-07-09,247.65
2015-07-10,242.5
2015-07-13,254.35
2015-07-14,250.2
2015-07-15,267.35
2015-07-16,257.35
2015-07-17,253.05
2015-07-20,255.55
2015-07-21,247.75
2015-07-22,255.8
2015-07-23,252.55
2015-07-24,234.85
2015-07-27,223.35
2015-07-28,225.65
2015-07-29,215.75
2015-07-30,219.6
2015-07-31,218.25
2015-08-03,214.2
2015-08-04,219.85
2015-08-05,229.85
2015-08-06,227.0
2015-08-07,225.95
2015-08-10,226.6
2015-08-11,227.8
2015-08-12,222.4
2015-08-13,226.25
2015-08-14,224.05
2015-08-17,228.2
2015-08-18,225.9
2015-08-19,225.1
2015-08-20,220.1
2015-08-21,222.05
2015-08-24,212.9
2015-08-25,212.15
2015-08-26,213.0
2015-08-27,213.8
2015-08-28,214.45
2015-08-31,214.3
2015-09-01,208.6
2015-09-02,204.55
2015-09-03,210.05
2015-09-04,210.45
2015-09-07,206.0
2015-09-08,207.2
2015-09-09,209.05
2015-09-10,211.15
2015-09-11,220.25
2015-09-14,222.5
2015-09-15,215.5
2015-09-16,216.8
2015-09-18,223.9
2015-09-21,227.45
2015-09-22,217.75
2015-09-23,216.95
2015-09-24,223.1
2015-09-28,223.3
2015-09-29,219.2
2015-09-30,219.25
2015-10-01,215.4
2015-10-05,217.05
2015-10-06,218.05
2015-10-07,216.0
2015-10-08,214.5
2015-10-09,214.15
2015-10-12,212.6
2015-10-13,213.0
2015-10-14,212.8
2015-10-15,211.95
2015-10-16,215.45
2015-10-19,213.85
2015-10-20,214.0
2015-10-21,212.7
2015-10-23,211.05
2015-10-26,206.55
2015-10-27,205.5
2015-10-28,205.0
2015-10-29,205.85
2015-10-30,207.15
2015-11-02,203.05
2015-11-03,206.75
2015-11-04,202.95
2015-11-05,197.65
2015-11-06,196.0
2015-11-09,195.15
2015-11-10,196.0
2015-11-11,199.05
2015-11-13,196.3
2015-11-16,198.1
2015-11-17,198.1
2015-11-18,191.6
2015-11-19,187.3
2015-11-20,190.1
2015-11-23,188.35
2015-11-24,187.8
2015-11-26,186.0
2015-11-27,185.25
2015-11-30,188.55
2015-12-01,185.65
2015-12-02,185.25
2015-12-03,184.65
2015-12-04,180.7
2015-12-07,179.55
2015-12-08,175.75
2015-12-09,167.9
2015-12-10,165.5
2015-12-11,165.65
2015-12-14,165.45
2015-12-15,164.8
2015-12-16,175.05
2015-12-17,173.9
2015-12-18,175.1
2015-12-21,174.5
2015-12-22,174.75
2015-12-23,173.35
2015-12-24,177.75
2015-12-28,181.2
2015-12-29,178.75
2015-12-30,176.5
2015-12-31,177.8
