Date,HONAUT
2015-01-01,6850.7
2015-01-02,6843.0
2015-01-05,6892.45
2015-01-06,6825.75
2015-01-07,6786.3
2015-01-08,6806.05
2015-01-09,6783.7
2015-01-12,6826.1
2015-01-13,6905.45
2015-01-14,6995.9
2015-01-15,6994.15
2015-01-16,7052.2
2015-01-19,7184.85
2015-01-20,7099.5
2015-01-21,7096.9
2015-01-22,7202.45
2015-01-23,7258.6
2015-01-27,7370.0
2015-01-28,7337.1
2015-01-29,7355.9
2015-01-30,7356.5
2015-02-02,7375.0
2015-02-03,7379.6
2015-02-04,7278.45
2015-02-05,7207.35
2015-02-06,7115.15
2015-02-09,7179.25
2015-02-10,7431.65
2015-02-11,8466.3
2015-02-12,8992.95
2015-02-13,9378.95
2015-02-16,9088.7
2015-02-18,8982.7
2015-02-19,9012.1
2015-02-20,8890.95
2015-02-23,8873.1
2015-02-24,8906.85
2015-02-25,9004.5
2015-02-26,8860.2
2015-02-27,8964.0
2015-02-28,8857.7
2015-03-02,9153.75
2015-03-03,9190.85
2015-03-04,9181.95
2015-03-05,9322.3
2015-03-09,9399.25
2015-03-10,8995.75
2015-03-11,8977.9
2015-03-12,8926.3
2015-03-13,8914.8
2015-03-16,8861.5
2015-03-17,8878.95
2015-03-18,8831.6
2015-03-19,8835.8
2015-03-20,8846.85
2015-03-23,8414.95
2015-03-24,8510.2
2015-03-25,8431.45
2015-03-26,8492.8
2015-03-27,8308.55
2015-03-30,8572.6
2015-03-31,8513.05
2015-04-01,8562.35
2015-04-06,8596.15
2015-04-07,8466.4
2015-04-08,8549.85
2015-04-09,8601.5
2015-04-10,8549.1
2015-04-13,8548.35
2015-04-15,8513.65
2015-04-16,8543.75
2015-04-17,8521.55
2015-04-20,8026.7
2015-04-21,7730.95
2015-04-22,7702.3
2015-04-23,7644.55
2015-04-24,7489.55
2015-04-27,7466.1
2015-04-28,7376.1
2015-04-29,7512.55
2015-04-30,7640.7
2015-05-04,7684.55
2015-05-05,7787.35
2015-05-06,7474.45
2015-05-07,7221.3
