Date,MONSANTO
2015-01-01,2836.0
2015-01-02,2926.4
2015-01-05,2915.4
2015-01-06,2802.7
2015-01-07,2803.6
2015-01-08,2815.35
2015-01-09,2837.8
2015-01-12,2823.9
2015-01-13,2863.6
2015-01-14,3002.0
2015-01-15,3229.5
2015-01-16,3264.8
2015-01-19,3332.3
2015-01-20,3254.35
2015-01-21,3153.5
2015-01-22,3228.9
2015-01-23,3187.05
2015-01-27,3361.15
2015-01-28,3382.3
2015-01-29,3374.95
2015-01-30,3166.7
2015-02-02,3589.6
2015-02-03,3488.15
2015-02-04,3403.6
2015-02-05,3457.55
2015-02-06,3397.8
2015-02-09,3282.7
2015-02-10,3298.0
2015-02-11,3322.9
2015-02-12,3340.3
2015-02-13,3361.35
2015-02-16,3362.0
2015-02-18,3378.05
2015-02-19,3333.7
2015-02-20,3364.3
2015-02-23,3359.3
2015-02-24,3379.85
2015-02-25,3339.8
2015-02-26,3304.0
2015-02-27,3240.4
2015-02-28,3268.3
2015-03-02,3193.55
2015-03-03,3233.95
2015-03-04,3188.75
2015-03-05,3283.5
2015-03-09,3110.2
2015-03-10,3194.45
2015-03-11,3172.45
2015-03-12,3236.05
2015-03-13,3191.2
2015-03-16,3007.6
2015-03-17,3002.6
2015-03-18,3053.95
2015-03-19,3008.0
2015-03-20,2909.85
2015-03-23,2857.45
2015-03-24,2784.25
2015-03-25,2793.55
2015-03-26,2750.35
2015-03-27,2737.0
2015-03-30,2870.75
2015-03-31,2860.7
2015-04-01,2936.1
2015-04-06,2872.15
2015-04-07,2840.85
2015-04-08,2795.2
2015-04-09,2796.7
2015-04-10,2815.8
2015-04-13,2904.1
2015-04-15,3036.0
2015-04-16,3122.25
2015-04-17,3063.5
2015-04-20,3004.55
2015-04-21,2990.5
2015-04-22,2898.85
2015-04-23,2819.65
2015-04-24,2710.95
2015-04-27,2629.65
2015-04-28,2717.3
2015-04-29,2802.55
2015-04-30,2865.45
2015-05-04,3089.8
2015-05-05,3032.45
2015-05-06,2950.8
2015-05-07,2923.5
2015-05-08,2964.1
2015-05-11,2984.75
2015-05-12,2894.7
2015-05-13,2856.0
2015-05-14,2938.65
2015-05-15,2864.6
2015-05-18,2910.4
2015-05-19,2884.4
2015-05-20,2960.6
2015-05-21,2946.25
2015-05-22,2951.95
2015-05-25,2834.75
2015-05-26,2831.8
2015-05-27,2827.5
2015-05-28,2824.05
2015-05-29,2924.1
2015-06-01,2911.9
2015-06-02,2876.85
2015-06-03,2769.05
2015-06-04,2751.9
2015-06-05,2715.15
2015-06-08,2669.35
2015-06-09,2652.75
2015-06-10,2659.6
2015-06-11,2669.75
2015-06-12,2682.4
2015-06-15,2726.75
2015-06-16,2770.0
2015-06-17,2874.1
2015-06-18,2922.3
2015-06-19,2955.45
2015-06-22,2997.45
2015-06-23,3061.95
2015-06-24,3038.0
2015-06-25,3101.5
2015-06-26,2956.05
2015-06-29,2801.05
2015-06-30,2815.7
2015-07-01,2934.55
2015-07-02,2950.45
2015-07-03,3016.25
2015-07-06,3015.0
2015-07-07,3248.2
2015-07-08,3244.85
2015-07-09,3193.85
2015-07-10,3169.95
2015-07-13,3178.5
2015-07-14,3180.9
2015-07-15,3162.35
2015-07-16,3105.45
2015-07-17,3082.15
2015-07-20,3062.05
2015-07-21,3081.65
2015-07-22,3131.05
2015-07-23,3316.95
2015-07-24,3281.3
2015-07-27,3187.25
2015-07-28,3168.45
2015-07-29,3254.5
2015-07-30,3251.7
2015-07-31,3266.7
2015-08-03,3310.7
2015-08-04,3224.2
2015-08-05,3261.9
2015-08-06,3218.3
