Date,OBEROIRLTY
2015-01-01,280.1
2015-01-02,288.5
2015-01-05,286.2
2015-01-06,278.05
2015-01-07,268.45
2015-01-08,271.5
2015-01-09,269.2
2015-01-12,270.65
2015-01-13,267.35
2015-01-14,266.45
2015-01-15,270.05
2015-01-16,268.1
2015-01-19,277.0
2015-01-20,280.35
2015-01-21,289.9
2015-01-22,283.6
2015-01-23,286.0
2015-01-27,285.0
2015-01-28,283.95
2015-01-29,281.55
2015-01-30,283.25
2015-02-02,279.05
2015-02-03,278.45
2015-02-04,279.95
2015-02-05,278.5
2015-02-06,274.25
2015-02-09,270.6
2015-02-10,274.6
2015-02-11,275.7
2015-02-12,278.4
2015-02-13,273.15
2015-02-16,267.15
2015-02-18,270.15
2015-02-19,270.85
2015-02-20,283.95
2015-02-23,308.65
2015-02-24,298.1
2015-02-25,314.15
2015-02-26,311.0
2015-02-27,321.9
2015-02-28,321.65
2015-03-02,326.95
2015-03-03,317.15
2015-03-04,313.35
2015-03-05,310.1
2015-03-09,305.55
2015-03-10,301.8
2015-03-11,293.95
2015-03-12,294.25
2015-03-13,282.65
2015-03-16,286.15
2015-03-17,289.2
2015-03-18,285.1
2015-03-19,277.55
2015-03-20,269.0
2015-03-23,275.15
2015-03-24,276.25
2015-03-25,286.2
2015-03-26,278.05
2015-03-27,270.65
2015-03-30,282.85
2015-03-31,284.35
2015-04-01,283.9
2015-04-06,294.55
2015-04-07,298.75
2015-04-08,304.5
2015-04-09,296.95
2015-04-10,302.85
2015-04-13,301.9
2015-04-15,300.6
2015-04-16,299.45
2015-04-17,298.15
2015-04-20,283.6
2015-04-21,294.25
2015-04-22,292.9
2015-04-23,293.5
2015-04-24,281.6
2015-04-27,275.45
2015-04-28,271.85
2015-04-29,272.15
2015-04-30,269.0
2015-05-04,289.7
2015-05-05,305.6
2015-05-06,305.3
2015-05-07,295.7
2015-05-08,305.75
2015-05-11,317.05
2015-05-12,311.75
2015-05-13,305.35
2015-05-14,305.05
2015-05-15,304.8
2015-05-18,304.95
2015-05-19,304.5
2015-05-20,302.45
2015-05-21,303.4
2015-05-22,304.2
2015-05-25,303.95
2015-05-26,306.85
2015-05-27,306.45
2015-05-28,307.8
2015-05-29,306.65
2015-06-01,309.35
2015-06-02,310.45
2015-06-03,295.55
2015-06-04,299.45
2015-06-05,291.2
2015-06-08,294.05
2015-06-09,283.0
2015-06-10,285.1
2015-06-11,281.35
2015-06-12,285.8
2015-06-15,283.9
2015-06-16,299.35
2015-06-17,301.95
2015-06-18,301.0
2015-06-19,298.55
2015-06-22,294.85
2015-06-23,291.0
2015-06-24,284.5
2015-06-25,283.5
2015-06-26,278.7
2015-06-29,277.55
2015-06-30,272.1
2015-07-01,279.05
2015-07-02,280.95
2015-07-03,276.85
2015-07-06,281.35
2015-07-07,284.45
2015-07-08,281.4
2015-07-09,283.7
2015-07-10,284.35
2015-07-13,288.85
2015-07-14,286.7
2015-07-15,281.95
2015-07-16,279.9
2015-07-17,280.55
2015-07-20,276.9
2015-07-21,263.85
2015-07-22,271.25
2015-07-23,270.7
2015-07-24,267.1
2015-07-27,256.2
2015-07-28,260.45
2015-07-29,255.9
2015-07-30,259.1
2015-07-31,263.15
2015-08-03,260.5
2015-08-04,258.0
2015-08-05,257.35
2015-08-06,256.1
2015-08-07,257.5
2015-08-10,251.15
2015-08-11,246.0
2015-08-12,232.4
2015-08-13,242.2
2015-08-14,257.4
2015-08-17,257.85
2015-08-18,260.35
2015-08-19,257.8
2015-08-20,248.9
2015-08-21,235.4
2015-08-24,220.0
2015-08-25,216.85
2015-08-26,224.3
2015-08-27,223.5
2015-08-28,226.7
2015-08-31,224.85
2015-09-01,218.85
2015-09-02,210.15
2015-09-03,225.15
2015-09-04,218.15
2015-09-07,215.75
2015-09-08,217.9
2015-09-09,223.0
2015-09-10,224.6
2015-09-11,230.95
2015-09-14,239.5
2015-09-15,240.85
2015-09-16,252.1
2015-09-18,259.1
2015-09-21,249.15
2015-09-22,243.9
2015-09-23,251.7
2015-09-24,262.4
2015-09-28,261.6
2015-09-29,256.15
2015-09-30,273.15
2015-10-01,263.95
2015-10-05,269.9
2015-10-06,267.2
2015-10-07,270.85
2015-10-08,267.65
2015-10-09,258.0
2015-10-12,264.9
2015-10-13,269.7
2015-10-14,270.8
2015-10-15,272.65
2015-10-16,273.15
2015-10-19,280.65
2015-10-20,278.2
2015-10-21,270.45
2015-10-23,270.7
2015-10-26,271.1
2015-10-27,270.7
2015-10-28,268.3
2015-10-29,278.5
2015-10-30,285.75
2015-11-02,303.05
2015-11-03,283.1
2015-11-04,285.5
2015-11-05,289.95
2015-11-06,282.0
2015-11-09,270.6
2015-11-10,271.5
2015-11-11,272.35
2015-11-13,265.25
2015-11-16,264.2
2015-11-17,261.9
2015-11-18,262.1
2015-11-19,264.65
2015-11-20,259.35
2015-11-23,260.15
2015-11-24,256.6
2015-11-26,259.6
2015-11-27,261.15
2015-11-30,260.6
2015-12-01,258.4
2015-12-02,258.95
2015-12-03,256.35
2015-12-04,257.45
2015-12-07,257.1
2015-12-08,254.5
2015-12-09,253.7
2015-12-10,254.95
2015-12-11,251.2
2015-12-14,254.85
2015-12-15,251.7
2015-12-16,251.8
2015-12-17,250.15
2015-12-18,255.4
2015-12-21,258.0
2015-12-22,255.8
2015-12-23,263.8
2015-12-24,265.35
2015-12-28,270.15
2015-12-29,260.65
2015-12-30,259.75
2015-12-31,268.6
