Date,JSWSTEEL
2015-01-01,1065.9
2015-01-02,1069.15
2015-01-05,1066.6
2015-01-06,1027.7
2015-01-07,1011.85
2015-01-08,1022.1
2015-01-09,1012.95
2015-01-12,1000.7
2015-01-13,993.45
2015-01-14,968.25
2015-01-15,970.95
2015-01-16,980.45
2015-01-19,976.65
2015-01-20,1005.1
2015-01-21,999.95
2015-01-22,993.25
2015-01-23,1015.3
2015-01-27,1016.5
2015-01-28,995.05
2015-01-29,997.15
2015-01-30,977.45
2015-02-02,997.0
2015-02-03,985.5
2015-02-04,995.0
2015-02-05,976.5
2015-02-06,960.85
2015-02-09,936.1
2015-02-10,938.6
2015-02-11,977.85
2015-02-12,971.85
2015-02-13,986.0
2015-02-16,991.2
2015-02-18,973.2
2015-02-19,1037.6
2015-02-20,1024.25
2015-02-23,997.15
2015-02-24,1019.75
2015-02-25,1000.15
2015-02-26,992.25
2015-02-27,1009.65
2015-02-28,1010.85
2015-03-02,1006.85
2015-03-03,1001.65
2015-03-04,991.95
2015-03-05,991.6
2015-03-09,959.7
2015-03-10,944.55
2015-03-11,930.65
2015-03-12,952.15
2015-03-13,942.9
2015-03-16,918.9
2015-03-17,937.5
2015-03-18,939.4
2015-03-19,949.8
2015-03-20,920.95
2015-03-23,918.2
2015-03-24,902.55
2015-03-25,909.85
2015-03-26,884.85
2015-03-27,911.9
2015-03-30,912.0
2015-03-31,906.55
2015-04-01,909.65
2015-04-06,900.8
2015-04-07,937.6
2015-04-08,932.0
2015-04-09,952.7
2015-04-10,951.9
2015-04-13,942.3
2015-04-15,928.75
2015-04-16,941.6
2015-04-17,956.25
2015-04-20,962.7
2015-04-21,950.45
2015-04-22,960.45
2015-04-23,985.55
2015-04-24,956.6
2015-04-27,937.7
2015-04-28,945.2
2015-04-29,957.15
2015-04-30,932.2
2015-05-04,937.95
2015-05-05,973.2
2015-05-06,930.5
2015-05-07,885.85
2015-05-08,890.25
2015-05-11,903.2
2015-05-12,880.25
2015-05-13,886.9
2015-05-14,906.15
2015-05-15,876.3
2015-05-18,911.85
2015-05-19,922.6
2015-05-20,921.85
2015-05-21,923.75
2015-05-22,922.15
2015-05-25,907.2
2015-05-26,917.2
2015-05-27,919.95
2015-05-28,916.1
2015-05-29,916.3
2015-06-01,909.25
2015-06-02,878.3
2015-06-03,879.6
2015-06-04,876.35
2015-06-05,876.5
2015-06-08,869.8
2015-06-09,876.95
2015-06-10,892.65
2015-06-11,873.15
2015-06-12,843.2
2015-06-15,842.35
2015-06-16,839.95
2015-06-17,867.55
2015-06-18,884.2
2015-06-19,905.7
2015-06-22,905.1
2015-06-23,908.05
2015-06-24,893.15
2015-06-25,907.55
2015-06-26,892.45
2015-06-29,871.45
2015-06-30,872.25
2015-07-01,891.5
2015-07-02,886.15
2015-07-03,868.95
2015-07-06,881.25
2015-07-07,876.5
2015-07-08,848.8
2015-07-09,839.0
2015-07-10,829.9
2015-07-13,834.8
2015-07-14,831.05
2015-07-15,824.6
2015-07-16,868.4
2015-07-17,858.3
2015-07-20,852.1
2015-07-21,836.05
2015-07-22,859.05
2015-07-23,859.5
2015-07-24,845.45
2015-07-27,813.95
2015-07-28,809.75
2015-07-29,813.05
2015-07-30,850.15
2015-07-31,831.45
2015-08-03,834.05
2015-08-04,879.75
2015-08-05,886.25
2015-08-06,902.3
2015-08-07,922.45
2015-08-10,916.1
2015-08-11,896.3
2015-08-12,877.55
2015-08-13,857.3
2015-08-14,900.6
2015-08-17,966.8
2015-08-18,987.1
2015-08-19,974.8
2015-08-20,961.55
2015-08-21,947.15
2015-08-24,866.8
2015-08-25,888.2
2015-08-26,891.35
2015-08-27,932.1
2015-08-28,925.9
2015-08-31,920.05
2015-09-01,902.05
2015-09-02,891.05
2015-09-03,930.0
2015-09-04,903.45
2015-09-07,890.8
2015-09-08,942.65
2015-09-09,981.55
2015-09-10,975.65
2015-09-11,963.6
2015-09-14,993.25
2015-09-15,947.45
2015-09-16,950.45
2015-09-18,944.3
2015-09-21,926.15
2015-09-22,911.75
2015-09-23,874.35
2015-09-24,880.3
2015-09-28,864.95
2015-09-29,840.15
2015-09-30,889.25
2015-10-01,876.4
2015-10-05,908.2
2015-10-06,900.35
2015-10-07,915.05
2015-10-08,913.5
2015-10-09,909.35
2015-10-12,902.6
2015-10-13,917.55
2015-10-14,905.35
2015-10-15,912.7
2015-10-16,899.55
2015-10-19,890.65
2015-10-20,893.55
2015-10-21,906.15
2015-10-23,915.55
2015-10-26,908.8
2015-10-27,911.2
2015-10-28,911.7
2015-10-29,921.5
2015-10-30,910.35
2015-11-02,895.95
2015-11-03,893.6
2015-11-04,892.15
2015-11-05,871.75
2015-11-06,873.5
2015-11-09,886.15
2015-11-10,872.65
2015-11-11,878.9
2015-11-13,910.55
2015-11-16,906.4
2015-11-17,894.55
2015-11-18,885.65
2015-11-19,905.05
2015-11-20,895.1
2015-11-23,889.9
2015-11-24,886.65
2015-11-26,892.8
2015-11-27,872.05
2015-11-30,902.2
2015-12-01,943.75
2015-12-02,981.25
2015-12-03,976.8
2015-12-04,970.7
2015-12-07,973.1
2015-12-08,960.75
2015-12-09,941.85
2015-12-10,960.6
2015-12-11,967.9
2015-12-14,1020.5
2015-12-15,1013.25
2015-12-16,1008.9
2015-12-17,1047.8
2015-12-18,1027.0
2015-12-21,1046.35
2015-12-22,1037.8
2015-12-23,1051.5
2015-12-24,1065.3
2015-12-28,1029.15
2015-12-29,1035.6
2015-12-30,1027.5
2015-12-31,1032.2
