Date,SUDARSCHEM
2015-01-01,121.6
2015-01-02,120.5
2015-01-05,117.2
2015-01-06,114.55
2015-01-07,113.75
2015-01-08,114.35
2015-01-09,113.35
2015-01-12,114.45
2015-01-13,111.4
2015-01-14,110.75
2015-01-15,109.7
2015-01-16,110.35
2015-01-19,112.2
2015-01-20,111.3
2015-01-21,109.4
2015-01-22,109.95
2015-01-23,107.85
2015-01-27,107.0
2015-01-28,103.7
2015-01-29,105.65
2015-01-30,103.25
2015-02-02,103.95
2015-02-03,103.25
2015-02-04,99.25
2015-02-05,99.85
2015-02-06,98.85
2015-02-09,96.95
2015-02-10,97.9
2015-02-11,102.65
2015-02-12,106.0
2015-02-13,107.75
2015-02-16,102.65
2015-02-18,100.05
2015-02-19,97.9
2015-02-20,96.0
2015-02-23,93.9
2015-02-24,93.4
2015-02-25,91.85
2015-02-26,90.2
2015-02-27,92.05
2015-02-28,90.55
2015-03-02,90.3
2015-03-03,91.6
2015-03-04,93.4
2015-03-05,90.9
2015-03-09,91.75
2015-03-10,86.45
2015-03-11,88.0
2015-03-12,86.55
2015-03-13,86.1
2015-03-16,84.8
2015-03-17,83.35
2015-03-18,82.25
2015-03-19,82.4
2015-03-20,78.6
2015-03-23,82.2
2015-03-24,85.25
2015-03-25,81.95
2015-03-26,81.6
2015-03-27,79.25
2015-03-30,80.9
2015-03-31,80.05
2015-04-01,89.4
2015-04-06,106.9
2015-04-07,103.65
2015-04-08,108.8
2015-04-09,106.05
2015-04-10,107.0
2015-04-13,108.8
2015-04-15,109.65
2015-04-16,110.0
2015-04-17,110.75
2015-04-20,108.75
2015-04-21,111.05
2015-04-22,108.65
2015-04-23,108.2
2015-04-24,104.5
2015-04-27,99.0
2015-04-28,102.15
2015-04-29,101.75
2015-04-30,100.05
2015-05-04,103.45
2015-05-05,106.4
2015-05-06,101.25
2015-05-07,99.35
2015-05-08,102.95
2015-05-11,106.85
2015-05-12,102.0
2015-05-13,102.25
2015-05-14,102.45
2015-05-15,103.8
2015-05-18,103.3
2015-05-19,104.3
2015-05-20,105.5
2015-05-21,104.7
2015-05-22,103.5
2015-05-25,102.6
2015-05-26,103.1
2015-05-27,105.9
2015-05-28,99.55
2015-05-29,97.45
2015-06-01,96.95
2015-06-02,95.35
2015-06-03,90.7
2015-06-04,91.15
2015-06-05,92.25
2015-06-08,90.15
2015-06-09,90.6
2015-06-10,95.4
2015-06-11,91.85
2015-06-12,91.4
2015-06-15,91.05
2015-06-16,91.1
2015-06-17,93.95
2015-06-18,93.4
2015-06-19,93.35
2015-06-22,95.9
2015-06-23,96.9
2015-06-24,99.4
2015-06-25,99.0
2015-06-26,99.7
2015-06-29,97.0
2015-06-30,97.05
2015-07-01,99.25
2015-07-02,100.1
2015-07-03,99.45
2015-07-06,101.3
2015-07-07,100.65
2015-07-08,97.5
2015-07-09,99.65
2015-07-10,100.25
2015-07-13,100.2
2015-07-14,99.9
2015-07-15,100.05
2015-07-16,100.05
2015-07-17,100.95
2015-07-20,107.95
2015-07-21,104.2
2015-07-22,104.8
2015-07-23,104.1
2015-07-24,108.5
2015-07-27,105.3
2015-07-28,106.75
2015-07-29,108.65
2015-07-30,106.45
2015-07-31,107.0
2015-08-03,107.85
2015-08-04,106.15
2015-08-05,106.2
2015-08-06,110.95
2015-08-07,115.05
2015-08-10,116.55
2015-08-11,109.65
2015-08-12,105.45
2015-08-13,104.3
2015-08-14,110.95
2015-08-17,114.4
2015-08-18,115.55
2015-08-19,117.8
2015-08-20,114.35
2015-08-21,111.55
2015-08-24,96.2
2015-08-25,99.65
2015-08-26,101.55
2015-08-27,100.1
2015-08-28,101.45
2015-08-31,104.35
2015-09-01,100.4
2015-09-02,99.15
2015-09-03,103.8
2015-09-04,97.35
2015-09-07,94.85
2015-09-08,98.45
2015-09-09,98.0
2015-09-10,99.4
2015-09-11,99.15
2015-09-14,101.45
2015-09-15,102.95
2015-09-16,102.1
2015-09-18,102.05
2015-09-21,107.05
2015-09-22,103.75
2015-09-23,107.5
2015-09-24,105.4
2015-09-28,102.05
2015-09-29,103.7
2015-09-30,103.4
2015-10-01,102.65
2015-10-05,103.95
2015-10-06,105.15
2015-10-07,104.8
2015-10-08,104.05
2015-10-09,105.7
2015-10-12,106.7
2015-10-13,105.55
2015-10-14,105.1
2015-10-15,113.5
2015-10-16,129.2
2015-10-19,129.95
2015-10-20,127.7
2015-10-21,130.65
2015-10-23,126.5
2015-10-26,128.65
2015-10-27,125.65
2015-10-28,129.6
2015-10-29,127.85
2015-10-30,123.4
2015-11-02,118.75
2015-11-03,119.05
2015-11-04,117.1
2015-11-05,114.3
2015-11-06,114.65
2015-11-09,109.95
2015-11-10,108.5
2015-11-11,110.7
2015-11-13,109.8
2015-11-16,109.45
2015-11-17,109.85
2015-11-18,109.35
2015-11-19,108.1
2015-11-20,116.1
2015-11-23,118.75
2015-11-24,117.95
2015-11-26,116.15
2015-11-27,114.1
2015-11-30,114.0
2015-12-01,116.35
2015-12-02,114.55
2015-12-03,113.15
2015-12-04,112.7
2015-12-07,111.7
2015-12-08,109.7
2015-12-09,106.25
2015-12-10,107.35
2015-12-11,106.4
2015-12-14,104.05
2015-12-15,105.65
2015-12-16,106.35
2015-12-17,109.15
2015-12-18,107.75
2015-12-21,108.85
2015-12-22,111.2
2015-12-23,111.25
2015-12-24,112.75
2015-12-28,113.75
2015-12-29,110.35
2015-12-30,109.65
2015-12-31,110.2
