Date,STAR
2015-01-01,960.95
2015-01-02,960.95
2015-01-05,961.8
2015-01-06,925.9
2015-01-07,923.1
2015-01-08,935.4
2015-01-09,927.2
2015-01-12,927.8
2015-01-13,925.15
2015-01-14,920.9
2015-01-15,923.55
2015-01-16,926.4
2015-01-19,926.65
2015-01-20,938.05
2015-01-21,925.15
2015-01-22,931.55
2015-01-23,922.8
2015-01-27,920.3
2015-01-28,911.7
2015-01-29,899.65
2015-01-30,932.45
2015-02-02,932.45
2015-02-03,907.2
2015-02-04,908.05
2015-02-05,897.35
2015-02-06,865.95
2015-02-09,833.05
2015-02-10,825.35
2015-02-11,853.45
2015-02-12,873.5
2015-02-13,876.2
2015-02-16,890.6
2015-02-18,933.75
2015-02-19,932.15
2015-02-20,917.75
2015-02-23,911.4
2015-02-24,918.1
2015-02-25,888.75
2015-02-26,857.3
2015-02-27,910.75
2015-02-28,914.3
2015-03-02,938.75
2015-03-03,967.6
2015-03-04,945.3
2015-03-05,1032.2
2015-03-09,1031.9
2015-03-10,1009.9
2015-03-11,1065.65
2015-03-12,1061.35
2015-03-13,1067.6
2015-03-16,1094.1
2015-03-17,1126.8
2015-03-18,1155.45
2015-03-19,1167.65
2015-03-20,1077.55
2015-03-23,1059.05
2015-03-24,1107.4
2015-03-25,1103.75
2015-03-26,1063.05
2015-03-27,1100.05
2015-03-30,1157.0
2015-03-31,1180.85
2015-04-01,1198.65
2015-04-06,1227.8
2015-04-07,1230.05
2015-04-08,1235.35
2015-04-09,1188.55
2015-04-10,1202.9
2015-04-13,1203.85
2015-04-15,1198.5
2015-04-16,1185.25
2015-04-17,1140.1
2015-04-20,1119.35
2015-04-21,1112.3
2015-04-22,1130.4
2015-04-23,1112.5
2015-04-24,1054.15
2015-04-27,954.6
2015-04-28,1016.0
2015-04-29,1022.2
2015-04-30,1029.1
2015-05-04,1072.45
2015-05-05,1090.05
2015-05-06,1000.15
2015-05-07,998.1
2015-05-08,1012.95
2015-05-11,1031.95
2015-05-12,991.8
2015-05-13,1011.05
2015-05-14,1024.3
2015-05-15,1070.9
2015-05-18,1090.95
2015-05-19,1106.05
2015-05-20,1094.45
2015-05-21,1188.15
2015-05-22,1194.95
2015-05-25,1170.1
2015-05-26,1219.65
2015-05-27,1224.95
2015-05-28,1220.5
2015-05-29,1264.4
2015-06-01,1222.45
2015-06-02,1201.75
2015-06-03,1178.5
2015-06-04,1178.15
2015-06-05,1169.85
2015-06-08,1148.15
2015-06-09,1119.75
