Date,MINDTREE
2015-01-01,1295.85
2015-01-02,1299.1
2015-01-05,1271.65
2015-01-06,1206.9
2015-01-07,1192.15
2015-01-08,1205.95
2015-01-09,1261.05
2015-01-12,1288.15
2015-01-13,1331.35
2015-01-14,1387.9
2015-01-15,1365.0
2015-01-16,1380.25
2015-01-19,1414.7
2015-01-20,1356.3
2015-01-21,1324.55
2015-01-22,1315.25
2015-01-23,1314.6
2015-01-27,1305.9
2015-01-28,1293.85
2015-01-29,1305.25
2015-01-30,1321.1
2015-02-02,1330.6
2015-02-03,1295.65
2015-02-04,1320.2
2015-02-05,1335.85
2015-02-06,1358.7
2015-02-09,1371.9
2015-02-10,1364.45
2015-02-11,1393.05
2015-02-12,1428.9
2015-02-13,1450.85
2015-02-16,1483.05
2015-02-18,1463.5
2015-02-19,1481.7
2015-02-20,1445.15
2015-02-23,1447.5
2015-02-24,1454.0
2015-02-25,1444.35
2015-02-26,1414.7
2015-02-27,1446.2
2015-02-28,1447.4
2015-03-02,1460.65
2015-03-03,1475.85
2015-03-04,1456.6
2015-03-05,1471.0
2015-03-09,1408.3
2015-03-10,1401.8
2015-03-11,1402.3
2015-03-12,1411.2
2015-03-13,1382.95
2015-03-16,1404.4
2015-03-17,1415.55
2015-03-18,1427.7
2015-03-19,1405.85
2015-03-20,1402.05
2015-03-23,1386.5
2015-03-24,1314.65
2015-03-25,1340.8
2015-03-26,1360.6
2015-03-27,1336.1
2015-03-30,1316.0
2015-03-31,1303.65
2015-04-01,1354.65
2015-04-06,1452.35
2015-04-07,1478.9
2015-04-08,1519.45
2015-04-09,1567.2
2015-04-10,1529.45
2015-04-13,1484.55
2015-04-15,1429.55
2015-04-16,1391.5
2015-04-17,1292.2
2015-04-20,1214.05
2015-04-21,1233.1
2015-04-22,1243.0
2015-04-23,1233.1
2015-04-24,1217.45
2015-04-27,1193.3
2015-04-28,1170.75
2015-04-29,1220.05
2015-04-30,1219.3
2015-05-04,1239.85
2015-05-05,1292.2
2015-05-06,1263.75
2015-05-07,1247.45
2015-05-08,1257.95
2015-05-11,1271.0
2015-05-12,1284.55
2015-05-13,1282.4
2015-05-14,1351.4
2015-05-15,1394.8
2015-05-18,1398.1
2015-05-19,1383.3
2015-05-20,1395.05
2015-05-21,1403.8
2015-05-22,1451.3
2015-05-25,1430.7
2015-05-26,1421.65
2015-05-27,1448.95
2015-05-28,1448.9
2015-05-29,1448.7
2015-06-01,1416.8
2015-06-02,1409.4
2015-06-03,1396.55
2015-06-04,1387.2
2015-06-05,1373.75
2015-06-08,1369.1
2015-06-09,1355.6
2015-06-10,1399.3
2015-06-11,1349.0
2015-06-12,1297.25
2015-06-15,1316.55
2015-06-16,1314.05
2015-06-17,1322.05
2015-06-18,1315.3
2015-06-19,1314.95
2015-06-22,1345.2
2015-06-23,1348.0
2015-06-24,1363.15
2015-06-25,1293.8
2015-06-26,1305.35
2015-06-29,1263.75
2015-06-30,1273.8
2015-07-01,1292.35
2015-07-02,1267.4
2015-07-03,1279.2
2015-07-06,1264.15
2015-07-07,1270.0
2015-07-08,1231.75
2015-07-09,1207.25
2015-07-10,1202.0
2015-07-13,1234.3
2015-07-14,1232.4
2015-07-15,1224.35
2015-07-16,1225.5
2015-07-17,1267.6
2015-07-20,1291.9
2015-07-21,1266.4
2015-07-22,1288.05
2015-07-23,1309.95
2015-07-24,1269.85
2015-07-27,1265.8
2015-07-28,1241.9
2015-07-29,1269.15
2015-07-30,1246.8
2015-07-31,1279.65
2015-08-03,1277.45
2015-08-04,1273.2
2015-08-05,1290.85
2015-08-06,1297.85
2015-08-07,1298.5
2015-08-10,1354.25
2015-08-11,1378.95
2015-08-12,1399.05
2015-08-13,1377.7
2015-08-14,1370.85
2015-08-17,1402.4
2015-08-18,1421.9
2015-08-19,1433.45
2015-08-20,1377.3
2015-08-21,1412.15
2015-08-24,1330.3
2015-08-25,1278.05
2015-08-26,1319.8
2015-08-27,1329.8
2015-08-28,1396.3
2015-08-31,1395.85
2015-09-01,1367.7
2015-09-02,1372.5
2015-09-03,1371.25
2015-09-04,1356.45
2015-09-07,1300.05
2015-09-08,1319.45
2015-09-09,1340.15
