Date,NESTLEIND
2015-01-01,6317.95
2015-01-02,6331.5
2015-01-05,6334.9
2015-01-06,6246.8
2015-01-07,6272.95
2015-01-08,6300.45
2015-01-09,6386.35
2015-01-12,6462.75
2015-01-13,6714.65
2015-01-14,6781.85
2015-01-15,6809.1
2015-01-16,6985.2
2015-01-19,7073.95
2015-01-20,7074.5
2015-01-21,7080.0
2015-01-22,7097.05
2015-01-23,7258.35
2015-01-27,7350.05
2015-01-28,7304.05
2015-01-29,7214.45
2015-01-30,7113.05
2015-02-02,7059.65
2015-02-03,7078.5
2015-02-04,6977.75
2015-02-05,6899.15
2015-02-06,6884.55
2015-02-09,6835.4
2015-02-10,6794.15
2015-02-11,6881.05
2015-02-12,6824.6
2015-02-13,7033.65
2015-02-16,7147.35
2015-02-18,7169.3
2015-02-19,7041.7
2015-02-20,7176.7
2015-02-23,6999.45
2015-02-24,7009.75
2015-02-25,7052.5
2015-02-26,7019.4
2015-02-27,7020.9
2015-02-28,7023.9
2015-03-02,6990.05
2015-03-03,7096.25
2015-03-04,7299.75
2015-03-05,7295.95
2015-03-09,7384.3
2015-03-10,7397.15
2015-03-11,7280.7
2015-03-12,7328.9
2015-03-13,7299.0
2015-03-16,7276.8
2015-03-17,7389.25
2015-03-18,7408.4
2015-03-19,7367.35
2015-03-20,7264.1
2015-03-23,7133.9
2015-03-24,7021.65
2015-03-25,7041.8
2015-03-26,6845.2
2015-03-27,6815.05
2015-03-30,6944.0
2015-03-31,6947.35
2015-04-01,6923.15
2015-04-06,7121.35
2015-04-07,7157.45
2015-04-08,7046.2
2015-04-09,7101.0
2015-04-10,7098.5
2015-04-13,7098.55
2015-04-15,7068.4
2015-04-16,7026.8
2015-04-17,7000.85
2015-04-20,6953.2
2015-04-21,6887.85
2015-04-22,6872.05
2015-04-23,6908.7
2015-04-24,6849.75
2015-04-27,6848.1
2015-04-28,6836.85
2015-04-29,6565.45
2015-04-30,6572.6
2015-05-04,6801.45
2015-05-05,6807.4
2015-05-06,6802.75
2015-05-07,6767.55
2015-05-08,6796.3
2015-05-11,6806.3
2015-05-12,6704.45
2015-05-13,6701.5
2015-05-14,6854.5
2015-05-15,7031.3
2015-05-18,7077.35
2015-05-19,7028.7
2015-05-20,6961.6
2015-05-21,6948.9
2015-05-22,6995.9
2015-05-25,6936.6
2015-05-26,6805.35
2015-05-27,7062.5
2015-05-28,7057.65
2015-05-29,6751.55
2015-06-01,6670.2
2015-06-02,6803.25
2015-06-03,6186.95
2015-06-04,6004.45
2015-06-05,6011.6
2015-06-08,5569.0
2015-06-09,5964.35
2015-06-10,6060.35
2015-06-11,6164.7
2015-06-12,6087.2
2015-06-15,5955.05
2015-06-16,5784.65
2015-06-17,5838.9
2015-06-18,6081.65
2015-06-19,6281.0
2015-06-22,6296.6
2015-06-23,6127.85
2015-06-24,6004.1
2015-06-25,5836.45
2015-06-26,5958.15
2015-06-29,6071.05
2015-06-30,6352.2
2015-07-01,6144.45
2015-07-02,6241.6
2015-07-03,6165.2
2015-07-06,6120.3
2015-07-07,6084.85
2015-07-08,5995.9
2015-07-09,6029.95
2015-07-10,5963.4
2015-07-13,5955.5
2015-07-14,5953.1
2015-07-15,5967.9
2015-07-16,6025.5
2015-07-17,6078.6
2015-07-20,6071.05
2015-07-21,6068.5
2015-07-22,5990.6
2015-07-23,6060.4
2015-07-24,6033.9
2015-07-27,6261.4
2015-07-28,6192.45
2015-07-29,6152.65
2015-07-30,6331.2
2015-07-31,6357.4
2015-08-03,6326.25
2015-08-04,6350.65
2015-08-05,6838.35
2015-08-06,6486.1
2015-08-07,6548.6
2015-08-10,6388.4
2015-08-11,6317.35
2015-08-12,6234.3
2015-08-13,6317.25
2015-08-14,6268.8
2015-08-17,6135.4
2015-08-18,6164.7
2015-08-19,6098.7
2015-08-20,6150.9
2015-08-21,6090.75
2015-08-24,6036.0
2015-08-25,6163.4
2015-08-26,6064.2
2015-08-27,6057.0
2015-08-28,6104.65
2015-08-31,5965.4
2015-09-01,6003.6
2015-09-02,5930.0
2015-09-03,6035.45
2015-09-04,5995.6
2015-09-07,6001.35
2015-09-08,5902.2
2015-09-09,5986.6
2015-09-10,6005.1
2015-09-11,6001.25
2015-09-14,6056.5
2015-09-15,6025.0
2015-09-16,6096.35
2015-09-18,6236.7
2015-09-21,6176.8
2015-09-22,6148.45
2015-09-23,6219.8
2015-09-24,6212.05
2015-09-28,6219.3
2015-09-29,6179.6
2015-09-30,6367.65
2015-10-01,6422.5
2015-10-05,6478.6
2015-10-06,6495.25
2015-10-07,6337.55
2015-10-08,6367.45
2015-10-09,6416.55
2015-10-12,6256.1
2015-10-13,6151.95
2015-10-14,6210.65
2015-10-15,6206.5
2015-10-16,6569.4
2015-10-19,6493.0
2015-10-20,6536.5
2015-10-21,6463.3
2015-10-23,6328.65
2015-10-26,6316.3
2015-10-27,6354.5
2015-10-28,6337.4
2015-10-29,6290.5
2015-10-30,6173.9
2015-11-02,6276.05
2015-11-03,6217.75
2015-11-04,6251.15
2015-11-05,6165.65
2015-11-06,6168.95
2015-11-09,6111.4
2015-11-10,6072.3
2015-11-11,6174.8
2015-11-13,6034.2
2015-11-16,5986.45
2015-11-17,6084.6
2015-11-18,6082.3
2015-11-19,6280.15
2015-11-20,6196.25
2015-11-23,6141.6
2015-11-24,6056.35
2015-11-26,6023.55
2015-11-27,5949.0
2015-11-30,5858.8
2015-12-01,5879.15
2015-12-02,5868.1
2015-12-03,5835.9
2015-12-04,5857.05
2015-12-07,5893.6
2015-12-08,5825.35
2015-12-09,5759.7
2015-12-10,5770.65
2015-12-11,5908.25
2015-12-14,5879.75
2015-12-15,5838.6
2015-12-16,5828.4
2015-12-17,5883.35
2015-12-18,5673.0
2015-12-21,5674.35
2015-12-22,5730.0
2015-12-23,5778.0
2015-12-24,5775.9
2015-12-28,5804.65
2015-12-29,5839.2
2015-12-30,5839.85
2015-12-31,5828.0
